en:asimov-ocelove_jesky:0:shuff:3,cs:asimov-ocelove_jesky:0:shuff:4,glistened,glisten,leskla,lesknout,impf
en:asimov-ocelove_jesky:0:shuff:141,cs:asimov-ocelove_jesky:0:shuff:151,did,do,Udělal,udělat,pf
en:asimov-ocelove_jesky:0:shuff:142,cs:asimov-ocelove_jesky:0:shuff:152,sets,set,nastaví,nastavit,pf
en:asimov-ocelove_jesky:0:shuff:142,cs:asimov-ocelove_jesky:0:shuff:152,does,do,udělá,udělat,pf
en:asimov-ocelove_jesky:0:shuff:143,cs:asimov-ocelove_jesky:0:shuff:153,involving,involve,týkají,týkat,impf
en:asimov-ocelove_jesky:0:shuff:144,cs:asimov-ocelove_jesky:0:shuff:154,listen,listen,poslouchat,poslouchat,impf
en:asimov-ocelove_jesky:0:shuff:146,cs:asimov-ocelove_jesky:0:shuff:156,done,do,nedělá,dělat,impf
en:asimov-ocelove_jesky:0:shuff:147,cs:asimov-ocelove_jesky:0:shuff:157,suppose,suppose,předpokládat,předpokládat,impf
en:asimov-ocelove_jesky:0:shuff:147,cs:asimov-ocelove_jesky:0:shuff:157,look,look,koukali,koukat,impf
en:asimov-ocelove_jesky:0:shuff:147,cs:asimov-ocelove_jesky:0:shuff:157,eating,eat,jíte,jíst,impf
en:asimov-ocelove_jesky:0:shuff:148,cs:asimov-ocelove_jesky:0:shuff:158,commit,commit,spáchala,spáchat,pf
en:asimov-ocelove_jesky:0:shuff:150,cs:asimov-ocelove_jesky:0:shuff:160,kill,kill,Zabíjet,zabíjet,impf
en:asimov-ocelove_jesky:0:shuff:151,cs:asimov-ocelove_jesky:0:shuff:161,felt,feel,pocítil,pocítit,pf
en:asimov-ocelove_jesky:0:shuff:152,cs:asimov-ocelove_jesky:0:shuff:162,went,go,pokračoval,pokračovat,impf
en:asimov-ocelove_jesky:0:shuff:152,cs:asimov-ocelove_jesky:0:shuff:162,refuse,refuse,odmítl,odmítnout,pf
en:asimov-ocelove_jesky:0:shuff:154,cs:asimov-ocelove_jesky:0:shuff:164,fell,fall,klesl,klesnout,pf
en:asimov-ocelove_jesky:0:shuff:156,cs:asimov-ocelove_jesky:0:shuff:167,chose,choose,vybral,vybrat,pf
en:asimov-ocelove_jesky:0:shuff:156,cs:asimov-ocelove_jesky:0:shuff:167,incriminate,incriminate,obvinit,obvinit,pf
en:asimov-ocelove_jesky:0:shuff:157,cs:asimov-ocelove_jesky:0:shuff:168,returned,return,vrátit,vrátit,pf
en:asimov-ocelove_jesky:0:shuff:158,cs:asimov-ocelove_jesky:0:shuff:169,detected,detect,Zjistit,zjistit,pf
en:asimov-ocelove_jesky:0:shuff:160,cs:asimov-ocelove_jesky:0:shuff:171,suppose,suppose,Předpokládám,předpokládat,impf
en:asimov-ocelove_jesky:0:shuff:170,cs:asimov-ocelove_jesky:0:shuff:182,wait,wait,počkat,počkat,pf
en:asimov-ocelove_jesky:0:shuff:179,cs:asimov-ocelove_jesky:0:shuff:192,said,say,řekl,říci,pf
en:asimov-ocelove_jesky:0:shuff:180,cs:asimov-ocelove_jesky:0:shuff:193,said,say,řekl,říci,pf
en:asimov-ocelove_jesky:0:shuff:196,cs:asimov-ocelove_jesky:0:shuff:206,called,call,říkáte,říkat,impf
en:asimov-ocelove_jesky:0:shuff:197,cs:asimov-ocelove_jesky:0:shuff:207,turns,turn,obrací,obracet,impf
en:asimov-ocelove_jesky:0:shuff:199,cs:asimov-ocelove_jesky:0:shuff:210,said,say,řekl,říci,pf
en:asimov-ocelove_jesky:0:shuff:200,cs:asimov-ocelove_jesky:0:shuff:211,fail,fail,selhal,selhat,pf
en:asimov-ocelove_jesky:0:shuff:200,cs:asimov-ocelove_jesky:0:shuff:211,said,say,řekl,říci,pf
en:asimov-ocelove_jesky:0:shuff:201,cs:asimov-ocelove_jesky:0:shuff:212,carry,carry,měl,mít,impf
en:asimov-ocelove_jesky:0:shuff:201,cs:asimov-ocelove_jesky:0:shuff:212,hurt,hurt,zranit,zranit,pf
en:asimov-ocelove_jesky:0:shuff:202,cs:asimov-ocelove_jesky:0:shuff:213,explained,explain,vysvětlil,vysvětlit,pf
en:asimov-ocelove_jesky:0:shuff:202,cs:asimov-ocelove_jesky:0:shuff:213,listen,listen,poslouchal,poslouchat,impf
en:asimov-ocelove_jesky:0:shuff:203,cs:asimov-ocelove_jesky:0:shuff:214,looked,look,pohlédl,pohlédnout,pf
en:asimov-ocelove_jesky:0:shuff:206,cs:asimov-ocelove_jesky:0:shuff:217,needed,need,potřeboval,potřebovat,impf
en:asimov-ocelove_jesky:0:shuff:206,cs:asimov-ocelove_jesky:0:shuff:217,replaced,replace,nahrazuje,nahrazovat,impf
en:asimov-ocelove_jesky:0:shuff:208,cs:asimov-ocelove_jesky:0:shuff:219,arguing,argue,pře,přít,impf
en:asimov-ocelove_jesky:0:shuff:212,cs:asimov-ocelove_jesky:0:shuff:223,Use,use,Použijte,použít,pf
en:asimov-ocelove_jesky:0:shuff:215,cs:asimov-ocelove_jesky:0:shuff:226,laughed,laugh,zasmál,zasmát,pf
en:asimov-ocelove_jesky:0:shuff:216,cs:asimov-ocelove_jesky:0:shuff:227,make,make,vytvářejte,vytvářet,impf
en:asimov-ocelove_jesky:0:shuff:219,cs:asimov-ocelove_jesky:0:shuff:230,said,say,řekl,říci,pf
en:asimov-ocelove_jesky:0:shuff:221,cs:asimov-ocelove_jesky:0:shuff:232,looked,look,hleděla,hledět,impf
en:asimov-ocelove_jesky:0:shuff:224,cs:asimov-ocelove_jesky:0:shuff:234,committed,commit,Spáchala,spáchat,pf
en:asimov-ocelove_jesky:0:shuff:230,cs:asimov-ocelove_jesky:0:shuff:239,say,say,Řekni,říci,pf
en:asimov-ocelove_jesky:0:shuff:232,cs:asimov-ocelove_jesky:0:shuff:241,looked,look,Podíval,podívat,pf
en:asimov-ocelove_jesky:0:shuff:233,cs:asimov-ocelove_jesky:0:shuff:242,nodded,nod,přikývl,přikývnout,pf
en:asimov-ocelove_jesky:0:shuff:234,cs:asimov-ocelove_jesky:0:shuff:243,regret,regret,Lituji,litovat,impf
en:asimov-ocelove_jesky:0:shuff:235,cs:asimov-ocelove_jesky:0:shuff:244,worry,worry,netrapte,trápit,impf
en:asimov-ocelove_jesky:0:shuff:238,cs:asimov-ocelove_jesky:0:shuff:247,Come,come,Pojď,jít,impf
en:asimov-ocelove_jesky:0:shuff:240,cs:asimov-ocelove_jesky:0:shuff:249,do,do,jít,jít,impf
en:asimov-ocelove_jesky:0:shuff:240,cs:asimov-ocelove_jesky:0:shuff:249,go,go,jít,jít,impf
en:asimov-ocelove_jesky:0:shuff:243,cs:asimov-ocelove_jesky:0:shuff:252,sort,sort,třídíme,třídit,impf
en:asimov-ocelove_jesky:0:shuff:244,cs:asimov-ocelove_jesky:0:shuff:253,started,start,začali,začít,pf
en:asimov-ocelove_jesky:0:shuff:248,cs:asimov-ocelove_jesky:0:shuff:257,remembered,remember,pamatoval,pamatovat,impf
en:asimov-ocelove_jesky:0:shuff:250,cs:asimov-ocelove_jesky:0:shuff:260,suffered,suffer,utrpěly,utrpět,pf
en:asimov-ocelove_jesky:0:shuff:251,cs:asimov-ocelove_jesky:0:shuff:261,wait,wait,počkejte,počkat,pf
en:asimov-ocelove_jesky:0:shuff:251,cs:asimov-ocelove_jesky:0:shuff:261,said,say,řekl,říci,pf
en:asimov-ocelove_jesky:0:shuff:252,cs:asimov-ocelove_jesky:0:shuff:262,Take,take,udělat,udělat,pf
en:asimov-ocelove_jesky:0:shuff:252,cs:asimov-ocelove_jesky:0:shuff:262,do,do,udělat,udělat,pf
en:asimov-ocelove_jesky:0:shuff:252,cs:asimov-ocelove_jesky:0:shuff:262,equipped,equip,vybaven,vybavit,pf
en:asimov-ocelove_jesky:0:shuff:257,cs:asimov-ocelove_jesky:0:shuff:267,analyzed,analyze,analyzovat,analyzovat,impf
en:asimov-ocelove_jesky:0:shuff:259,cs:asimov-ocelove_jesky:0:shuff:269,centered,center,soustředil,soustředit,pf
en:asimov-ocelove_jesky:0:shuff:265,cs:asimov-ocelove_jesky:0:shuff:276,tell,tell,Řeknu,říci,pf
en:asimov-ocelove_jesky:0:shuff:265,cs:asimov-ocelove_jesky:0:shuff:276,said,say,Řeknu,říci,pf
en:asimov-ocelove_jesky:0:shuff:265,cs:asimov-ocelove_jesky:0:shuff:276,said,say,pravil,pravit,pf
en:asimov-ocelove_jesky:0:shuff:266,cs:asimov-ocelove_jesky:0:shuff:277,dropped,drop,upustil,upustit,pf
en:asimov-ocelove_jesky:0:shuff:267,cs:asimov-ocelove_jesky:0:shuff:278,seen,see,viděl,vidět,impf
en:asimov-ocelove_jesky:0:shuff:269,cs:asimov-ocelove_jesky:0:shuff:280,shouted,shout,nekřičel,křičet,impf
en:asimov-ocelove_jesky:0:shuff:269,cs:asimov-ocelove_jesky:0:shuff:280,explain,explain,vysvětlovat,vysvětlovat,impf
en:asimov-ocelove_jesky:0:shuff:269,cs:asimov-ocelove_jesky:0:shuff:280,offended,offend,urazil,urazit,pf
en:asimov-ocelove_jesky:0:shuff:270,cs:asimov-ocelove_jesky:0:shuff:281,talk,talk,mluvit,mluvit,impf
en:asimov-ocelove_jesky:0:shuff:271,cs:asimov-ocelove_jesky:0:shuff:282,take,take,nesnesou,snést,pf
en:asimov-ocelove_jesky:0:shuff:273,cs:asimov-ocelove_jesky:0:shuff:284,warned,warn,Varoval,varovat,impf
en:asimov-ocelove_jesky:0:shuff:276,cs:asimov-ocelove_jesky:0:shuff:287,see,see,Chápu,chápat,impf
en:asimov-ocelove_jesky:0:shuff:276,cs:asimov-ocelove_jesky:0:shuff:287,trying,try,snažíte,snažit,impf
en:asimov-ocelove_jesky:0:shuff:278,cs:asimov-ocelove_jesky:0:shuff:289,tie,tie,Spojují,spojovat,impf
en:asimov-ocelove_jesky:0:shuff:285,cs:asimov-ocelove_jesky:0:shuff:297,believe,believe,Domnívám,domnívat,impf
en:asimov-ocelove_jesky:0:shuff:285,cs:asimov-ocelove_jesky:0:shuff:297,penetrated,penetrate,vniknout,vniknout,pf
en:asimov-ocelove_jesky:0:shuff:285,cs:asimov-ocelove_jesky:0:shuff:297,said,say,řekl,říci,pf
en:asimov-ocelove_jesky:0:shuff:286,cs:asimov-ocelove_jesky:0:shuff:298,saw,see,zahlédl,zahlédnout,pf
en:asimov-ocelove_jesky:0:shuff:286,cs:asimov-ocelove_jesky:0:shuff:298,springing,spring,vyskočil,vyskočit,pf
en:asimov-ocelove_jesky:0:shuff:287,cs:asimov-ocelove_jesky:0:shuff:299,sit,sit,usednout,usednout,pf
en:asimov-ocelove_jesky:0:shuff:288,cs:asimov-ocelove_jesky:0:shuff:300,tried,try,Zkusil,zkusit,pf
en:asimov-ocelove_jesky:0:shuff:288,cs:asimov-ocelove_jesky:0:shuff:300,sticking,stick,bodnout,bodnout,pf
en:asimov-ocelove_jesky:0:shuff:293,cs:asimov-ocelove_jesky:0:shuff:304,tried,try,zkuste,zkusit,pf
en:asimov-ocelove_jesky:0:shuff:293,cs:asimov-ocelove_jesky:0:shuff:304,look,look,podívat,podívat,pf
en:asimov-ocelove_jesky:0:shuff:293,cs:asimov-ocelove_jesky:0:shuff:304,looking,look,podívat,podívat,pf
en:asimov-ocelove_jesky:0:shuff:294,cs:asimov-ocelove_jesky:0:shuff:305,seems,seem,zdá,zdát,impf
en:asimov-ocelove_jesky:0:shuff:294,cs:asimov-ocelove_jesky:0:shuff:305,breathe,breathe,dýchá,dýchat,impf
en:asimov-ocelove_jesky:0:shuff:294,cs:asimov-ocelove_jesky:0:shuff:305,talk,talk,hovořil,hovořit,impf
en:asimov-ocelove_jesky:0:shuff:294,cs:asimov-ocelove_jesky:0:shuff:305,breathe,breathe,nedýchá,dýchat,impf
en:asimov-ocelove_jesky:0:shuff:299,cs:asimov-ocelove_jesky:0:shuff:311,closed,close,uzavřela,uzavřít,pf
en:asimov-ocelove_jesky:0:shuff:303,cs:asimov-ocelove_jesky:0:shuff:315,indicated,indicate,ukazuje,ukazovat,impf
en:asimov-ocelove_jesky:0:shuff:304,cs:asimov-ocelove_jesky:0:shuff:316,cried,cry,zvolal,zvolat,pf
en:asimov-ocelove_jesky:0:shuff:306,cs:asimov-ocelove_jesky:0:shuff:318,turned,turn,obrátil,obrátit,pf
en:asimov-ocelove_jesky:0:shuff:306,cs:asimov-ocelove_jesky:0:shuff:318,stared,stare,zíral,zírat,impf
en:asimov-ocelove_jesky:0:shuff:309,cs:asimov-ocelove_jesky:0:shuff:321,opened,open,otevřely,otevřít,pf
en:asimov-ocelove_jesky:0:shuff:310,cs:asimov-ocelove_jesky:0:shuff:322,startled,startle,polekal,polekat,pf
en:asimov-ocelove_jesky:0:shuff:319,cs:asimov-ocelove_jesky:0:shuff:331,do,do,udělat,udělat,pf
en:asimov-ocelove_jesky:0:shuff:322,cs:asimov-ocelove_jesky:0:shuff:334,Wait,wait,Počkejte,počkat,pf
en:asimov-ocelove_jesky:0:shuff:325,cs:asimov-ocelove_jesky:0:shuff:337,looked,look,díval,dívat,impf
en:asimov-ocelove_jesky:0:shuff:336,cs:asimov-ocelove_jesky:0:shuff:348,disappointed,disappoint,zklamán,zklamat,pf
en:asimov-ocelove_jesky:0:shuff:337,cs:asimov-ocelove_jesky:0:shuff:349,thought,think,Domníval,domnívat,impf
en:asimov-ocelove_jesky:0:shuff:337,cs:asimov-ocelove_jesky:0:shuff:349,see,see,viděl,vidět,impf
en:asimov-ocelove_jesky:0:shuff:341,cs:asimov-ocelove_jesky:0:shuff:353,understand,understand,Nechápu,chápat,impf
en:asimov-ocelove_jesky:0:shuff:344,cs:asimov-ocelove_jesky:0:shuff:356,want,want,přeju,přát,impf
en:asimov-ocelove_jesky:0:shuff:345,cs:asimov-ocelove_jesky:0:shuff:357,staying,stay,pobývají,pobývat,impf
en:asimov-ocelove_jesky:0:shuff:346,cs:asimov-ocelove_jesky:0:shuff:358,said,say,řekl,říci,pf
en:asimov-ocelove_jesky:0:shuff:348,cs:asimov-ocelove_jesky:0:shuff:360,say,say,říká,říkat,impf
en:asimov-ocelove_jesky:0:shuff:352,cs:asimov-ocelove_jesky:0:shuff:364,say,say,Říká,říkat,impf
en:asimov-ocelove_jesky:0:shuff:352,cs:asimov-ocelove_jesky:0:shuff:364,make,make,vyrobit,vyrobit,pf
en:asimov-ocelove_jesky:0:shuff:353,cs:asimov-ocelove_jesky:0:shuff:365,thought,think,vzpomněl,vzpomenout,pf
en:asimov-ocelove_jesky:0:shuff:353,cs:asimov-ocelove_jesky:0:shuff:365,thought,think,neměl,mít,impf
en:asimov-ocelove_jesky:0:shuff:357,cs:asimov-ocelove_jesky:0:shuff:369,mean,mean,Chcete,chtít,impf
en:asimov-ocelove_jesky:0:shuff:357,cs:asimov-ocelove_jesky:0:shuff:369,said,say,říct,říci,pf
en:asimov-ocelove_jesky:0:shuff:357,cs:asimov-ocelove_jesky:0:shuff:369,said,say,řekl,říci,pf
en:asimov-ocelove_jesky:0:shuff:360,cs:asimov-ocelove_jesky:0:shuff:373,said,say,řekl,říci,pf
en:asimov-ocelove_jesky:0:shuff:364,cs:asimov-ocelove_jesky:0:shuff:378,forced,force,přinutil,přinutit,pf
en:asimov-ocelove_jesky:0:shuff:366,cs:asimov-ocelove_jesky:0:shuff:380,restricted,restrict,neomezovala,omezovat,impf
en:asimov-ocelove_jesky:0:shuff:370,cs:asimov-ocelove_jesky:0:shuff:384,said,say,řekl,říci,pf
en:asimov-ocelove_jesky:0:shuff:376,cs:asimov-ocelove_jesky:0:shuff:390,use,use,použít,použít,pf
en:asimov-ocelove_jesky:0:shuff:376,cs:asimov-ocelove_jesky:0:shuff:390,required,require,vyžadovalo,vyžadovat,impf
en:asimov-ocelove_jesky:0:shuff:383,cs:asimov-ocelove_jesky:0:shuff:398,asked,ask,ptal,ptát,impf
en:asimov-ocelove_jesky:0:shuff:391,cs:asimov-ocelove_jesky:0:shuff:407,called,call,říkalo,říkat,impf
en:asimov-ocelove_jesky:0:shuff:392,cs:asimov-ocelove_jesky:0:shuff:408,multiplied,multiply,množily,množit,impf
en:asimov-ocelove_jesky:0:shuff:392,cs:asimov-ocelove_jesky:0:shuff:408,grew,grow,rostly,růst,impf
en:asimov-ocelove_jesky:0:shuff:395,cs:asimov-ocelove_jesky:0:shuff:413,did,do,vykonal,vykonat,pf
en:asimov-ocelove_jesky:0:shuff:396,cs:asimov-ocelove_jesky:0:shuff:414,finished,finish,skončil,skončit,pf
en:asimov-ocelove_jesky:0:shuff:397,cs:asimov-ocelove_jesky:0:shuff:415,disassembled,disassemble,rozložil,rozložit,pf
en:asimov-ocelove_jesky:0:shuff:398,cs:asimov-ocelove_jesky:0:shuff:416,said,say,řekla,říci,pf
en:asimov-ocelove_jesky:0:shuff:402,cs:asimov-ocelove_jesky:0:shuff:420,do,do,půjdu,jít,impf
en:asimov-ocelove_jesky:0:shuff:402,cs:asimov-ocelove_jesky:0:shuff:420,go,go,půjdu,jít,impf
en:asimov-ocelove_jesky:0:shuff:403,cs:asimov-ocelove_jesky:0:shuff:421,send,send,pošlou,poslat,pf
en:asimov-ocelove_jesky:0:shuff:403,cs:asimov-ocelove_jesky:0:shuff:421,make,make,donutí,donutit,pf
en:asimov-ocelove_jesky:0:shuff:405,cs:asimov-ocelove_jesky:0:shuff:423,let,let,Nedovolíš,dovolit,pf
en:asimov-ocelove_jesky:0:shuff:406,cs:asimov-ocelove_jesky:0:shuff:424,saw,see,zahlédl,zahlédnout,pf
en:asimov-ocelove_jesky:0:shuff:407,cs:asimov-ocelove_jesky:0:shuff:425,see,see,zahlédli,zahlédnout,pf
en:asimov-ocelove_jesky:0:shuff:407,cs:asimov-ocelove_jesky:0:shuff:425,lifted,lift,zvedala,zvedat,impf
en:asimov-ocelove_jesky:0:shuff:407,cs:asimov-ocelove_jesky:0:shuff:425,moving,move,pohybovala,pohybovat,impf
