en:bates-poupata_v_maji:0:shuff:1,cs:bates-poupata_v_maji:0:shuff:1,helped,help,pomohl,pomoci,pf
en:bates-poupata_v_maji:0:shuff:183,cs:bates-poupata_v_maji:0:shuff:174,watched,watch,dívala,dívat,impf
en:bates-poupata_v_maji:0:shuff:183,cs:bates-poupata_v_maji:0:shuff:174,watch,watch,dívala,dívat,impf
en:bates-poupata_v_maji:0:shuff:183,cs:bates-poupata_v_maji:0:shuff:174,watched,watch,sledovat,sledovat,impf
en:bates-poupata_v_maji:0:shuff:183,cs:bates-poupata_v_maji:0:shuff:174,watch,watch,sledovat,sledovat,impf
en:bates-poupata_v_maji:0:shuff:185,cs:bates-poupata_v_maji:0:shuff:176,pouring,pour,nalil,nalít,pf
en:bates-poupata_v_maji:0:shuff:185,cs:bates-poupata_v_maji:0:shuff:176,retired,retire,odešel,odejít,pf
en:bates-poupata_v_maji:0:shuff:185,cs:bates-poupata_v_maji:0:shuff:176,watch,watch,dívat,dívat,impf
en:bates-poupata_v_maji:0:shuff:188,cs:bates-poupata_v_maji:0:shuff:178,took,take,vzal,vzít,pf
en:bates-poupata_v_maji:0:shuff:189,cs:bates-poupata_v_maji:0:shuff:179,caught,catch,zachytl,zachytnout,pf
en:bates-poupata_v_maji:0:shuff:193,cs:bates-poupata_v_maji:0:shuff:182,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:197,cs:bates-poupata_v_maji:0:shuff:186,Look,look,Podívejte,podívat,pf
en:bates-poupata_v_maji:0:shuff:197,cs:bates-poupata_v_maji:0:shuff:186,said,say,řekla,říci,pf
en:bates-poupata_v_maji:0:shuff:202,cs:bates-poupata_v_maji:0:shuff:191,see,see,vidíte,vidět,impf
en:bates-poupata_v_maji:0:shuff:202,cs:bates-poupata_v_maji:0:shuff:191,see,see,potkat,potkat,pf
en:bates-poupata_v_maji:0:shuff:203,cs:bates-poupata_v_maji:0:shuff:192,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:208,cs:bates-poupata_v_maji:0:shuff:197,touched,touch,dojat,dojmout,pf
en:bates-poupata_v_maji:0:shuff:208,cs:bates-poupata_v_maji:0:shuff:197,started,start,začal,začít,pf
en:bates-poupata_v_maji:0:shuff:209,cs:bates-poupata_v_maji:0:shuff:198,made,make,způsobily,způsobit,pf
en:bates-poupata_v_maji:0:shuff:209,cs:bates-poupata_v_maji:0:shuff:198,done,do,způsobily,způsobit,pf
en:bates-poupata_v_maji:0:shuff:214,cs:bates-poupata_v_maji:0:shuff:204,stay,stay,Zůstanete,zůstat,pf
en:bates-poupata_v_maji:0:shuff:217,cs:bates-poupata_v_maji:0:shuff:207,feeling,feel,vycítil,vycítit,pf
en:bates-poupata_v_maji:0:shuff:217,cs:bates-poupata_v_maji:0:shuff:207,laughing,laugh,smát,smát,impf
en:bates-poupata_v_maji:0:shuff:217,cs:bates-poupata_v_maji:0:shuff:207,smiling,smile,smát,smát,impf
en:bates-poupata_v_maji:0:shuff:223,cs:bates-poupata_v_maji:0:shuff:212,feel,feel,cítil,cítit,impf
en:bates-poupata_v_maji:0:shuff:226,cs:bates-poupata_v_maji:0:shuff:215,Made,make,Učinil,učinit,pf
en:bates-poupata_v_maji:0:shuff:230,cs:bates-poupata_v_maji:0:shuff:220,see,see,podívat,podívat,pf
en:bates-poupata_v_maji:0:shuff:230,cs:bates-poupata_v_maji:0:shuff:220,saying,say,řekla,říci,pf
en:bates-poupata_v_maji:0:shuff:234,cs:bates-poupata_v_maji:0:shuff:224,woke,wake,probudil,probudit,pf
en:bates-poupata_v_maji:0:shuff:235,cs:bates-poupata_v_maji:0:shuff:225,lying,lie,leží,ležet,impf
en:bates-poupata_v_maji:0:shuff:236,cs:bates-poupata_v_maji:0:shuff:226,raging,rage,zuřila,zuřit,impf
en:bates-poupata_v_maji:0:shuff:238,cs:bates-poupata_v_maji:0:shuff:228,invited,invite,pozval,pozvat,pf
en:bates-poupata_v_maji:0:shuff:238,cs:bates-poupata_v_maji:0:shuff:228,spent,spend,strávil,strávit,pf
en:bates-poupata_v_maji:0:shuff:238,cs:bates-poupata_v_maji:0:shuff:228,saying,say,říkal,říkat,impf
en:bates-poupata_v_maji:0:shuff:240,cs:bates-poupata_v_maji:0:shuff:230,See,see,Uvidíme,uvidět,pf
en:bates-poupata_v_maji:0:shuff:241,cs:bates-poupata_v_maji:0:shuff:231,received,receive,neobdržela,obdržet,pf
en:bates-poupata_v_maji:0:shuff:243,cs:bates-poupata_v_maji:0:shuff:233,said,say,vyjádřil,vyjádřit,pf
en:bates-poupata_v_maji:0:shuff:245,cs:bates-poupata_v_maji:0:shuff:235,earning,earn,Vydělává,vydělávat,impf
en:bates-poupata_v_maji:0:shuff:246,cs:bates-poupata_v_maji:0:shuff:236,earn,earn,vydělávat,vydělávat,impf
en:bates-poupata_v_maji:0:shuff:254,cs:bates-poupata_v_maji:0:shuff:242,pick,pick,vybrat,vybrat,pf
en:bates-poupata_v_maji:0:shuff:254,cs:bates-poupata_v_maji:0:shuff:242,build,build,postavit,postavit,pf
en:bates-poupata_v_maji:0:shuff:255,cs:bates-poupata_v_maji:0:shuff:243,thinking,think,myslela,myslet,impf
en:bates-poupata_v_maji:0:shuff:260,cs:bates-poupata_v_maji:0:shuff:248,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:263,cs:bates-poupata_v_maji:0:shuff:251,done,do,udělaly,udělat,pf
en:bates-poupata_v_maji:0:shuff:263,cs:bates-poupata_v_maji:0:shuff:251,do,do,udělaly,udělat,pf
en:bates-poupata_v_maji:0:shuff:264,cs:bates-poupata_v_maji:0:shuff:252,working,work,pracovaly,pracovat,impf
en:bates-poupata_v_maji:0:shuff:266,cs:bates-poupata_v_maji:0:shuff:254,sat,sit,Seděl,sedět,impf
en:bates-poupata_v_maji:0:shuff:266,cs:bates-poupata_v_maji:0:shuff:254,concealed,conceal,zakrýval,zakrývat,impf
en:bates-poupata_v_maji:0:shuff:267,cs:bates-poupata_v_maji:0:shuff:255,come,come,chodit,chodit,impf
en:bates-poupata_v_maji:0:shuff:267,cs:bates-poupata_v_maji:0:shuff:255,said,say,prohlásil,prohlásit,pf
en:bates-poupata_v_maji:0:shuff:272,cs:bates-poupata_v_maji:0:shuff:260,speak,speak,říct,říci,pf
en:bates-poupata_v_maji:0:shuff:275,cs:bates-poupata_v_maji:0:shuff:264,pack,pack,zabalím,zabalit,pf
en:bates-poupata_v_maji:0:shuff:279,cs:bates-poupata_v_maji:0:shuff:269,shout,shout,křičte,křičet,impf
en:bates-poupata_v_maji:0:shuff:279,cs:bates-poupata_v_maji:0:shuff:269,want,want,chcete,chtít,impf
en:bates-poupata_v_maji:0:shuff:280,cs:bates-poupata_v_maji:0:shuff:270,wanted,want,chce,chtít,impf
en:bates-poupata_v_maji:0:shuff:281,cs:bates-poupata_v_maji:0:shuff:271,dressed,dress,oblečena,obléci,pf
en:bates-poupata_v_maji:0:shuff:281,cs:bates-poupata_v_maji:0:shuff:271,wearing,wear,měla,mít,impf
en:bates-poupata_v_maji:0:shuff:281,cs:bates-poupata_v_maji:0:shuff:271,wearing,wear,měla,mít,impf
en:bates-poupata_v_maji:0:shuff:285,cs:bates-poupata_v_maji:0:shuff:274,wearing,wear,Měla,mít,impf
en:bates-poupata_v_maji:0:shuff:290,cs:bates-poupata_v_maji:0:shuff:278,kissed,kiss,líbat,líbat,impf
en:bates-poupata_v_maji:0:shuff:291,cs:bates-poupata_v_maji:0:shuff:279,touched,touch,dotýkal,dotýkat,impf
en:bates-poupata_v_maji:0:shuff:295,cs:bates-poupata_v_maji:0:shuff:283,said,say,Povídám,povídat,impf
en:bates-poupata_v_maji:0:shuff:296,cs:bates-poupata_v_maji:0:shuff:284,think,think,myslíš,myslet,impf
en:bates-poupata_v_maji:0:shuff:296,cs:bates-poupata_v_maji:0:shuff:284,hear,hear,slyšet,slyšet,impf
en:bates-poupata_v_maji:0:shuff:297,cs:bates-poupata_v_maji:0:shuff:285,laughed,laugh,zasmál,zasmát,pf
en:bates-poupata_v_maji:0:shuff:297,cs:bates-poupata_v_maji:0:shuff:285,let,let,nechal,nechat,pf
en:bates-poupata_v_maji:0:shuff:302,cs:bates-poupata_v_maji:0:shuff:289,owned,own,Vlastnil,vlastnit,impf
en:bates-poupata_v_maji:0:shuff:303,cs:bates-poupata_v_maji:0:shuff:290,jumped,jump,skákala,skákat,impf
en:bates-poupata_v_maji:0:shuff:306,cs:bates-poupata_v_maji:0:shuff:293,thought,think,pomyslel,pomyslet,pf
en:bates-poupata_v_maji:0:shuff:307,cs:bates-poupata_v_maji:0:shuff:294,said,say,pravil,pravit,pf
en:bates-poupata_v_maji:0:shuff:308,cs:bates-poupata_v_maji:0:shuff:295,went,go,chodil,chodit,impf
en:bates-poupata_v_maji:0:shuff:308,cs:bates-poupata_v_maji:0:shuff:295,went,go,pracoval,pracovat,impf
en:bates-poupata_v_maji:0:shuff:308,cs:bates-poupata_v_maji:0:shuff:295,work,work,pracoval,pracovat,impf
en:bates-poupata_v_maji:0:shuff:308,cs:bates-poupata_v_maji:0:shuff:295,earning,earn,vydělávali,vydělávat,impf
en:bates-poupata_v_maji:0:shuff:308,cs:bates-poupata_v_maji:0:shuff:295,earning,earn,vydělávali,vydělávat,impf
en:bates-poupata_v_maji:0:shuff:311,cs:bates-poupata_v_maji:0:shuff:298,came,come,přišla,přijít,pf
en:bates-poupata_v_maji:0:shuff:314,cs:bates-poupata_v_maji:0:shuff:301,find,find,našel,najít,pf
en:bates-poupata_v_maji:0:shuff:315,cs:bates-poupata_v_maji:0:shuff:302,hit,hit,udeřilo,udeřit,pf
en:bates-poupata_v_maji:0:shuff:317,cs:bates-poupata_v_maji:0:shuff:304,see,see,neviděl,vidět,impf
en:bates-poupata_v_maji:0:shuff:317,cs:bates-poupata_v_maji:0:shuff:304,looked,look,podíval,podívat,pf
en:bates-poupata_v_maji:0:shuff:317,cs:bates-poupata_v_maji:0:shuff:304,see,see,podíval,podívat,pf
en:bates-poupata_v_maji:0:shuff:317,cs:bates-poupata_v_maji:0:shuff:304,see,see,spatřil,spatřit,pf
en:bates-poupata_v_maji:0:shuff:318,cs:bates-poupata_v_maji:0:shuff:305,set,set,Postavila,postavit,pf
en:bates-poupata_v_maji:0:shuff:319,cs:bates-poupata_v_maji:0:shuff:306,smelt,smell,voněly,vonět,impf
en:bates-poupata_v_maji:0:shuff:320,cs:bates-poupata_v_maji:0:shuff:307,whispered,whisper,zašeptala,zašeptat,pf
en:bates-poupata_v_maji:0:shuff:322,cs:bates-poupata_v_maji:0:shuff:309,said,say,řekla,říci,pf
en:bates-poupata_v_maji:0:shuff:324,cs:bates-poupata_v_maji:0:shuff:311,got,get,přišel,přijít,pf
en:bates-poupata_v_maji:0:shuff:324,cs:bates-poupata_v_maji:0:shuff:311,sat,sit,posadil,posadit,pf
en:bates-poupata_v_maji:0:shuff:324,cs:bates-poupata_v_maji:0:shuff:311,write,write,zapsal,zapsat,pf
en:bates-poupata_v_maji:0:shuff:324,cs:bates-poupata_v_maji:0:shuff:311,write,write,napsal,napsat,pf
en:bates-poupata_v_maji:0:shuff:327,cs:bates-poupata_v_maji:0:shuff:313,said,say,řekla,říci,pf
en:bates-poupata_v_maji:0:shuff:328,cs:bates-poupata_v_maji:0:shuff:314,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:335,cs:bates-poupata_v_maji:0:shuff:321,agreed,agree,souhlasil,souhlasit,impf
en:bates-poupata_v_maji:0:shuff:337,cs:bates-poupata_v_maji:0:shuff:323,sit,sit,posadit,posadit,pf
en:bates-poupata_v_maji:0:shuff:338,cs:bates-poupata_v_maji:0:shuff:324,said,say,řekla,říci,pf
en:bates-poupata_v_maji:0:shuff:338,cs:bates-poupata_v_maji:0:shuff:324,appreciate,appreciate,ocenit,ocenit,pf
en:bates-poupata_v_maji:0:shuff:340,cs:bates-poupata_v_maji:0:shuff:326,picking,pick,sbíralo,sbírat,impf
en:bates-poupata_v_maji:0:shuff:346,cs:bates-poupata_v_maji:0:shuff:329,thinking,think,pomyslela,pomyslet,pf
en:bates-poupata_v_maji:0:shuff:346,cs:bates-poupata_v_maji:0:shuff:329,started,start,začaly,začít,pf
en:bates-poupata_v_maji:0:shuff:349,cs:bates-poupata_v_maji:0:shuff:332,started,start,začala,začít,pf
en:bates-poupata_v_maji:0:shuff:349,cs:bates-poupata_v_maji:0:shuff:332,rock,rock,houpat,houpat,impf
en:bates-poupata_v_maji:0:shuff:350,cs:bates-poupata_v_maji:0:shuff:333,quivering,quiver,třásly,třást,impf
en:bates-poupata_v_maji:0:shuff:351,cs:bates-poupata_v_maji:0:shuff:334,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:352,cs:bates-poupata_v_maji:0:shuff:335,go,go,půjdem,jít,impf
en:bates-poupata_v_maji:0:shuff:353,cs:bates-poupata_v_maji:0:shuff:336,announced,announce,oznámil,oznámit,pf
en:bates-poupata_v_maji:0:shuff:357,cs:bates-poupata_v_maji:0:shuff:341,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:359,cs:bates-poupata_v_maji:0:shuff:343,saw,see,podíval,podívat,pf
en:bates-poupata_v_maji:0:shuff:359,cs:bates-poupata_v_maji:0:shuff:343,said,say,prohlásil,prohlásit,pf
en:bates-poupata_v_maji:0:shuff:359,cs:bates-poupata_v_maji:0:shuff:343,rush,rush,běžet,běžet,impf
en:bates-poupata_v_maji:0:shuff:361,cs:bates-poupata_v_maji:0:shuff:345,waiting,wait,čekala,čekat,impf
en:bates-poupata_v_maji:0:shuff:363,cs:bates-poupata_v_maji:0:shuff:347,watching,watch,díval,dívat,impf
en:bates-poupata_v_maji:0:shuff:363,cs:bates-poupata_v_maji:0:shuff:347,remembered,remember,pamatoval,pamatovat,impf
en:bates-poupata_v_maji:0:shuff:373,cs:bates-poupata_v_maji:0:shuff:355,Said,say,Říká,říkat,impf
en:bates-poupata_v_maji:0:shuff:373,cs:bates-poupata_v_maji:0:shuff:355,afford,afford,dovolit,dovolit,pf
en:bates-poupata_v_maji:0:shuff:374,cs:bates-poupata_v_maji:0:shuff:356,do,do,udělat,udělat,pf
en:bates-poupata_v_maji:0:shuff:376,cs:bates-poupata_v_maji:0:shuff:358,said,say,řekl,říci,pf
en:bates-poupata_v_maji:0:shuff:378,cs:bates-poupata_v_maji:0:shuff:360,think,think,myslí,myslet,impf
en:bates-poupata_v_maji:0:shuff:378,cs:bates-poupata_v_maji:0:shuff:360,think,think,nemáme,mít,impf
en:bates-poupata_v_maji:0:shuff:381,cs:bates-poupata_v_maji:0:shuff:363,ordered,order,objednal,objednat,pf
en:bates-poupata_v_maji:0:shuff:385,cs:bates-poupata_v_maji:0:shuff:367,smiled,smile,Usmála,usmát,pf
en:bates-poupata_v_maji:0:shuff:385,cs:bates-poupata_v_maji:0:shuff:367,found,find,shledal,shledat,pf
en:bates-poupata_v_maji:0:shuff:390,cs:bates-poupata_v_maji:0:shuff:372,touched,touch,dotkla,dotknout,pf
en:bates-poupata_v_maji:0:shuff:391,cs:bates-poupata_v_maji:0:shuff:373,go,go,odejdu,odejít,pf
en:bates-poupata_v_maji:0:shuff:391,cs:bates-poupata_v_maji:0:shuff:373,forget,forget,zapomenout,zapomenout,pf
en:bates-poupata_v_maji:0:shuff:392,cs:bates-poupata_v_maji:0:shuff:374,took,take,popadl,popadnout,pf
en:bates-poupata_v_maji:0:shuff:393,cs:bates-poupata_v_maji:0:shuff:375,said,say,řekla,říci,pf
en:bates-poupata_v_maji:0:shuff:394,cs:bates-poupata_v_maji:0:shuff:376,said,say,pravil,pravit,pf
en:bates-poupata_v_maji:0:shuff:397,cs:bates-poupata_v_maji:0:shuff:379,spoke,speak,hovořil,hovořit,impf
en:bates-poupata_v_maji:0:shuff:397,cs:bates-poupata_v_maji:0:shuff:379,say,say,vyjádřit,vyjádřit,pf
en:bates-poupata_v_maji:0:shuff:397,cs:bates-poupata_v_maji:0:shuff:379,turn,turn,obrátí,obrátit,pf
en:bates-poupata_v_maji:0:shuff:399,cs:bates-poupata_v_maji:0:shuff:382,sell,sell,prodáte,prodat,pf
