en:grisham-klient:0:shuff:1,cs:grisham-klient:0:shuff:1,eat,eat,jíst,jíst,impf
en:grisham-klient:0:shuff:71,cs:grisham-klient:0:shuff:67,said,say,odpověděl,odpovědět,pf
en:grisham-klient:0:shuff:72,cs:grisham-klient:0:shuff:68,Try,try,snažte,snažit,impf
en:grisham-klient:0:shuff:72,cs:grisham-klient:0:shuff:68,said,say,pronesl,pronést,pf
en:grisham-klient:0:shuff:73,cs:grisham-klient:0:shuff:69,call,call,zavolal,zavolat,pf
en:grisham-klient:0:shuff:73,cs:grisham-klient:0:shuff:69,tell,tell,řekl,říci,pf
en:grisham-klient:0:shuff:73,cs:grisham-klient:0:shuff:69,taken,take,nedostaneme,dostat,pf
en:grisham-klient:0:shuff:73,cs:grisham-klient:0:shuff:69,get,get,nedostaneme,dostat,pf
en:grisham-klient:0:shuff:74,cs:grisham-klient:0:shuff:70,emphasize,emphasize,zdůrazňuji,zdůrazňovat,impf
en:grisham-klient:0:shuff:74,cs:grisham-klient:0:shuff:70,answer,answer,odpověděl,odpovědět,pf
en:grisham-klient:0:shuff:74,cs:grisham-klient:0:shuff:70,answering,answer,odpověděl,odpovědět,pf
en:grisham-klient:0:shuff:74,cs:grisham-klient:0:shuff:70,refuse,refuse,odmítneš,odmítnout,pf
en:grisham-klient:0:shuff:74,cs:grisham-klient:0:shuff:70,hold,hold,zadržet,zadržet,pf
en:grisham-klient:0:shuff:74,cs:grisham-klient:0:shuff:70,answer,answer,neodpověděl,odpovědět,pf
en:grisham-klient:0:shuff:74,cs:grisham-klient:0:shuff:70,answering,answer,neodpověděl,odpovědět,pf
en:grisham-klient:0:shuff:77,cs:grisham-klient:0:shuff:74,lied,lie,Lhal,lhát,impf
en:grisham-klient:0:shuff:78,cs:grisham-klient:0:shuff:75,lied,lie,Lhal,lhát,impf
en:grisham-klient:0:shuff:79,cs:grisham-klient:0:shuff:76,lie,lie,lhát,lhát,impf
en:grisham-klient:0:shuff:80,cs:grisham-klient:0:shuff:77,lying,lie,lže,lhát,impf
en:grisham-klient:0:shuff:80,cs:grisham-klient:0:shuff:77,asked,ask,zeptá,zeptat,pf
en:grisham-klient:0:shuff:82,cs:grisham-klient:0:shuff:78,come,come,nastal,nastat,pf
en:grisham-klient:0:shuff:83,cs:grisham-klient:0:shuff:79,tell,tell,říct,říci,pf
en:grisham-klient:0:shuff:83,cs:grisham-klient:0:shuff:79,felt,feel,cítil,cítit,impf
en:grisham-klient:0:shuff:86,cs:grisham-klient:0:shuff:82,seen,see,vidět,vidět,impf
en:grisham-klient:0:shuff:92,cs:grisham-klient:0:shuff:87,look,look,Nedívej,dívat,impf
en:grisham-klient:0:shuff:97,cs:grisham-klient:0:shuff:91,following,follow,sleduje,sledovat,impf
en:grisham-klient:0:shuff:100,cs:grisham-klient:0:shuff:94,recognized,recognize,poznal,poznat,pf
en:grisham-klient:0:shuff:102,cs:grisham-klient:0:shuff:96,heard,hear,uslyšel,uslyšet,pf
en:grisham-klient:0:shuff:104,cs:grisham-klient:0:shuff:98,seen,see,viděl,vidět,impf
en:grisham-klient:0:shuff:107,cs:grisham-klient:0:shuff:100,touched,touch,dotkl,dotknout,pf
en:grisham-klient:0:shuff:107,cs:grisham-klient:0:shuff:100,remembered,remember,vzpomněl,vzpomenout,pf
en:grisham-klient:0:shuff:111,cs:grisham-klient:0:shuff:103,get,get,přinést,přinést,pf
en:grisham-klient:0:shuff:116,cs:grisham-klient:0:shuff:107,want,want,chtěl,chtít,impf
en:grisham-klient:0:shuff:119,cs:grisham-klient:0:shuff:110,thought,think,přemýšlela,přemýšlet,impf
en:grisham-klient:0:shuff:120,cs:grisham-klient:0:shuff:111,wanted,want,chtěl,chtít,impf
en:grisham-klient:0:shuff:120,cs:grisham-klient:0:shuff:111,wanted,want,chtěl,chtít,impf
en:grisham-klient:0:shuff:123,cs:grisham-klient:0:shuff:113,said,say,řekl,říci,pf
en:grisham-klient:0:shuff:125,cs:grisham-klient:0:shuff:115,managed,manage,podařilo,podařit,pf
en:grisham-klient:0:shuff:125,cs:grisham-klient:0:shuff:115,lose,lose,ztratit,ztratit,pf
en:grisham-klient:0:shuff:125,cs:grisham-klient:0:shuff:115,left,leave,odjel,odjet,pf
en:grisham-klient:0:shuff:128,cs:grisham-klient:0:shuff:120,do,do,udělat,udělat,pf
en:grisham-klient:0:shuff:129,cs:grisham-klient:0:shuff:121,doing,do,Udělám,udělat,pf
en:grisham-klient:0:shuff:130,cs:grisham-klient:0:shuff:122,sit,sit,neposadíte,posadit,pf
en:grisham-klient:0:shuff:130,cs:grisham-klient:0:shuff:122,sit,sit,sedět,sedět,impf
en:grisham-klient:0:shuff:132,cs:grisham-klient:0:shuff:124,opened,open,otevřely,otevřít,pf
en:grisham-klient:0:shuff:133,cs:grisham-klient:0:shuff:125,wave,wave,mával,mávat,impf
en:grisham-klient:0:shuff:142,cs:grisham-klient:0:shuff:134,said,say,řekl,říci,pf
en:grisham-klient:0:shuff:147,cs:grisham-klient:0:shuff:138,breathing,breathe,oddychoval,oddychovat,impf
en:grisham-klient:0:shuff:148,cs:grisham-klient:0:shuff:139,tried,try,snažil,snažit,impf
en:grisham-klient:0:shuff:148,cs:grisham-klient:0:shuff:139,swallowed,swallow,polknout,polknout,pf
en:grisham-klient:0:shuff:148,cs:grisham-klient:0:shuff:139,speak,speak,promluvit,promluvit,pf
en:grisham-klient:0:shuff:149,cs:grisham-klient:0:shuff:140,think,think,myslím,myslet,impf
en:grisham-klient:0:shuff:149,cs:grisham-klient:0:shuff:140,think,think,měl,mít,impf
en:grisham-klient:0:shuff:149,cs:grisham-klient:0:shuff:140,found,find,našel,najít,pf
en:grisham-klient:0:shuff:150,cs:grisham-klient:0:shuff:141,scared,scare,vyděsil,vyděsit,pf
en:grisham-klient:0:shuff:156,cs:grisham-klient:0:shuff:147,take,take,berou,brát,impf
en:grisham-klient:0:shuff:156,cs:grisham-klient:0:shuff:147,do,do,berou,brát,impf
en:grisham-klient:0:shuff:156,cs:grisham-klient:0:shuff:147,take,take,udělají,udělat,pf
en:grisham-klient:0:shuff:156,cs:grisham-klient:0:shuff:147,do,do,udělají,udělat,pf
en:grisham-klient:0:shuff:156,cs:grisham-klient:0:shuff:147,leave,leave,nezanechají,zanechat,pf
en:grisham-klient:0:shuff:158,cs:grisham-klient:0:shuff:149,came,come,přicházeli,přicházet,impf
en:grisham-klient:0:shuff:159,cs:grisham-klient:0:shuff:150,talked,talk,mluvil,mluvit,impf
en:grisham-klient:0:shuff:159,cs:grisham-klient:0:shuff:150,organize,organize,uspořádal,uspořádat,pf
en:grisham-klient:0:shuff:159,cs:grisham-klient:0:shuff:150,meet,meet,setkal,setkat,pf
en:grisham-klient:0:shuff:162,cs:grisham-klient:0:shuff:154,watched,watch,pozorovali,pozorovat,impf
en:grisham-klient:0:shuff:162,cs:grisham-klient:0:shuff:154,took,take,vzala,vzít,pf
en:grisham-klient:0:shuff:165,cs:grisham-klient:0:shuff:158,asked,ask,ptal,ptát,impf
en:grisham-klient:0:shuff:165,cs:grisham-klient:0:shuff:158,come,come,přijel,přijet,pf
en:grisham-klient:0:shuff:166,cs:grisham-klient:0:shuff:159,Raise,raise,Zvedni,zvednout,pf
en:grisham-klient:0:shuff:166,cs:grisham-klient:0:shuff:159,said,say,řekla,říci,pf
en:grisham-klient:0:shuff:166,cs:grisham-klient:0:shuff:159,obeyed,obey,uposlechl,uposlechnout,pf
en:grisham-klient:0:shuff:168,cs:grisham-klient:0:shuff:161,swore,swear,přísahat,přísahat,impf
en:grisham-klient:0:shuff:171,cs:grisham-klient:0:shuff:164,ask,ask,ptát,ptát,impf
en:grisham-klient:0:shuff:171,cs:grisham-klient:0:shuff:164,understand,understand,nerozuměl,rozumět,impf
en:grisham-klient:0:shuff:171,cs:grisham-klient:0:shuff:164,talk,talk,promluv,promluvit,pf
en:grisham-klient:0:shuff:175,cs:grisham-klient:0:shuff:168,complete,complete,Dokončíme,dokončit,pf
en:grisham-klient:0:shuff:175,cs:grisham-klient:0:shuff:168,call,call,zavoláme,zavolat,pf
en:grisham-klient:0:shuff:175,cs:grisham-klient:0:shuff:168,find,find,objevíme,objevit,pf
en:grisham-klient:0:shuff:177,cs:grisham-klient:0:shuff:170,talked,talk,Mluvili,mluvit,impf
en:grisham-klient:0:shuff:181,cs:grisham-klient:0:shuff:174,watching,watch,Hlídáme,hlídat,impf
en:grisham-klient:0:shuff:181,cs:grisham-klient:0:shuff:174,tries,try,pokusil,pokusit,pf
en:grisham-klient:0:shuff:181,cs:grisham-klient:0:shuff:174,get,get,dostat,dostat,pf
en:grisham-klient:0:shuff:182,cs:grisham-klient:0:shuff:175,talk,talk,Promluvím,promluvit,pf
en:grisham-klient:0:shuff:184,cs:grisham-klient:0:shuff:177,obtained,obtain,Opatřili,opatřit,pf
en:grisham-klient:0:shuff:185,cs:grisham-klient:0:shuff:178,spent,spend,Utratili,utratit,pf
en:grisham-klient:0:shuff:191,cs:grisham-klient:0:shuff:183,paid,pay,zaplatil,zaplatit,pf
en:grisham-klient:0:shuff:191,cs:grisham-klient:0:shuff:183,winked,wink,mrkl,mrknout,pf
en:grisham-klient:0:shuff:191,cs:grisham-klient:0:shuff:183,left,leave,odcházeje,odcházet,impf
en:grisham-klient:0:shuff:192,cs:grisham-klient:0:shuff:184,Listen,listen,Poslouchej,poslouchat,impf
en:grisham-klient:0:shuff:193,cs:grisham-klient:0:shuff:185,listen,listen,poslouchej,poslouchat,impf
en:grisham-klient:0:shuff:194,cs:grisham-klient:0:shuff:186,listening,listen,Poslouchám,poslouchat,impf
en:grisham-klient:0:shuff:196,cs:grisham-klient:0:shuff:188,want,want,Chci,chtít,impf
en:grisham-klient:0:shuff:196,cs:grisham-klient:0:shuff:188,call,call,zavolal,zavolat,pf
en:grisham-klient:0:shuff:196,cs:grisham-klient:0:shuff:188,tell,tell,řekl,říci,pf
en:grisham-klient:0:shuff:196,cs:grisham-klient:0:shuff:188,want,want,potřebuješ,potřebovat,impf
en:grisham-klient:0:shuff:196,cs:grisham-klient:0:shuff:188,need,need,potřebuješ,potřebovat,impf
en:grisham-klient:0:shuff:198,cs:grisham-klient:0:shuff:190,look,look,nepodíváte,podívat,pf
en:grisham-klient:0:shuff:200,cs:grisham-klient:0:shuff:192,do,do,Udělej,udělat,pf
en:grisham-klient:0:shuff:200,cs:grisham-klient:0:shuff:192,say,say,říkám,říkat,impf
en:grisham-klient:0:shuff:203,cs:grisham-klient:0:shuff:195,Kiss,kiss,Polib,políbit,pf
en:grisham-klient:0:shuff:204,cs:grisham-klient:0:shuff:196,stopped,stop,zarazil,zarazit,pf
en:grisham-klient:0:shuff:205,cs:grisham-klient:0:shuff:197,warned,warn,varoval,varovat,impf
en:grisham-klient:0:shuff:206,cs:grisham-klient:0:shuff:198,Look,look,Koukni,kouknout,pf
en:grisham-klient:0:shuff:207,cs:grisham-klient:0:shuff:199,think,think,Myslím,myslet,impf
en:grisham-klient:0:shuff:210,cs:grisham-klient:0:shuff:201,hope,hope,Doufám,doufat,impf
en:grisham-klient:0:shuff:216,cs:grisham-klient:0:shuff:207,filed,file,podána,podat,pf
en:grisham-klient:0:shuff:216,cs:grisham-klient:0:shuff:207,issued,issue,vydal,vydat,pf
en:grisham-klient:0:shuff:216,cs:grisham-klient:0:shuff:207,take,take,vzít,vzít,pf
en:grisham-klient:0:shuff:217,cs:grisham-klient:0:shuff:208,pointing,point,ukázal,ukázat,pf
en:grisham-klient:0:shuff:220,cs:grisham-klient:0:shuff:210,filed,file,podal,podat,pf
en:grisham-klient:0:shuff:223,cs:grisham-klient:0:shuff:214,scared,scare,vyděsilo,vyděsit,pf
en:grisham-klient:0:shuff:225,cs:grisham-klient:0:shuff:216,led,lead,vedl,vést,impf
en:grisham-klient:0:shuff:228,cs:grisham-klient:0:shuff:219,think,think,myslíte,myslet,impf
en:grisham-klient:0:shuff:231,cs:grisham-klient:0:shuff:222,asked,ask,zeptala,zeptat,pf
en:grisham-klient:0:shuff:233,cs:grisham-klient:0:shuff:224,turned,turn,namířil,namířit,pf
en:grisham-klient:0:shuff:233,cs:grisham-klient:0:shuff:224,aimed,aim,namířil,namířit,pf
en:grisham-klient:0:shuff:236,cs:grisham-klient:0:shuff:227,covered,cover,zakryla,zakrýt,pf
en:grisham-klient:0:shuff:237,cs:grisham-klient:0:shuff:228,breathed,breathe,nadechl,nadechnout,pf
en:grisham-klient:0:shuff:237,cs:grisham-klient:0:shuff:228,held,hold,zadržel,zadržet,pf
en:grisham-klient:0:shuff:238,cs:grisham-klient:0:shuff:229,parked,park,zaparkován,zaparkovat,pf
en:grisham-klient:0:shuff:239,cs:grisham-klient:0:shuff:230,crouched,crouch,Sklonili,sklonit,pf
en:grisham-klient:0:shuff:240,cs:grisham-klient:0:shuff:231,said,say,řekla,říci,pf
en:grisham-klient:0:shuff:242,cs:grisham-klient:0:shuff:233,hung,hang,Zavěsil,zavěsit,pf
en:grisham-klient:0:shuff:244,cs:grisham-klient:0:shuff:235,come,come,Došel,dojít,pf
en:grisham-klient:0:shuff:246,cs:grisham-klient:0:shuff:237,touching,touch,dotkl,dotknout,pf
en:grisham-klient:0:shuff:247,cs:grisham-klient:0:shuff:238,sleeping,sleep,spal,spát,impf
en:grisham-klient:0:shuff:250,cs:grisham-klient:0:shuff:242,want,want,potřebuje,potřebovat,impf
en:grisham-klient:0:shuff:254,cs:grisham-klient:0:shuff:244,hear,hear,slyšet,slyšet,impf
en:grisham-klient:0:shuff:254,cs:grisham-klient:0:shuff:244,said,say,řekla,říci,pf
en:grisham-klient:0:shuff:254,cs:grisham-klient:0:shuff:244,smiled,smile,usmála,usmát,pf
en:grisham-klient:0:shuff:256,cs:grisham-klient:0:shuff:246,heard,hear,neslyšela,slyšet,impf
en:grisham-klient:0:shuff:259,cs:grisham-klient:0:shuff:249,cooking,cook,vaříš,vařit,impf
en:grisham-klient:0:shuff:261,cs:grisham-klient:0:shuff:251,explain,explain,vysvětlím,vysvětlit,pf
en:grisham-klient:0:shuff:261,cs:grisham-klient:0:shuff:251,said,say,řekl,říci,pf
en:grisham-klient:0:shuff:268,cs:grisham-klient:0:shuff:257,think,think,nemyslíš,myslet,impf
en:grisham-klient:0:shuff:271,cs:grisham-klient:0:shuff:259,sat,sit,Posadil,posadit,pf
en:grisham-klient:0:shuff:271,cs:grisham-klient:0:shuff:259,rested,rest,opřel,opřít,pf
en:grisham-klient:0:shuff:276,cs:grisham-klient:0:shuff:264,take,take,Přijmou,přijmout,pf
en:grisham-klient:0:shuff:276,cs:grisham-klient:0:shuff:264,ask,ask,požádáme,požádat,pf
en:grisham-klient:0:shuff:276,cs:grisham-klient:0:shuff:264,pay,pay,zaplatíme,zaplatit,pf
en:grisham-klient:0:shuff:277,cs:grisham-klient:0:shuff:265,released,release,propuštěn,propustit,pf
en:grisham-klient:0:shuff:277,cs:grisham-klient:0:shuff:265,move,move,přestěhujeme,přestěhovat,pf
en:grisham-klient:0:shuff:280,cs:grisham-klient:0:shuff:267,answered,answer,odpověděl,odpovědět,pf
en:grisham-klient:0:shuff:290,cs:grisham-klient:0:shuff:276,want,want,Chci,chtít,impf
en:grisham-klient:0:shuff:290,cs:grisham-klient:0:shuff:276,want,want,chci,chtít,impf
en:grisham-klient:0:shuff:292,cs:grisham-klient:0:shuff:278,realized,realize,uvědomil,uvědomit,pf
en:grisham-klient:0:shuff:292,cs:grisham-klient:0:shuff:278,seen,see,nepotkal,potkat,pf
en:grisham-klient:0:shuff:294,cs:grisham-klient:0:shuff:280,chosen,choose,vybral,vybrat,pf
en:grisham-klient:0:shuff:296,cs:grisham-klient:0:shuff:282,recorded,record,nahrávají,nahrávat,impf
en:grisham-klient:0:shuff:297,cs:grisham-klient:0:shuff:283,want,want,nechtěl,chtít,impf
en:grisham-klient:0:shuff:297,cs:grisham-klient:0:shuff:283,recorded,record,nahráli,nahrát,pf
en:grisham-klient:0:shuff:303,cs:grisham-klient:0:shuff:286,investigated,investigate,Vyšetřoval,vyšetřovat,impf
en:grisham-klient:0:shuff:303,cs:grisham-klient:0:shuff:286,dragged,drag,vláčel,vláčet,impf
en:grisham-klient:0:shuff:306,cs:grisham-klient:0:shuff:290,tell,tell,mluvil,mluvit,impf
en:grisham-klient:0:shuff:306,cs:grisham-klient:0:shuff:290,killed,kill,zabít,zabít,pf
en:grisham-klient:0:shuff:307,cs:grisham-klient:0:shuff:291,march,march,šel,jít,impf
en:grisham-klient:0:shuff:308,cs:grisham-klient:0:shuff:292,fire,fire,propustit,propustit,pf
en:grisham-klient:0:shuff:308,cs:grisham-klient:0:shuff:292,like,like,chceš,chtít,impf
en:grisham-klient:0:shuff:311,cs:grisham-klient:0:shuff:295,watched,watch,Dívala,dívat,impf
en:grisham-klient:0:shuff:313,cs:grisham-klient:0:shuff:298,remembered,remember,vzpomněl,vzpomenout,pf
en:grisham-klient:0:shuff:314,cs:grisham-klient:0:shuff:299,thought,think,Vzpomněl,vzpomenout,pf
en:grisham-klient:0:shuff:316,cs:grisham-klient:0:shuff:301,open,open,otevřít,otevřít,pf
en:grisham-klient:0:shuff:316,cs:grisham-klient:0:shuff:301,open,open,otevřít,otevřít,pf
en:grisham-klient:0:shuff:317,cs:grisham-klient:0:shuff:302,help,help,pomoci,pomoci,pf
en:grisham-klient:0:shuff:321,cs:grisham-klient:0:shuff:307,smiling,smile,smál,smát,impf
en:grisham-klient:0:shuff:322,cs:grisham-klient:0:shuff:308,laughed,laugh,zasmál,zasmát,pf
en:grisham-klient:0:shuff:329,cs:grisham-klient:0:shuff:314,thinking,think,uvažovali,uvažovat,impf
en:grisham-klient:0:shuff:330,cs:grisham-klient:0:shuff:315,closed,close,zavřel,zavřít,pf
en:grisham-klient:0:shuff:333,cs:grisham-klient:0:shuff:318,started,start,založila,založit,pf
en:grisham-klient:0:shuff:339,cs:grisham-klient:0:shuff:325,want,want,chci,chtít,impf
en:grisham-klient:0:shuff:339,cs:grisham-klient:0:shuff:325,think,think,myslím,myslet,impf
en:grisham-klient:0:shuff:342,cs:grisham-klient:0:shuff:327,need,need,musíme,muset,impf
en:grisham-klient:0:shuff:342,cs:grisham-klient:0:shuff:327,make,make,udělat,udělat,pf
en:grisham-klient:0:shuff:344,cs:grisham-klient:0:shuff:329,need,need,Musíme,muset,impf
en:grisham-klient:0:shuff:344,cs:grisham-klient:0:shuff:329,need,need,Musíme,muset,impf
en:grisham-klient:0:shuff:344,cs:grisham-klient:0:shuff:329,send,send,poslat,poslat,pf
en:grisham-klient:0:shuff:344,cs:grisham-klient:0:shuff:329,need,need,potřebujeme,potřebovat,impf
en:grisham-klient:0:shuff:344,cs:grisham-klient:0:shuff:329,need,need,potřebujeme,potřebovat,impf
en:grisham-klient:0:shuff:345,cs:grisham-klient:0:shuff:330,need,need,potřebujeme,potřebovat,impf
en:grisham-klient:0:shuff:346,cs:grisham-klient:0:shuff:331,want,want,chceš,chtít,impf
en:grisham-klient:0:shuff:348,cs:grisham-klient:0:shuff:333,see,see,Uvidíme,uvidět,pf
en:grisham-klient:0:shuff:349,cs:grisham-klient:0:shuff:334,ate,eat,snědl,sníst,pf
en:grisham-klient:0:shuff:349,cs:grisham-klient:0:shuff:334,watched,watch,sledoval,sledovat,impf
en:grisham-klient:0:shuff:349,cs:grisham-klient:0:shuff:334,try,try,pokouší,pokoušet,impf
en:grisham-klient:0:shuff:350,cs:grisham-klient:0:shuff:335,told,tell,řekl,říci,pf
en:grisham-klient:0:shuff:350,cs:grisham-klient:0:shuff:335,needed,need,musí,muset,impf
en:grisham-klient:0:shuff:351,cs:grisham-klient:0:shuff:336,told,tell,Řekla,říci,pf
en:grisham-klient:0:shuff:352,cs:grisham-klient:0:shuff:337,waiting,wait,čekat,čekat,impf
en:grisham-klient:0:shuff:354,cs:grisham-klient:0:shuff:339,jumped,jump,vyskočil,vyskočit,pf
en:grisham-klient:0:shuff:355,cs:grisham-klient:0:shuff:340,found,find,našel,najít,pf
en:grisham-klient:0:shuff:358,cs:grisham-klient:0:shuff:343,need,need,Musím,muset,impf
en:grisham-klient:0:shuff:359,cs:grisham-klient:0:shuff:344,stuck,stick,lepila,lepit,impf
en:grisham-klient:0:shuff:362,cs:grisham-klient:0:shuff:347,returned,return,vrátil,vrátit,pf
en:grisham-klient:0:shuff:363,cs:grisham-klient:0:shuff:348,beginning,begin,začínala,začínat,impf
en:grisham-klient:0:shuff:367,cs:grisham-klient:0:shuff:352,hung,hang,visel,viset,impf
en:grisham-klient:0:shuff:368,cs:grisham-klient:0:shuff:353,wished,wish,přála,přát,impf
en:grisham-klient:0:shuff:369,cs:grisham-klient:0:shuff:354,asked,ask,zeptal,zeptat,pf
en:grisham-klient:0:shuff:369,cs:grisham-klient:0:shuff:354,looking,look,nepodíval,podívat,pf
en:grisham-klient:0:shuff:371,cs:grisham-klient:0:shuff:356,listened,listen,naslouchal,naslouchat,impf
en:grisham-klient:0:shuff:372,cs:grisham-klient:0:shuff:357,said,say,pravil,pravit,pf
en:grisham-klient:0:shuff:372,cs:grisham-klient:0:shuff:357,sitting,sit,seděl,sedět,impf
en:grisham-klient:0:shuff:372,cs:grisham-klient:0:shuff:357,staring,stare,zíral,zírat,impf
en:grisham-klient:0:shuff:377,cs:grisham-klient:0:shuff:361,say,say,řekl,říci,pf
en:grisham-klient:0:shuff:377,cs:grisham-klient:0:shuff:361,use,use,použít,použít,pf
en:grisham-klient:0:shuff:384,cs:grisham-klient:0:shuff:367,seen,see,Viděl,vidět,impf
en:grisham-klient:0:shuff:388,cs:grisham-klient:0:shuff:371,surprised,surprise,překvapuje,překvapovat,impf
en:grisham-klient:0:shuff:390,cs:grisham-klient:0:shuff:373,took,take,Vzal,vzít,pf
en:grisham-klient:0:shuff:396,cs:grisham-klient:0:shuff:379,waited,wait,počkala,počkat,pf
en:grisham-klient:0:shuff:397,cs:grisham-klient:0:shuff:380,sent,send,poslal,poslat,pf
en:grisham-klient:0:shuff:398,cs:grisham-klient:0:shuff:381,told,tell,mluvil,mluvit,impf
en:grisham-klient:0:shuff:400,cs:grisham-klient:0:shuff:383,follow,follow,rozumím,rozumět,impf
en:grisham-klient:0:shuff:401,cs:grisham-klient:0:shuff:384,follow,follow,rozumím,rozumět,impf
en:grisham-klient:0:shuff:407,cs:grisham-klient:0:shuff:390,seemed,seem,zdát,zdát,impf
en:grisham-klient:0:shuff:407,cs:grisham-klient:0:shuff:390,laugh,laugh,směje,smát,impf
en:grisham-klient:0:shuff:413,cs:grisham-klient:0:shuff:394,said,say,řekla,říci,pf
en:grisham-klient:0:shuff:417,cs:grisham-klient:0:shuff:399,settled,settle,uklidnil,uklidnit,pf
en:grisham-klient:0:shuff:418,cs:grisham-klient:0:shuff:400,waited,wait,čekali,čekat,impf
en:grisham-klient:0:shuff:421,cs:grisham-klient:0:shuff:403,separated,separate,rozdělili,rozdělit,pf
