en:Kafka-Proces:0:shuff:1,cs:Kafka-Proces:0:shuff:1,convinced,convince,přesvědčit,přesvědčit,pf
en:Kafka-Proces:0:shuff:39,cs:Kafka-Proces:0:shuff:38,gave,give,způsobil,způsobit,pf
en:Kafka-Proces:0:shuff:39,cs:Kafka-Proces:0:shuff:38,seemed,seem,zdálo,zdát,impf
en:Kafka-Proces:0:shuff:40,cs:Kafka-Proces:0:shuff:39,listened,listen,poslouchal,poslouchat,impf
en:Kafka-Proces:0:shuff:41,cs:Kafka-Proces:0:shuff:40,notice,notice,všimnout,všimnout,pf
en:Kafka-Proces:0:shuff:42,cs:Kafka-Proces:0:shuff:41,took,take,chopil,chopit,pf
en:Kafka-Proces:0:shuff:43,cs:Kafka-Proces:0:shuff:42,stay,stay,zůstat,zůstat,pf
en:Kafka-Proces:0:shuff:44,cs:Kafka-Proces:0:shuff:43,opened,open,otevřel,otevřít,pf
en:Kafka-Proces:0:shuff:45,cs:Kafka-Proces:0:shuff:44,saw,see,spatřil,spatřit,pf
en:Kafka-Proces:0:shuff:46,cs:Kafka-Proces:0:shuff:45,seen,see,viděl,vidět,impf
en:Kafka-Proces:0:shuff:46,cs:Kafka-Proces:0:shuff:45,opened,open,otevřel,otevřít,pf
en:Kafka-Proces:0:shuff:47,cs:Kafka-Proces:0:shuff:46,looked,look,dívala,dívat,impf
en:Kafka-Proces:0:shuff:48,cs:Kafka-Proces:0:shuff:47,see,see,vidět,vidět,impf
en:Kafka-Proces:0:shuff:50,cs:Kafka-Proces:0:shuff:50,come,come,přijít,přijít,pf
en:Kafka-Proces:0:shuff:50,cs:Kafka-Proces:0:shuff:50,said,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:52,cs:Kafka-Proces:0:shuff:53,influenced,influence,ovlivnit,ovlivnit,pf
en:Kafka-Proces:0:shuff:52,cs:Kafka-Proces:0:shuff:53,forget,forget,zapomenu,zapomenout,pf
en:Kafka-Proces:0:shuff:53,cs:Kafka-Proces:0:shuff:54,waited,wait,očekával,očekávat,impf
en:Kafka-Proces:0:shuff:57,cs:Kafka-Proces:0:shuff:57,wanted,want,Chtěl,chtít,impf
en:Kafka-Proces:0:shuff:57,cs:Kafka-Proces:0:shuff:57,want,want,Chtěl,chtít,impf
en:Kafka-Proces:0:shuff:57,cs:Kafka-Proces:0:shuff:57,move,move,pohnout,pohnout,pf
en:Kafka-Proces:0:shuff:57,cs:Kafka-Proces:0:shuff:57,wanted,want,nechtěl,chtít,impf
en:Kafka-Proces:0:shuff:57,cs:Kafka-Proces:0:shuff:57,want,want,nechtěl,chtít,impf
en:Kafka-Proces:0:shuff:57,cs:Kafka-Proces:0:shuff:57,leave,leave,odejít,odejít,pf
en:Kafka-Proces:0:shuff:58,cs:Kafka-Proces:0:shuff:58,said,say,řekla,říci,pf
en:Kafka-Proces:0:shuff:59,cs:Kafka-Proces:0:shuff:59,arrived,arrive,Přišla,přijít,pf
en:Kafka-Proces:0:shuff:59,cs:Kafka-Proces:0:shuff:59,said,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:62,cs:Kafka-Proces:0:shuff:62,see,see,uvidíte,uvidět,pf
en:Kafka-Proces:0:shuff:62,cs:Kafka-Proces:0:shuff:62,said,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:64,cs:Kafka-Proces:0:shuff:64,wanted,want,chtěli,chtít,impf
en:Kafka-Proces:0:shuff:65,cs:Kafka-Proces:0:shuff:65,called,call,zavolal,zavolat,pf
en:Kafka-Proces:0:shuff:65,cs:Kafka-Proces:0:shuff:65,pointed,point,ukázal,ukázat,pf
en:Kafka-Proces:0:shuff:66,cs:Kafka-Proces:0:shuff:66,Go,go,Jděte,jít,impf
en:Kafka-Proces:0:shuff:66,cs:Kafka-Proces:0:shuff:66,called,call,zvolal,zvolat,pf
en:Kafka-Proces:0:shuff:69,cs:Kafka-Proces:0:shuff:68,expressed,express,vyjádřil,vyjádřit,pf
en:Kafka-Proces:0:shuff:70,cs:Kafka-Proces:0:shuff:69,said,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:71,cs:Kafka-Proces:0:shuff:70,nodded,nod,přikývl,přikývnout,pf
en:Kafka-Proces:0:shuff:72,cs:Kafka-Proces:0:shuff:71,said,say,řekla,říci,pf
en:Kafka-Proces:0:shuff:72,cs:Kafka-Proces:0:shuff:71,forced,force,nucena,nutit,impf
en:Kafka-Proces:0:shuff:72,cs:Kafka-Proces:0:shuff:71,forbid,forbid,zakázat,zakázat,pf
en:Kafka-Proces:0:shuff:72,cs:Kafka-Proces:0:shuff:71,forbidden,forbid,zakázat,zakázat,pf
en:Kafka-Proces:0:shuff:72,cs:Kafka-Proces:0:shuff:71,forbid,forbid,zakázat,zakázat,pf
en:Kafka-Proces:0:shuff:72,cs:Kafka-Proces:0:shuff:71,forbidden,forbid,zakázat,zakázat,pf
en:Kafka-Proces:0:shuff:73,cs:Kafka-Proces:0:shuff:72,carry,carry,má,mít,impf
en:Kafka-Proces:0:shuff:73,cs:Kafka-Proces:0:shuff:72,did,do,provést,provést,pf
en:Kafka-Proces:0:shuff:73,cs:Kafka-Proces:0:shuff:72,took,take,dostali,dostat,pf
en:Kafka-Proces:0:shuff:75,cs:Kafka-Proces:0:shuff:74,folded,fold,složil,složit,pf
en:Kafka-Proces:0:shuff:76,cs:Kafka-Proces:0:shuff:75,seem,seem,zdálo,zdát,impf
en:Kafka-Proces:0:shuff:76,cs:Kafka-Proces:0:shuff:75,appear,appear,zdálo,zdát,impf
en:Kafka-Proces:0:shuff:76,cs:Kafka-Proces:0:shuff:75,wanted,want,nechtěl,chtít,impf
en:Kafka-Proces:0:shuff:76,cs:Kafka-Proces:0:shuff:75,intrude,intrude,vniknout,vniknout,pf
en:Kafka-Proces:0:shuff:76,cs:Kafka-Proces:0:shuff:75,seen,see,viděl,vidět,impf
en:Kafka-Proces:0:shuff:76,cs:Kafka-Proces:0:shuff:75,appear,appear,objevit,objevit,pf
en:Kafka-Proces:0:shuff:76,cs:Kafka-Proces:0:shuff:75,wanted,want,chtěl,chtít,impf
en:Kafka-Proces:0:shuff:76,cs:Kafka-Proces:0:shuff:75,go,go,odejít,odejít,pf
en:Kafka-Proces:0:shuff:76,cs:Kafka-Proces:0:shuff:75,did,do,nešlo,jít,impf
en:Kafka-Proces:0:shuff:76,cs:Kafka-Proces:0:shuff:75,go,go,nešlo,jít,impf
en:Kafka-Proces:0:shuff:78,cs:Kafka-Proces:0:shuff:77,want,want,chci,chtít,impf
en:Kafka-Proces:0:shuff:78,cs:Kafka-Proces:0:shuff:77,open,open,otevřít,otevřít,pf
en:Kafka-Proces:0:shuff:79,cs:Kafka-Proces:0:shuff:78,consoled,console,uklidnilo,uklidnit,pf
en:Kafka-Proces:0:shuff:81,cs:Kafka-Proces:0:shuff:81,see,see,spatřil,spatřit,pf
en:Kafka-Proces:0:shuff:82,cs:Kafka-Proces:0:shuff:82,told,tell,mluvíte,mluvit,impf
en:Kafka-Proces:0:shuff:82,cs:Kafka-Proces:0:shuff:82,admit,admit,přiznat,přiznat,pf
en:Kafka-Proces:0:shuff:82,cs:Kafka-Proces:0:shuff:82,listened,listen,poslouchala,poslouchat,impf
en:Kafka-Proces:0:shuff:82,cs:Kafka-Proces:0:shuff:82,told,tell,pověděli,povědět,pf
en:Kafka-Proces:0:shuff:83,cs:Kafka-Proces:0:shuff:83,do,do,jde,jít,impf
en:Kafka-Proces:0:shuff:87,cs:Kafka-Proces:0:shuff:87,expected,expect,čekal,čekat,impf
en:Kafka-Proces:0:shuff:87,cs:Kafka-Proces:0:shuff:87,expected,expect,čekal,čekat,impf
en:Kafka-Proces:0:shuff:87,cs:Kafka-Proces:0:shuff:87,expected,expect,čekal,čekat,impf
en:Kafka-Proces:0:shuff:87,cs:Kafka-Proces:0:shuff:87,believe,believe,uvěřit,uvěřit,pf
en:Kafka-Proces:0:shuff:87,cs:Kafka-Proces:0:shuff:87,following,follow,nepřišlo,přijít,pf
en:Kafka-Proces:0:shuff:87,cs:Kafka-Proces:0:shuff:87,arrive,arrive,nepřišlo,přijít,pf
en:Kafka-Proces:0:shuff:87,cs:Kafka-Proces:0:shuff:87,come,come,nepřišlo,přijít,pf
en:Kafka-Proces:0:shuff:87,cs:Kafka-Proces:0:shuff:87,appear,appear,nepřišlo,přijít,pf
en:Kafka-Proces:0:shuff:87,cs:Kafka-Proces:0:shuff:87,expected,expect,předpokládal,předpokládat,impf
en:Kafka-Proces:0:shuff:87,cs:Kafka-Proces:0:shuff:87,expected,expect,předpokládal,předpokládat,impf
en:Kafka-Proces:0:shuff:87,cs:Kafka-Proces:0:shuff:87,expected,expect,předpokládal,předpokládat,impf
en:Kafka-Proces:0:shuff:88,cs:Kafka-Proces:0:shuff:88,going,go,šel,jít,impf
en:Kafka-Proces:0:shuff:91,cs:Kafka-Proces:0:shuff:90,do,do,dělalo,dělat,impf
en:Kafka-Proces:0:shuff:91,cs:Kafka-Proces:0:shuff:90,go,go,dělalo,dělat,impf
en:Kafka-Proces:0:shuff:91,cs:Kafka-Proces:0:shuff:90,believe,believe,věřte,věřit,impf
en:Kafka-Proces:0:shuff:92,cs:Kafka-Proces:0:shuff:91,arrested,arrest,zatčen,zatknout,pf
en:Kafka-Proces:0:shuff:93,cs:Kafka-Proces:0:shuff:92,follow,follow,přijít,přijít,pf
en:Kafka-Proces:0:shuff:94,cs:Kafka-Proces:0:shuff:93,want,want,Chci,chtít,impf
en:Kafka-Proces:0:shuff:98,cs:Kafka-Proces:0:shuff:97,answer,answer,neodpověděl,odpovědět,pf
en:Kafka-Proces:0:shuff:98,cs:Kafka-Proces:0:shuff:97,repeated,repeat,opakoval,opakovat,impf
en:Kafka-Proces:0:shuff:100,cs:Kafka-Proces:0:shuff:99,do,do,děláš,dělat,impf
en:Kafka-Proces:0:shuff:100,cs:Kafka-Proces:0:shuff:99,doing,do,děláš,dělat,impf
en:Kafka-Proces:0:shuff:100,cs:Kafka-Proces:0:shuff:99,shouted,shout,zvolal,zvolat,pf
en:Kafka-Proces:0:shuff:101,cs:Kafka-Proces:0:shuff:100,wanted,want,chtěla,chtít,impf
en:Kafka-Proces:0:shuff:101,cs:Kafka-Proces:0:shuff:100,took,take,chytil,chytit,pf
en:Kafka-Proces:0:shuff:102,cs:Kafka-Proces:0:shuff:101,hold,hold,držel,držet,impf
en:Kafka-Proces:0:shuff:102,cs:Kafka-Proces:0:shuff:101,tried,try,snažila,snažit,impf
en:Kafka-Proces:0:shuff:102,cs:Kafka-Proces:0:shuff:101,disengage,disengage,vyprostit,vyprostit,pf
en:Kafka-Proces:0:shuff:103,cs:Kafka-Proces:0:shuff:102,infer,infer,usuzovat,usuzovat,impf
en:Kafka-Proces:0:shuff:103,cs:Kafka-Proces:0:shuff:102,does,do,konají,konat,impf
en:Kafka-Proces:0:shuff:105,cs:Kafka-Proces:0:shuff:104,go,go,jít,jít,impf
en:Kafka-Proces:0:shuff:105,cs:Kafka-Proces:0:shuff:104,listened,listen,sledoval,sledovat,impf
en:Kafka-Proces:0:shuff:105,cs:Kafka-Proces:0:shuff:104,followed,follow,sledoval,sledovat,impf
en:Kafka-Proces:0:shuff:105,cs:Kafka-Proces:0:shuff:104,followed,follow,sledoval,sledovat,impf
en:Kafka-Proces:0:shuff:105,cs:Kafka-Proces:0:shuff:104,seen,see,sledoval,sledovat,impf
en:Kafka-Proces:0:shuff:105,cs:Kafka-Proces:0:shuff:104,listened,listen,sledovat,sledovat,impf
en:Kafka-Proces:0:shuff:105,cs:Kafka-Proces:0:shuff:104,followed,follow,sledovat,sledovat,impf
en:Kafka-Proces:0:shuff:105,cs:Kafka-Proces:0:shuff:104,followed,follow,sledovat,sledovat,impf
en:Kafka-Proces:0:shuff:105,cs:Kafka-Proces:0:shuff:104,seen,see,sledovat,sledovat,impf
en:Kafka-Proces:0:shuff:105,cs:Kafka-Proces:0:shuff:104,seen,see,nezažil,zažít,pf
en:Kafka-Proces:0:shuff:108,cs:Kafka-Proces:0:shuff:106,confirms,confirm,potvrzuje,potvrzovat,impf
en:Kafka-Proces:0:shuff:109,cs:Kafka-Proces:0:shuff:107,come,come,dospět,dospět,pf
en:Kafka-Proces:0:shuff:110,cs:Kafka-Proces:0:shuff:108,hindered,hinder,bránit,bránit,impf
en:Kafka-Proces:0:shuff:111,cs:Kafka-Proces:0:shuff:109,said,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:111,cs:Kafka-Proces:0:shuff:109,saying,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:111,cs:Kafka-Proces:0:shuff:109,meant,mean,nemyslel,myslet,impf
en:Kafka-Proces:0:shuff:112,cs:Kafka-Proces:0:shuff:110,warn,warn,Varuji,varovat,impf
en:Kafka-Proces:0:shuff:112,cs:Kafka-Proces:0:shuff:110,say,say,říkala,říkat,impf
en:Kafka-Proces:0:shuff:112,cs:Kafka-Proces:0:shuff:110,say,say,říkala,říkat,impf
en:Kafka-Proces:0:shuff:112,cs:Kafka-Proces:0:shuff:110,say,say,řekla,říci,pf
en:Kafka-Proces:0:shuff:112,cs:Kafka-Proces:0:shuff:110,say,say,řekla,říci,pf
en:Kafka-Proces:0:shuff:113,cs:Kafka-Proces:0:shuff:111,added,add,dodal,dodat,pf
en:Kafka-Proces:0:shuff:113,cs:Kafka-Proces:0:shuff:111,looking,look,pohlédla,pohlédnout,pf
en:Kafka-Proces:0:shuff:115,cs:Kafka-Proces:0:shuff:113,answered,answer,odpověděl,odpovědět,pf
en:Kafka-Proces:0:shuff:116,cs:Kafka-Proces:0:shuff:114,cried,cry,zvolala,zvolat,pf
en:Kafka-Proces:0:shuff:117,cs:Kafka-Proces:0:shuff:115,said,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:117,cs:Kafka-Proces:0:shuff:115,believe,believe,myslíte,myslet,impf
en:Kafka-Proces:0:shuff:118,cs:Kafka-Proces:0:shuff:116,think,think,Nemyslím,myslet,impf
en:Kafka-Proces:0:shuff:118,cs:Kafka-Proces:0:shuff:116,said,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:118,cs:Kafka-Proces:0:shuff:116,need,need,musel,muset,impf
en:Kafka-Proces:0:shuff:118,cs:Kafka-Proces:0:shuff:116,think,think,mít,mít,impf
en:Kafka-Proces:0:shuff:120,cs:Kafka-Proces:0:shuff:118,making,make,získat,získat,pf
en:Kafka-Proces:0:shuff:120,cs:Kafka-Proces:0:shuff:118,pointed,point,ukázala,ukázat,pf
en:Kafka-Proces:0:shuff:123,cs:Kafka-Proces:0:shuff:121,leant,lean,naklonila,naklonit,pf
en:Kafka-Proces:0:shuff:123,cs:Kafka-Proces:0:shuff:121,bent,bend,naklonila,naklonit,pf
en:Kafka-Proces:0:shuff:123,cs:Kafka-Proces:0:shuff:121,seen,see,vidět,vidět,impf
en:Kafka-Proces:0:shuff:123,cs:Kafka-Proces:0:shuff:121,stroked,stroke,hladila,hladit,impf
en:Kafka-Proces:0:shuff:124,cs:Kafka-Proces:0:shuff:122,forced,force,přimělo,přimět,pf
en:Kafka-Proces:0:shuff:125,cs:Kafka-Proces:0:shuff:123,pay,pay,zaplatit,zaplatit,pf
en:Kafka-Proces:0:shuff:126,cs:Kafka-Proces:0:shuff:124,thought,think,zdálo,zdát,impf
en:Kafka-Proces:0:shuff:126,cs:Kafka-Proces:0:shuff:124,started,start,začal,začít,pf
en:Kafka-Proces:0:shuff:128,cs:Kafka-Proces:0:shuff:127,judging,judge,posuzovali,posuzovat,impf
en:Kafka-Proces:0:shuff:133,cs:Kafka-Proces:0:shuff:132,said,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:136,cs:Kafka-Proces:0:shuff:135,look,look,podívej,podívat,pf
en:Kafka-Proces:0:shuff:138,cs:Kafka-Proces:0:shuff:137,sitting,sit,seděl,sedět,impf
en:Kafka-Proces:0:shuff:139,cs:Kafka-Proces:0:shuff:138,said,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:139,cs:Kafka-Proces:0:shuff:138,putting,put,řekl,říci,pf
en:Kafka-Proces:0:shuff:139,cs:Kafka-Proces:0:shuff:138,turning,turn,otočil,otočit,pf
en:Kafka-Proces:0:shuff:141,cs:Kafka-Proces:0:shuff:140,asked,ask,ptal,ptát,impf
en:Kafka-Proces:0:shuff:142,cs:Kafka-Proces:0:shuff:141,working,work,pracoval,pracovat,impf
en:Kafka-Proces:0:shuff:142,cs:Kafka-Proces:0:shuff:141,turned,turn,otáčel,otáčet,impf
en:Kafka-Proces:0:shuff:142,cs:Kafka-Proces:0:shuff:141,sat,sit,seděl,sedět,impf
en:Kafka-Proces:0:shuff:144,cs:Kafka-Proces:0:shuff:143,wondered,wonder,uvažoval,uvažovat,impf
en:Kafka-Proces:0:shuff:144,cs:Kafka-Proces:0:shuff:143,hand,hand,podal,podat,pf
en:Kafka-Proces:0:shuff:146,cs:Kafka-Proces:0:shuff:145,like,like,nelíbím,líbit,impf
en:Kafka-Proces:0:shuff:147,cs:Kafka-Proces:0:shuff:146,replied,reply,odpověděl,odpovědět,pf
en:Kafka-Proces:0:shuff:147,cs:Kafka-Proces:0:shuff:146,embracing,embrace,objal,obejmout,pf
en:Kafka-Proces:0:shuff:147,cs:Kafka-Proces:0:shuff:146,drawing,draw,přitáhl,přitáhnout,pf
en:Kafka-Proces:0:shuff:149,cs:Kafka-Proces:0:shuff:149,said,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:150,cs:Kafka-Proces:0:shuff:150,said,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:150,cs:Kafka-Proces:0:shuff:150,looking,look,pohlédl,pohlédnout,pf
en:Kafka-Proces:0:shuff:154,cs:Kafka-Proces:0:shuff:155,studying,study,zkoumal,zkoumat,impf
en:Kafka-Proces:0:shuff:154,cs:Kafka-Proces:0:shuff:155,asks,ask,prosí,prosit,impf
en:Kafka-Proces:0:shuff:154,cs:Kafka-Proces:0:shuff:155,help,help,pomohly,pomoci,pf
en:Kafka-Proces:0:shuff:155,cs:Kafka-Proces:0:shuff:156,deceiving,deceive,klamou,klamat,impf
en:Kafka-Proces:0:shuff:156,cs:Kafka-Proces:0:shuff:157,found,find,našel,najít,pf
en:Kafka-Proces:0:shuff:156,cs:Kafka-Proces:0:shuff:157,found,find,našel,najít,pf
en:Kafka-Proces:0:shuff:156,cs:Kafka-Proces:0:shuff:157,go,go,jít,jít,impf
en:Kafka-Proces:0:shuff:156,cs:Kafka-Proces:0:shuff:157,seemed,seem,zdál,zdát,impf
en:Kafka-Proces:0:shuff:156,cs:Kafka-Proces:0:shuff:157,searching,search,hledal,hledat,impf
en:Kafka-Proces:0:shuff:156,cs:Kafka-Proces:0:shuff:157,found,find,našel,najít,pf
en:Kafka-Proces:0:shuff:156,cs:Kafka-Proces:0:shuff:157,found,find,našel,najít,pf
en:Kafka-Proces:0:shuff:157,cs:Kafka-Proces:0:shuff:158,opened,open,otevřely,otevřít,pf
en:Kafka-Proces:0:shuff:157,cs:Kafka-Proces:0:shuff:158,enter,enter,vstoupit,vstoupit,pf
en:Kafka-Proces:0:shuff:158,cs:Kafka-Proces:0:shuff:159,saw,see,vidět,vidět,impf
en:Kafka-Proces:0:shuff:158,cs:Kafka-Proces:0:shuff:159,recognised,recognise,poznala,poznat,pf
en:Kafka-Proces:0:shuff:158,cs:Kafka-Proces:0:shuff:159,asked,ask,požádala,požádat,pf
en:Kafka-Proces:0:shuff:158,cs:Kafka-Proces:0:shuff:159,disappeared,disappear,zmizela,zmizet,pf
en:Kafka-Proces:0:shuff:158,cs:Kafka-Proces:0:shuff:159,closing,close,zavřela,zavřít,pf
en:Kafka-Proces:0:shuff:160,cs:Kafka-Proces:0:shuff:161,sat,sit,sedí,sedět,impf
en:Kafka-Proces:0:shuff:160,cs:Kafka-Proces:0:shuff:161,worrying,worry,starat,starat,impf
en:Kafka-Proces:0:shuff:161,cs:Kafka-Proces:0:shuff:162,followed,follow,provází,provázet,impf
en:Kafka-Proces:0:shuff:164,cs:Kafka-Proces:0:shuff:164,painted,paint,Maloval,malovat,impf
en:Kafka-Proces:0:shuff:165,cs:Kafka-Proces:0:shuff:165,loves,love,miluje,milovat,impf
en:Kafka-Proces:0:shuff:165,cs:Kafka-Proces:0:shuff:165,loved,love,miluje,milovat,impf
en:Kafka-Proces:0:shuff:165,cs:Kafka-Proces:0:shuff:165,seems,seem,zdá,zdát,impf
en:Kafka-Proces:0:shuff:165,cs:Kafka-Proces:0:shuff:165,loves,love,milují,milovat,impf
en:Kafka-Proces:0:shuff:165,cs:Kafka-Proces:0:shuff:165,loved,love,milují,milovat,impf
en:Kafka-Proces:0:shuff:166,cs:Kafka-Proces:0:shuff:166,entertains,entertain,pobavila,pobavit,pf
en:Kafka-Proces:0:shuff:166,cs:Kafka-Proces:0:shuff:166,allow,allow,dovolím,dovolit,pf
en:Kafka-Proces:0:shuff:173,cs:Kafka-Proces:0:shuff:174,appreciate,appreciate,ocenit,ocenit,pf
en:Kafka-Proces:0:shuff:174,cs:Kafka-Proces:0:shuff:175,said,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:174,cs:Kafka-Proces:0:shuff:175,pointing,point,ukázal,ukázat,pf
en:Kafka-Proces:0:shuff:175,cs:Kafka-Proces:0:shuff:176,ask,ask,ptát,ptát,impf
en:Kafka-Proces:0:shuff:175,cs:Kafka-Proces:0:shuff:176,ask,ask,ptát,ptát,impf
en:Kafka-Proces:0:shuff:175,cs:Kafka-Proces:0:shuff:176,invented,invent,vymyslel,vymyslet,pf
en:Kafka-Proces:0:shuff:175,cs:Kafka-Proces:0:shuff:176,occurred,occur,napadlo,napadnout,pf
en:Kafka-Proces:0:shuff:175,cs:Kafka-Proces:0:shuff:176,lived,live,bydlí,bydlet,impf
en:Kafka-Proces:0:shuff:175,cs:Kafka-Proces:0:shuff:176,look,look,nahlédnout,nahlédnout,pf
en:Kafka-Proces:0:shuff:176,cs:Kafka-Proces:0:shuff:177,ran,run,běhaly,běhat,impf
en:Kafka-Proces:0:shuff:177,cs:Kafka-Proces:0:shuff:178,turned,turn,otočil,otočit,pf
en:Kafka-Proces:0:shuff:178,cs:Kafka-Proces:0:shuff:179,Stay,stay,zůstaňte,zůstat,pf
en:Kafka-Proces:0:shuff:178,cs:Kafka-Proces:0:shuff:179,said,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:178,cs:Kafka-Proces:0:shuff:179,pulled,pull,přitáhl,přitáhnout,pf
en:Kafka-Proces:0:shuff:179,cs:Kafka-Proces:0:shuff:180,asked,ask,zeptal,zeptat,pf
en:Kafka-Proces:0:shuff:180,cs:Kafka-Proces:0:shuff:181,said,say,řekl,říci,pf
en:Kafka-Proces:0:shuff:181,cs:Kafka-Proces:0:shuff:182,representing,represent,zastupuje,zastupovat,impf
en:Kafka-Proces:0:shuff:181,cs:Kafka-Proces:0:shuff:182,asked,ask,ptal,ptát,impf
en:Kafka-Proces:0:shuff:182,cs:Kafka-Proces:0:shuff:183,stretched,stretch,natahovaly,natahovat,impf
en:Kafka-Proces:0:shuff:182,cs:Kafka-Proces:0:shuff:183,called,call,volaly,volat,impf
en:Kafka-Proces:0:shuff:182,cs:Kafka-Proces:0:shuff:183,understand,understand,nerozuměl,rozumět,impf
