en:siddons-bezpec_vysiny:0:shuff:2,cs:siddons-bezpec_vysiny:0:shuff:3,work,work,Pracujete,pracovat,impf
en:siddons-bezpec_vysiny:0:shuff:97,cs:siddons-bezpec_vysiny:0:shuff:119,said,say,pronesl,pronést,pf
en:siddons-bezpec_vysiny:0:shuff:100,cs:siddons-bezpec_vysiny:0:shuff:122,sounds,sound,Zní,znít,impf
en:siddons-bezpec_vysiny:0:shuff:101,cs:siddons-bezpec_vysiny:0:shuff:123,see,see,vidím,vidět,impf
en:siddons-bezpec_vysiny:0:shuff:104,cs:siddons-bezpec_vysiny:0:shuff:126,felt,feel,Ucítila,ucítit,pf
en:siddons-bezpec_vysiny:0:shuff:104,cs:siddons-bezpec_vysiny:0:shuff:126,heard,hear,zaslechla,zaslechnout,pf
en:siddons-bezpec_vysiny:0:shuff:109,cs:siddons-bezpec_vysiny:0:shuff:133,do,do,udělám,udělat,pf
en:siddons-bezpec_vysiny:0:shuff:110,cs:siddons-bezpec_vysiny:0:shuff:134,say,say,pronesl,pronést,pf
en:siddons-bezpec_vysiny:0:shuff:110,cs:siddons-bezpec_vysiny:0:shuff:134,said,say,pronesl,pronést,pf
en:siddons-bezpec_vysiny:0:shuff:112,cs:siddons-bezpec_vysiny:0:shuff:136,play,play,Hraju,hrát,impf
en:siddons-bezpec_vysiny:0:shuff:113,cs:siddons-bezpec_vysiny:0:shuff:137,ask,ask,Zeptám,zeptat,pf
en:siddons-bezpec_vysiny:0:shuff:117,cs:siddons-bezpec_vysiny:0:shuff:141,said,say,odpověděla,odpovědět,pf
en:siddons-bezpec_vysiny:0:shuff:120,cs:siddons-bezpec_vysiny:0:shuff:146,gone,go,Odjeli,odjet,pf
en:siddons-bezpec_vysiny:0:shuff:122,cs:siddons-bezpec_vysiny:0:shuff:148,grinned,grin,usmála,usmát,pf
en:siddons-bezpec_vysiny:0:shuff:123,cs:siddons-bezpec_vysiny:0:shuff:149,see,see,Viděla,vidět,impf
en:siddons-bezpec_vysiny:0:shuff:124,cs:siddons-bezpec_vysiny:0:shuff:150,wearing,wear,měl,mít,impf
en:siddons-bezpec_vysiny:0:shuff:125,cs:siddons-bezpec_vysiny:0:shuff:151,bent,bend,sklonil,sklonit,pf
en:siddons-bezpec_vysiny:0:shuff:125,cs:siddons-bezpec_vysiny:0:shuff:151,kissed,kiss,políbil,políbit,pf
en:siddons-bezpec_vysiny:0:shuff:127,cs:siddons-bezpec_vysiny:0:shuff:154,Did,do,udělal,udělat,pf
en:siddons-bezpec_vysiny:0:shuff:127,cs:siddons-bezpec_vysiny:0:shuff:154,do,do,udělal,udělat,pf
en:siddons-bezpec_vysiny:0:shuff:129,cs:siddons-bezpec_vysiny:0:shuff:156,think,think,myslel,myslet,impf
en:siddons-bezpec_vysiny:0:shuff:135,cs:siddons-bezpec_vysiny:0:shuff:165,came,come,přišli,přijít,pf
en:siddons-bezpec_vysiny:0:shuff:136,cs:siddons-bezpec_vysiny:0:shuff:166,said,say,Pronesla,pronést,pf
en:siddons-bezpec_vysiny:0:shuff:142,cs:siddons-bezpec_vysiny:0:shuff:176,painted,paint,maloval,malovat,impf
en:siddons-bezpec_vysiny:0:shuff:142,cs:siddons-bezpec_vysiny:0:shuff:176,paint,paint,maloval,malovat,impf
en:siddons-bezpec_vysiny:0:shuff:142,cs:siddons-bezpec_vysiny:0:shuff:176,painted,paint,malovat,malovat,impf
en:siddons-bezpec_vysiny:0:shuff:142,cs:siddons-bezpec_vysiny:0:shuff:176,paint,paint,malovat,malovat,impf
en:siddons-bezpec_vysiny:0:shuff:142,cs:siddons-bezpec_vysiny:0:shuff:176,wanted,want,chtěl,chtít,impf
en:siddons-bezpec_vysiny:0:shuff:142,cs:siddons-bezpec_vysiny:0:shuff:176,wanted,want,postrádaly,postrádat,impf
en:siddons-bezpec_vysiny:0:shuff:145,cs:siddons-bezpec_vysiny:0:shuff:179,drawn,draw,přitahuje,přitahovat,impf
en:siddons-bezpec_vysiny:0:shuff:147,cs:siddons-bezpec_vysiny:0:shuff:181,want,want,nechci,chtít,impf
en:siddons-bezpec_vysiny:0:shuff:147,cs:siddons-bezpec_vysiny:0:shuff:181,like,like,nechci,chtít,impf
en:siddons-bezpec_vysiny:0:shuff:147,cs:siddons-bezpec_vysiny:0:shuff:181,like,like,nelíbí,líbit,impf
en:siddons-bezpec_vysiny:0:shuff:151,cs:siddons-bezpec_vysiny:0:shuff:185,seems,seem,zdá,zdát,impf
en:siddons-bezpec_vysiny:0:shuff:152,cs:siddons-bezpec_vysiny:0:shuff:186,sense,sense,vycítíte,vycítit,pf
en:siddons-bezpec_vysiny:0:shuff:153,cs:siddons-bezpec_vysiny:0:shuff:187,seem,seem,zdá,zdát,impf
en:siddons-bezpec_vysiny:0:shuff:154,cs:siddons-bezpec_vysiny:0:shuff:188,feeling,feel,cítil,cítit,impf
en:siddons-bezpec_vysiny:0:shuff:156,cs:siddons-bezpec_vysiny:0:shuff:191,came,come,přišel,přijít,pf
en:siddons-bezpec_vysiny:0:shuff:161,cs:siddons-bezpec_vysiny:0:shuff:196,communicating,communicate,komunikovat,komunikovat,impf
en:siddons-bezpec_vysiny:0:shuff:164,cs:siddons-bezpec_vysiny:0:shuff:199,said,say,neřekl,říci,pf
en:siddons-bezpec_vysiny:0:shuff:169,cs:siddons-bezpec_vysiny:0:shuff:205,does,do,dělá,dělat,impf
en:siddons-bezpec_vysiny:0:shuff:171,cs:siddons-bezpec_vysiny:0:shuff:207,falls,fall,Spadne,spadnout,pf
en:siddons-bezpec_vysiny:0:shuff:172,cs:siddons-bezpec_vysiny:0:shuff:208,pull,pull,vytáhnete,vytáhnout,pf
en:siddons-bezpec_vysiny:0:shuff:173,cs:siddons-bezpec_vysiny:0:shuff:209,do,do,děláš,dělat,impf
en:siddons-bezpec_vysiny:0:shuff:173,cs:siddons-bezpec_vysiny:0:shuff:209,thought,think,zdálo,zdát,impf
en:siddons-bezpec_vysiny:0:shuff:173,cs:siddons-bezpec_vysiny:0:shuff:209,said,say,říká,říkat,impf
en:siddons-bezpec_vysiny:0:shuff:175,cs:siddons-bezpec_vysiny:0:shuff:211,working,work,funguje,fungovat,impf
en:siddons-bezpec_vysiny:0:shuff:175,cs:siddons-bezpec_vysiny:0:shuff:211,did,do,funguje,fungovat,impf
en:siddons-bezpec_vysiny:0:shuff:175,cs:siddons-bezpec_vysiny:0:shuff:211,replied,reply,odpověděl,odpovědět,pf
en:siddons-bezpec_vysiny:0:shuff:176,cs:siddons-bezpec_vysiny:0:shuff:212,hope,hope,doufám,doufat,impf
en:siddons-bezpec_vysiny:0:shuff:176,cs:siddons-bezpec_vysiny:0:shuff:212,said,say,říkal,říkat,impf
en:siddons-bezpec_vysiny:0:shuff:176,cs:siddons-bezpec_vysiny:0:shuff:212,blending,blend,mísil,mísit,impf
en:siddons-bezpec_vysiny:0:shuff:184,cs:siddons-bezpec_vysiny:0:shuff:225,came,come,přišel,přijít,pf
en:siddons-bezpec_vysiny:0:shuff:185,cs:siddons-bezpec_vysiny:0:shuff:226,realized,realize,uvědomila,uvědomit,pf
en:siddons-bezpec_vysiny:0:shuff:185,cs:siddons-bezpec_vysiny:0:shuff:226,left,leave,odchází,odcházet,impf
en:siddons-bezpec_vysiny:0:shuff:187,cs:siddons-bezpec_vysiny:0:shuff:228,holding,hold,udržela,udržet,pf
en:siddons-bezpec_vysiny:0:shuff:192,cs:siddons-bezpec_vysiny:0:shuff:234,get,get,dostane,dostat,pf
en:siddons-bezpec_vysiny:0:shuff:194,cs:siddons-bezpec_vysiny:0:shuff:237,met,meet,potkala,potkat,pf
en:siddons-bezpec_vysiny:0:shuff:195,cs:siddons-bezpec_vysiny:0:shuff:238,left,leave,odjela,odjet,pf
en:siddons-bezpec_vysiny:0:shuff:197,cs:siddons-bezpec_vysiny:0:shuff:241,learned,learn,dozvědět,dozvědět,pf
en:siddons-bezpec_vysiny:0:shuff:201,cs:siddons-bezpec_vysiny:0:shuff:248,looked,look,podíval,podívat,pf
en:siddons-bezpec_vysiny:0:shuff:201,cs:siddons-bezpec_vysiny:0:shuff:248,sitting,sit,sedíme,sedět,impf
en:siddons-bezpec_vysiny:0:shuff:201,cs:siddons-bezpec_vysiny:0:shuff:248,laughing,laugh,smějeme,smát,impf
en:siddons-bezpec_vysiny:0:shuff:201,cs:siddons-bezpec_vysiny:0:shuff:248,laugh,laugh,smějeme,smát,impf
en:siddons-bezpec_vysiny:0:shuff:203,cs:siddons-bezpec_vysiny:0:shuff:250,laughed,laugh,Smáli,smát,impf
en:siddons-bezpec_vysiny:0:shuff:205,cs:siddons-bezpec_vysiny:0:shuff:252,step,step,kráčet,kráčet,impf
en:siddons-bezpec_vysiny:0:shuff:205,cs:siddons-bezpec_vysiny:0:shuff:252,treading,tread,kráčet,kráčet,impf
en:siddons-bezpec_vysiny:0:shuff:205,cs:siddons-bezpec_vysiny:0:shuff:252,step,step,nešlápli,šlápnout,pf
en:siddons-bezpec_vysiny:0:shuff:205,cs:siddons-bezpec_vysiny:0:shuff:252,treading,tread,nešlápli,šlápnout,pf
en:siddons-bezpec_vysiny:0:shuff:213,cs:siddons-bezpec_vysiny:0:shuff:263,liked,like,líbila,líbit,impf
en:siddons-bezpec_vysiny:0:shuff:214,cs:siddons-bezpec_vysiny:0:shuff:264,threw,throw,vyhodila,vyhodit,pf
en:siddons-bezpec_vysiny:0:shuff:224,cs:siddons-bezpec_vysiny:0:shuff:281,guess,guess,Hádám,hádat,impf
en:siddons-bezpec_vysiny:0:shuff:225,cs:siddons-bezpec_vysiny:0:shuff:282,protect,protect,ochraňuj,ochraňovat,impf
en:siddons-bezpec_vysiny:0:shuff:226,cs:siddons-bezpec_vysiny:0:shuff:283,hurt,hurt,Uškodit,uškodit,pf
en:siddons-bezpec_vysiny:0:shuff:228,cs:siddons-bezpec_vysiny:0:shuff:285,stopped,stop,zůstala,zůstat,pf
en:siddons-bezpec_vysiny:0:shuff:232,cs:siddons-bezpec_vysiny:0:shuff:289,lay,lie,leželo,ležet,impf
en:siddons-bezpec_vysiny:0:shuff:234,cs:siddons-bezpec_vysiny:0:shuff:291,let,let,nedovolí,dovolit,pf
en:siddons-bezpec_vysiny:0:shuff:234,cs:siddons-bezpec_vysiny:0:shuff:291,call,call,zavolala,zavolat,pf
en:siddons-bezpec_vysiny:0:shuff:238,cs:siddons-bezpec_vysiny:0:shuff:298,going,go,jede,jet,impf
en:siddons-bezpec_vysiny:0:shuff:239,cs:siddons-bezpec_vysiny:0:shuff:299,goes,go,Jezdí,jezdit,impf
en:siddons-bezpec_vysiny:0:shuff:239,cs:siddons-bezpec_vysiny:0:shuff:299,come,come,Jezdí,jezdit,impf
en:siddons-bezpec_vysiny:0:shuff:241,cs:siddons-bezpec_vysiny:0:shuff:301,gotten,get,nesehnala,sehnat,pf
en:siddons-bezpec_vysiny:0:shuff:242,cs:siddons-bezpec_vysiny:0:shuff:302,sounds,sound,zní,znít,impf
en:siddons-bezpec_vysiny:0:shuff:243,cs:siddons-bezpec_vysiny:0:shuff:303,manage,manage,zvládne,zvládnout,pf
en:siddons-bezpec_vysiny:0:shuff:244,cs:siddons-bezpec_vysiny:0:shuff:304,pressed,press,tiskla,tisknout,impf
en:siddons-bezpec_vysiny:0:shuff:244,cs:siddons-bezpec_vysiny:0:shuff:304,pressed,press,tiskla,tisknout,impf
en:siddons-bezpec_vysiny:0:shuff:245,cs:siddons-bezpec_vysiny:0:shuff:305,kissed,kiss,líbala,líbat,impf
en:siddons-bezpec_vysiny:0:shuff:245,cs:siddons-bezpec_vysiny:0:shuff:305,kissed,kiss,líbala,líbat,impf
en:siddons-bezpec_vysiny:0:shuff:250,cs:siddons-bezpec_vysiny:0:shuff:311,wanted,want,Zatoužila,zatoužit,pf
en:siddons-bezpec_vysiny:0:shuff:250,cs:siddons-bezpec_vysiny:0:shuff:311,hug,hug,obejmout,obejmout,pf
en:siddons-bezpec_vysiny:0:shuff:250,cs:siddons-bezpec_vysiny:0:shuff:311,squeeze,squeeze,obejmout,obejmout,pf
en:siddons-bezpec_vysiny:0:shuff:250,cs:siddons-bezpec_vysiny:0:shuff:311,hug,hug,sevřít,sevřít,pf
en:siddons-bezpec_vysiny:0:shuff:250,cs:siddons-bezpec_vysiny:0:shuff:311,squeeze,squeeze,sevřít,sevřít,pf
en:siddons-bezpec_vysiny:0:shuff:251,cs:siddons-bezpec_vysiny:0:shuff:312,said,say,řekl,říci,pf
en:siddons-bezpec_vysiny:0:shuff:253,cs:siddons-bezpec_vysiny:0:shuff:314,put,put,položila,položit,pf
en:siddons-bezpec_vysiny:0:shuff:254,cs:siddons-bezpec_vysiny:0:shuff:315,look,look,nepohlédla,pohlédnout,pf
en:siddons-bezpec_vysiny:0:shuff:255,cs:siddons-bezpec_vysiny:0:shuff:316,think,think,Myslím,myslet,impf
en:siddons-bezpec_vysiny:0:shuff:255,cs:siddons-bezpec_vysiny:0:shuff:316,want,want,nepřál,přát,impf
en:siddons-bezpec_vysiny:0:shuff:256,cs:siddons-bezpec_vysiny:0:shuff:317,sat,sit,Posadila,posadit,pf
en:siddons-bezpec_vysiny:0:shuff:258,cs:siddons-bezpec_vysiny:0:shuff:319,need,need,potřebujeme,potřebovat,impf
en:siddons-bezpec_vysiny:0:shuff:259,cs:siddons-bezpec_vysiny:0:shuff:320,Come,come,pojď,jít,impf
en:siddons-bezpec_vysiny:0:shuff:263,cs:siddons-bezpec_vysiny:0:shuff:327,turned,turn,Obrátila,obrátit,pf
en:siddons-bezpec_vysiny:0:shuff:268,cs:siddons-bezpec_vysiny:0:shuff:334,do,do,provést,provést,pf
en:siddons-bezpec_vysiny:0:shuff:268,cs:siddons-bezpec_vysiny:0:shuff:334,did,do,provést,provést,pf
en:siddons-bezpec_vysiny:0:shuff:268,cs:siddons-bezpec_vysiny:0:shuff:334,do,do,udělal,udělat,pf
en:siddons-bezpec_vysiny:0:shuff:268,cs:siddons-bezpec_vysiny:0:shuff:334,did,do,udělal,udělat,pf
en:siddons-bezpec_vysiny:0:shuff:269,cs:siddons-bezpec_vysiny:0:shuff:335,mean,mean,Nechtěl,chtít,impf
en:siddons-bezpec_vysiny:0:shuff:276,cs:siddons-bezpec_vysiny:0:shuff:346,visited,visit,nenavštívila,navštívit,pf
en:siddons-bezpec_vysiny:0:shuff:277,cs:siddons-bezpec_vysiny:0:shuff:347,sat,sit,seděli,sedět,impf
en:siddons-bezpec_vysiny:0:shuff:277,cs:siddons-bezpec_vysiny:0:shuff:347,reading,read,četli,číst,impf
en:siddons-bezpec_vysiny:0:shuff:277,cs:siddons-bezpec_vysiny:0:shuff:347,reading,read,studovala,studovat,impf
en:siddons-bezpec_vysiny:0:shuff:281,cs:siddons-bezpec_vysiny:0:shuff:354,pressed,press,tiskla,tisknout,impf
en:siddons-bezpec_vysiny:0:shuff:284,cs:siddons-bezpec_vysiny:0:shuff:359,turned,turn,obrátila,obrátit,pf
en:siddons-bezpec_vysiny:0:shuff:286,cs:siddons-bezpec_vysiny:0:shuff:361,Listen,listen,Poslyšte,slyšet,impf
en:siddons-bezpec_vysiny:0:shuff:291,cs:siddons-bezpec_vysiny:0:shuff:367,did,do,udělám,udělat,pf
en:siddons-bezpec_vysiny:0:shuff:291,cs:siddons-bezpec_vysiny:0:shuff:367,say,say,řeknu,říci,pf
en:siddons-bezpec_vysiny:0:shuff:291,cs:siddons-bezpec_vysiny:0:shuff:367,said,say,řeknu,říci,pf
en:siddons-bezpec_vysiny:0:shuff:292,cs:siddons-bezpec_vysiny:0:shuff:368,listen,listen,poslouchat,poslouchat,impf
en:siddons-bezpec_vysiny:0:shuff:292,cs:siddons-bezpec_vysiny:0:shuff:368,hear,hear,poslouchat,poslouchat,impf
en:siddons-bezpec_vysiny:0:shuff:292,cs:siddons-bezpec_vysiny:0:shuff:368,hear,hear,vyslechnu,vyslechnout,pf
en:siddons-bezpec_vysiny:0:shuff:294,cs:siddons-bezpec_vysiny:0:shuff:370,built,build,Postavili,postavit,pf
en:siddons-bezpec_vysiny:0:shuff:299,cs:siddons-bezpec_vysiny:0:shuff:377,call,call,zavoláme,zavolat,pf
en:siddons-bezpec_vysiny:0:shuff:299,cs:siddons-bezpec_vysiny:0:shuff:377,got,get,dorazíme,dorazit,pf
en:siddons-bezpec_vysiny:0:shuff:300,cs:siddons-bezpec_vysiny:0:shuff:378,wait,wait,počkej,počkat,pf
en:siddons-bezpec_vysiny:0:shuff:300,cs:siddons-bezpec_vysiny:0:shuff:378,called,call,zavolala,zavolat,pf
en:siddons-bezpec_vysiny:0:shuff:300,cs:siddons-bezpec_vysiny:0:shuff:378,snatched,snatch,popadl,popadnout,pf
en:siddons-bezpec_vysiny:0:shuff:305,cs:siddons-bezpec_vysiny:0:shuff:385,leave,leave,nenechávej,nechávat,impf
en:siddons-bezpec_vysiny:0:shuff:305,cs:siddons-bezpec_vysiny:0:shuff:385,whispered,whisper,zašeptala,zašeptat,pf
en:siddons-bezpec_vysiny:0:shuff:309,cs:siddons-bezpec_vysiny:0:shuff:389,want,want,Nechci,chtít,impf
en:siddons-bezpec_vysiny:0:shuff:310,cs:siddons-bezpec_vysiny:0:shuff:390,entered,enter,vkročili,vkročit,pf
en:siddons-bezpec_vysiny:0:shuff:315,cs:siddons-bezpec_vysiny:0:shuff:398,put,put,položil,položit,pf
en:siddons-bezpec_vysiny:0:shuff:317,cs:siddons-bezpec_vysiny:0:shuff:400,handle,handle,nezvládne,zvládnout,pf
en:siddons-bezpec_vysiny:0:shuff:318,cs:siddons-bezpec_vysiny:0:shuff:401,turned,turn,Obrátila,obrátit,pf
en:siddons-bezpec_vysiny:0:shuff:329,cs:siddons-bezpec_vysiny:0:shuff:414,drank,drink,pili,pít,impf
en:siddons-bezpec_vysiny:0:shuff:331,cs:siddons-bezpec_vysiny:0:shuff:417,handling,handle,ovládám,ovládat,impf
en:siddons-bezpec_vysiny:0:shuff:332,cs:siddons-bezpec_vysiny:0:shuff:418,doing,do,dělá,dělat,impf
en:siddons-bezpec_vysiny:0:shuff:334,cs:siddons-bezpec_vysiny:0:shuff:420,boiled,boil,Vařili,vařit,impf
en:siddons-bezpec_vysiny:0:shuff:336,cs:siddons-bezpec_vysiny:0:shuff:422,tell,tell,neříkejte,říkat,impf
en:siddons-bezpec_vysiny:0:shuff:336,cs:siddons-bezpec_vysiny:0:shuff:422,said,say,neříkejte,říkat,impf
en:siddons-bezpec_vysiny:0:shuff:338,cs:siddons-bezpec_vysiny:0:shuff:424,smelled,smell,páchnout,páchnout,impf
en:siddons-bezpec_vysiny:0:shuff:339,cs:siddons-bezpec_vysiny:0:shuff:425,smelled,smell,voněl,vonět,impf
en:siddons-bezpec_vysiny:0:shuff:341,cs:siddons-bezpec_vysiny:0:shuff:427,laughed,laugh,smáli,smát,impf
en:siddons-bezpec_vysiny:0:shuff:341,cs:siddons-bezpec_vysiny:0:shuff:427,talked,talk,rozmlouvali,rozmlouvat,impf
en:siddons-bezpec_vysiny:0:shuff:342,cs:siddons-bezpec_vysiny:0:shuff:428,seen,see,díváte,dívat,impf
en:siddons-bezpec_vysiny:0:shuff:346,cs:siddons-bezpec_vysiny:0:shuff:434,meant,mean,znamená,znamenat,impf
en:siddons-bezpec_vysiny:0:shuff:347,cs:siddons-bezpec_vysiny:0:shuff:435,translated,translate,přeložil,přeložit,pf
en:siddons-bezpec_vysiny:0:shuff:350,cs:siddons-bezpec_vysiny:0:shuff:438,tell,tell,říci,říci,pf
en:siddons-bezpec_vysiny:0:shuff:353,cs:siddons-bezpec_vysiny:0:shuff:441,go,go,odejít,odejít,pf
en:siddons-bezpec_vysiny:0:shuff:357,cs:siddons-bezpec_vysiny:0:shuff:446,lay,lie,Ležela,ležet,impf
en:siddons-bezpec_vysiny:0:shuff:357,cs:siddons-bezpec_vysiny:0:shuff:446,looking,look,dívala,dívat,impf
en:siddons-bezpec_vysiny:0:shuff:358,cs:siddons-bezpec_vysiny:0:shuff:447,kissed,kiss,nepolíbil,políbit,pf
en:siddons-bezpec_vysiny:0:shuff:359,cs:siddons-bezpec_vysiny:0:shuff:448,wish,wish,přát,přát,impf
en:siddons-bezpec_vysiny:0:shuff:359,cs:siddons-bezpec_vysiny:0:shuff:448,wish,wish,přála,přát,impf
en:siddons-bezpec_vysiny:0:shuff:360,cs:siddons-bezpec_vysiny:0:shuff:449,Get,get,přinést,přinést,pf
en:siddons-bezpec_vysiny:0:shuff:361,cs:siddons-bezpec_vysiny:0:shuff:450,Brush,brush,vyčistěte,vyčistit,pf
en:siddons-bezpec_vysiny:0:shuff:364,cs:siddons-bezpec_vysiny:0:shuff:453,come,come,dojedeme,dojet,pf
en:siddons-bezpec_vysiny:0:shuff:374,cs:siddons-bezpec_vysiny:0:shuff:464,speak,speak,Neřekl,říci,pf
en:siddons-bezpec_vysiny:0:shuff:376,cs:siddons-bezpec_vysiny:0:shuff:466,said,say,říkaly,říkat,impf
en:siddons-bezpec_vysiny:0:shuff:382,cs:siddons-bezpec_vysiny:0:shuff:474,tried,try,Pokusila,pokusit,pf
en:siddons-bezpec_vysiny:0:shuff:396,cs:siddons-bezpec_vysiny:0:shuff:490,kissed,kiss,Políbila,políbit,pf
en:siddons-bezpec_vysiny:0:shuff:400,cs:siddons-bezpec_vysiny:0:shuff:494,hope,hope,Doufám,doufat,impf
en:siddons-bezpec_vysiny:0:shuff:401,cs:siddons-bezpec_vysiny:0:shuff:495,killed,kill,zabili,zabít,pf
en:siddons-bezpec_vysiny:0:shuff:403,cs:siddons-bezpec_vysiny:0:shuff:497,paying,pay,neplatíme,platit,impf
en:siddons-bezpec_vysiny:0:shuff:405,cs:siddons-bezpec_vysiny:0:shuff:500,stayed,stay,Bydleli,bydlet,impf
en:siddons-bezpec_vysiny:0:shuff:406,cs:siddons-bezpec_vysiny:0:shuff:501,owns,own,Má,mít,impf
en:siddons-bezpec_vysiny:0:shuff:412,cs:siddons-bezpec_vysiny:0:shuff:509,told,tell,nepověděl,povědět,pf
en:siddons-bezpec_vysiny:0:shuff:413,cs:siddons-bezpec_vysiny:0:shuff:510,take,take,nevzal,vzít,pf
