en:king-carrie:0:shuff:12,cs:king-carrie:0:shuff:11,gave,give,nedají,dát,pf
en:king-carrie:0:shuff:47,cs:king-carrie:0:shuff:46,thought,think,myslela,myslet,impf
en:king-carrie:0:shuff:48,cs:king-carrie:0:shuff:47,speaking,speak,Hovořím,hovořit,impf
en:king-carrie:0:shuff:49,cs:king-carrie:0:shuff:48,said,say,řekl,říci,pf
en:king-carrie:0:shuff:50,cs:king-carrie:0:shuff:49,speaking,speak,hovoříte,hovořit,impf
en:king-carrie:0:shuff:51,cs:king-carrie:0:shuff:50,called,call,říkaly,říkat,impf
en:king-carrie:0:shuff:51,cs:king-carrie:0:shuff:50,told,tell,říkaly,říkat,impf
en:king-carrie:0:shuff:55,cs:king-carrie:0:shuff:54,insure,insure,pojistí,pojistit,pf
en:king-carrie:0:shuff:55,cs:king-carrie:0:shuff:54,screamed,scream,řvou,řvát,impf
en:king-carrie:0:shuff:56,cs:king-carrie:0:shuff:55,doing,do,udělá,udělat,pf
en:king-carrie:0:shuff:56,cs:king-carrie:0:shuff:55,making,make,udělá,udělat,pf
en:king-carrie:0:shuff:57,cs:king-carrie:0:shuff:56,do,do,jít,jít,impf
en:king-carrie:0:shuff:57,cs:king-carrie:0:shuff:56,go,go,jít,jít,impf
en:king-carrie:0:shuff:57,cs:king-carrie:0:shuff:56,want,want,nechtěla,chtít,impf
en:king-carrie:0:shuff:57,cs:king-carrie:0:shuff:56,do,do,jít,jít,impf
en:king-carrie:0:shuff:57,cs:king-carrie:0:shuff:56,go,go,jít,jít,impf
en:king-carrie:0:shuff:59,cs:king-carrie:0:shuff:58,went,go,začal,začít,pf
en:king-carrie:0:shuff:60,cs:king-carrie:0:shuff:59,see,see,viděl,vidět,impf
en:king-carrie:0:shuff:62,cs:king-carrie:0:shuff:61,saw,see,Viděl,vidět,impf
en:king-carrie:0:shuff:66,cs:king-carrie:0:shuff:65,started,start,začaly,začít,pf
en:king-carrie:0:shuff:66,cs:king-carrie:0:shuff:65,go,go,začaly,začít,pf
en:king-carrie:0:shuff:66,cs:king-carrie:0:shuff:65,go,go,jezdit,jezdit,impf
en:king-carrie:0:shuff:67,cs:king-carrie:0:shuff:66,came,come,nepřijížděli,přijíždět,impf
en:king-carrie:0:shuff:71,cs:king-carrie:0:shuff:69,take,take,udělat,udělat,pf
en:king-carrie:0:shuff:71,cs:king-carrie:0:shuff:69,took,take,udělat,udělat,pf
en:king-carrie:0:shuff:71,cs:king-carrie:0:shuff:69,came,come,udělat,udělat,pf
en:king-carrie:0:shuff:71,cs:king-carrie:0:shuff:69,take,take,udělala,udělat,pf
en:king-carrie:0:shuff:71,cs:king-carrie:0:shuff:69,took,take,udělala,udělat,pf
en:king-carrie:0:shuff:71,cs:king-carrie:0:shuff:69,came,come,udělala,udělat,pf
en:king-carrie:0:shuff:73,cs:king-carrie:0:shuff:72,remember,remember,pamatuju,pamatovat,impf
en:king-carrie:0:shuff:75,cs:king-carrie:0:shuff:74,hit,hit,zasáhl,zasáhnout,pf
en:king-carrie:0:shuff:76,cs:king-carrie:0:shuff:75,hit,hit,zasaženo,zasáhnout,pf
en:king-carrie:0:shuff:79,cs:king-carrie:0:shuff:79,got,get,nedostalo,dostat,pf
en:king-carrie:0:shuff:82,cs:king-carrie:0:shuff:83,said,say,řekla,říci,pf
en:king-carrie:0:shuff:87,cs:king-carrie:0:shuff:88,sat,sit,seděla,sedět,impf
en:king-carrie:0:shuff:88,cs:king-carrie:0:shuff:89,sat,sit,seděla,sedět,impf
en:king-carrie:0:shuff:96,cs:king-carrie:0:shuff:99,decided,decide,rozhodl,rozhodnout,pf
en:king-carrie:0:shuff:103,cs:king-carrie:0:shuff:105,stirring,stir,hnula,hnout,pf
en:king-carrie:0:shuff:104,cs:king-carrie:0:shuff:106,looked,look,podíval,podívat,pf
en:king-carrie:0:shuff:107,cs:king-carrie:0:shuff:109,going,go,Půjde,jít,impf
en:king-carrie:0:shuff:109,cs:king-carrie:0:shuff:111,rocked,rock,otřáslo,otřást,pf
en:king-carrie:0:shuff:109,cs:king-carrie:0:shuff:111,said,say,řekl,říci,pf
en:king-carrie:0:shuff:116,cs:king-carrie:0:shuff:118,understand,understand,rozuměla,rozumět,impf
en:king-carrie:0:shuff:118,cs:king-carrie:0:shuff:120,said,say,Řekl,říci,pf
en:king-carrie:0:shuff:118,cs:king-carrie:0:shuff:120,see,see,postarají,postarat,pf
en:king-carrie:0:shuff:122,cs:king-carrie:0:shuff:124,told,tell,řekla,říci,pf
en:king-carrie:0:shuff:123,cs:king-carrie:0:shuff:125,served,serve,podával,podávat,impf
en:king-carrie:0:shuff:124,cs:king-carrie:0:shuff:126,remember,remember,vzpomínají,vzpomínat,impf
en:king-carrie:0:shuff:124,cs:king-carrie:0:shuff:126,suffer,suffer,netrpí,trpět,impf
en:king-carrie:0:shuff:127,cs:king-carrie:0:shuff:129,came,come,přišel,přijít,pf
en:king-carrie:0:shuff:127,cs:king-carrie:0:shuff:129,started,start,začal,začít,pf
en:king-carrie:0:shuff:127,cs:king-carrie:0:shuff:129,going,go,začal,začít,pf
en:king-carrie:0:shuff:137,cs:king-carrie:0:shuff:139,take,take,Vzal,vzít,pf
en:king-carrie:0:shuff:140,cs:king-carrie:0:shuff:142,arrive,arrive,přijel,přijet,pf
en:king-carrie:0:shuff:144,cs:king-carrie:0:shuff:146,see,see,postará,postarat,pf
en:king-carrie:0:shuff:145,cs:king-carrie:0:shuff:147,start,start,začínat,začínat,impf
en:king-carrie:0:shuff:147,cs:king-carrie:0:shuff:149,finding,find,zjistila,zjistit,pf
en:king-carrie:0:shuff:148,cs:king-carrie:0:shuff:150,whisper,whisper,šeptala,šeptat,impf
en:king-carrie:0:shuff:151,cs:king-carrie:0:shuff:153,see,see,Viděla,vidět,impf
en:king-carrie:0:shuff:151,cs:king-carrie:0:shuff:153,walking,walk,kráčí,kráčet,impf
en:king-carrie:0:shuff:151,cs:king-carrie:0:shuff:153,wrestling,wrestle,zápasí,zápasit,impf
en:king-carrie:0:shuff:151,cs:king-carrie:0:shuff:153,wrestled,wrestle,zápasí,zápasit,impf
en:king-carrie:0:shuff:151,cs:king-carrie:0:shuff:153,wrestling,wrestle,zápasil,zápasit,impf
en:king-carrie:0:shuff:151,cs:king-carrie:0:shuff:153,wrestled,wrestle,zápasil,zápasit,impf
en:king-carrie:0:shuff:152,cs:king-carrie:0:shuff:154,filled,fill,naplněno,naplnit,pf
en:king-carrie:0:shuff:154,cs:king-carrie:0:shuff:156,want,want,nechci,chtít,impf
en:king-carrie:0:shuff:154,cs:king-carrie:0:shuff:156,hear,hear,poslouchat,poslouchat,impf
en:king-carrie:0:shuff:155,cs:king-carrie:0:shuff:157,began,begin,začaly,začít,pf
en:king-carrie:0:shuff:156,cs:king-carrie:0:shuff:158,smelled,smell,ucítila,ucítit,pf
en:king-carrie:0:shuff:157,cs:king-carrie:0:shuff:159,came,come,přišel,přijít,pf
en:king-carrie:0:shuff:157,cs:king-carrie:0:shuff:159,gotten,get,přišel,přijít,pf
en:king-carrie:0:shuff:157,cs:king-carrie:0:shuff:159,think,think,měla,mít,impf
en:king-carrie:0:shuff:157,cs:king-carrie:0:shuff:159,thought,think,měla,mít,impf
en:king-carrie:0:shuff:157,cs:king-carrie:0:shuff:159,told,tell,vyprávěli,vyprávět,impf
en:king-carrie:0:shuff:157,cs:king-carrie:0:shuff:159,think,think,myslel,myslet,impf
en:king-carrie:0:shuff:157,cs:king-carrie:0:shuff:159,thought,think,myslel,myslet,impf
en:king-carrie:0:shuff:157,cs:king-carrie:0:shuff:159,gone,go,děláme,dělat,impf
en:king-carrie:0:shuff:158,cs:king-carrie:0:shuff:160,wants,want,nechce,chtít,impf
en:king-carrie:0:shuff:158,cs:king-carrie:0:shuff:160,believe,believe,věřit,věřit,impf
en:king-carrie:0:shuff:159,cs:king-carrie:0:shuff:161,read,read,přečtou,přečíst,pf
en:king-carrie:0:shuff:167,cs:king-carrie:0:shuff:167,said,say,řekla,říci,pf
en:king-carrie:0:shuff:168,cs:king-carrie:0:shuff:168,set,set,Zařídila,zařídit,pf
en:king-carrie:0:shuff:170,cs:king-carrie:0:shuff:170,applauding,applaud,tleskají,tleskat,impf
en:king-carrie:0:shuff:172,cs:king-carrie:0:shuff:172,ask,ask,neptej,ptát,impf
en:king-carrie:0:shuff:178,cs:king-carrie:0:shuff:178,Survived,survive,PŘEŽILI,přežít,pf
en:king-carrie:0:shuff:180,cs:king-carrie:0:shuff:180,applauding,applaud,tleskali,tleskat,impf
en:king-carrie:0:shuff:180,cs:king-carrie:0:shuff:180,singing,sing,zpívali,zpívat,impf
en:king-carrie:0:shuff:181,cs:king-carrie:0:shuff:181,said,say,řekla,říci,pf
en:king-carrie:0:shuff:183,cs:king-carrie:0:shuff:183,tried,try,Zkoušela,zkoušet,impf
en:king-carrie:0:shuff:183,cs:king-carrie:0:shuff:183,argue,argue,hádat,hádat,impf
en:king-carrie:0:shuff:183,cs:king-carrie:0:shuff:183,want,want,nechtěla,chtít,impf
en:king-carrie:0:shuff:183,cs:king-carrie:0:shuff:183,want,want,nechtěla,chtít,impf
en:king-carrie:0:shuff:185,cs:king-carrie:0:shuff:185,Trying,try,Pokoušet,pokoušet,impf
en:king-carrie:0:shuff:185,cs:king-carrie:0:shuff:185,trying,try,Pokoušet,pokoušet,impf
en:king-carrie:0:shuff:185,cs:king-carrie:0:shuff:185,Trying,try,pokoušet,pokoušet,impf
en:king-carrie:0:shuff:185,cs:king-carrie:0:shuff:185,trying,try,pokoušet,pokoušet,impf
en:king-carrie:0:shuff:186,cs:king-carrie:0:shuff:186,muttered,mutter,zamumlala,zamumlat,pf
en:king-carrie:0:shuff:188,cs:king-carrie:0:shuff:189,raised,raise,zdvihla,zdvihnout,pf
en:king-carrie:0:shuff:193,cs:king-carrie:0:shuff:195,going,go,půjdu,jít,impf
en:king-carrie:0:shuff:194,cs:king-carrie:0:shuff:196,see,see,vidíš,vidět,impf
en:king-carrie:0:shuff:194,cs:king-carrie:0:shuff:196,see,see,vidíš,vidět,impf
en:king-carrie:0:shuff:194,cs:king-carrie:0:shuff:196,see,see,vidíš,vidět,impf
en:king-carrie:0:shuff:194,cs:king-carrie:0:shuff:196,see,see,vidíš,vidět,impf
en:king-carrie:0:shuff:196,cs:king-carrie:0:shuff:198,looked,look,podívala,podívat,pf
en:king-carrie:0:shuff:200,cs:king-carrie:0:shuff:202,looked,look,podívala,podívat,pf
en:king-carrie:0:shuff:200,cs:king-carrie:0:shuff:202,pushing,push,snaží,snažit,impf
en:king-carrie:0:shuff:204,cs:king-carrie:0:shuff:205,listening,listen,poslouchala,poslouchat,impf
en:king-carrie:0:shuff:205,cs:king-carrie:0:shuff:206,tempted,tempt,pokoušena,pokoušet,impf
en:king-carrie:0:shuff:206,cs:king-carrie:0:shuff:207,Show,show,Ukaž,ukázat,pf
en:king-carrie:0:shuff:208,cs:king-carrie:0:shuff:209,Let,let,Nech,nechat,pf
en:king-carrie:0:shuff:208,cs:king-carrie:0:shuff:209,go,go,odejít,odejít,pf
en:king-carrie:0:shuff:209,cs:king-carrie:0:shuff:210,tried,try,Pokoušela,pokoušet,impf
en:king-carrie:0:shuff:213,cs:king-carrie:0:shuff:213,perform,perform,vykonat,vykonat,pf
en:king-carrie:0:shuff:214,cs:king-carrie:0:shuff:214,see,see,vidím,vidět,impf
en:king-carrie:0:shuff:216,cs:king-carrie:0:shuff:215,fell,fall,Upadla,upadnout,pf
en:king-carrie:0:shuff:217,cs:king-carrie:0:shuff:216,felt,feel,Cítila,cítit,impf
en:king-carrie:0:shuff:219,cs:king-carrie:0:shuff:218,dies,die,neumírá,umírat,impf
en:king-carrie:0:shuff:229,cs:king-carrie:0:shuff:225,lying,lie,ležela,ležet,impf
en:king-carrie:0:shuff:230,cs:king-carrie:0:shuff:226,started,start,začala,začít,pf
en:king-carrie:0:shuff:230,cs:king-carrie:0:shuff:226,seen,see,neviděli,vidět,impf
en:king-carrie:0:shuff:231,cs:king-carrie:0:shuff:227,said,say,říkali,říkat,impf
en:king-carrie:0:shuff:231,cs:king-carrie:0:shuff:227,said,say,říkali,říkat,impf
en:king-carrie:0:shuff:234,cs:king-carrie:0:shuff:230,did,do,způsobila,způsobit,pf
en:king-carrie:0:shuff:238,cs:king-carrie:0:shuff:234,Thank,thank,Děkuji,děkovat,impf
en:king-carrie:0:shuff:240,cs:king-carrie:0:shuff:236,ask,ask,zeptala,zeptat,pf
en:king-carrie:0:shuff:244,cs:king-carrie:0:shuff:240,believing,believe,uvěřit,uvěřit,pf
en:king-carrie:0:shuff:245,cs:king-carrie:0:shuff:241,looked,look,podívala,podívat,pf
en:king-carrie:0:shuff:245,cs:king-carrie:0:shuff:241,saw,see,podívala,podívat,pf
en:king-carrie:0:shuff:245,cs:king-carrie:0:shuff:241,looking,look,podívala,podívat,pf
en:king-carrie:0:shuff:245,cs:king-carrie:0:shuff:241,got,get,dostal,dostat,pf
en:king-carrie:0:shuff:245,cs:king-carrie:0:shuff:241,saw,see,uviděla,uvidět,pf
en:king-carrie:0:shuff:245,cs:king-carrie:0:shuff:241,looked,look,dívala,dívat,impf
en:king-carrie:0:shuff:245,cs:king-carrie:0:shuff:241,saw,see,dívala,dívat,impf
en:king-carrie:0:shuff:245,cs:king-carrie:0:shuff:241,looking,look,dívala,dívat,impf
en:king-carrie:0:shuff:247,cs:king-carrie:0:shuff:243,hammering,hammer,bušili,bušit,impf
en:king-carrie:0:shuff:252,cs:king-carrie:0:shuff:248,said,say,řekl,říci,pf
en:king-carrie:0:shuff:254,cs:king-carrie:0:shuff:250,started,start,nastartoval,nastartovat,pf
en:king-carrie:0:shuff:255,cs:king-carrie:0:shuff:251,began,begin,začala,začít,pf
en:king-carrie:0:shuff:256,cs:king-carrie:0:shuff:252,felt,feel,ucítil,ucítit,pf
en:king-carrie:0:shuff:258,cs:king-carrie:0:shuff:254,placed,place,umístěny,umístit,pf
en:king-carrie:0:shuff:264,cs:king-carrie:0:shuff:260,telling,tell,povídám,povídat,impf
en:king-carrie:0:shuff:264,cs:king-carrie:0:shuff:260,said,say,povídám,povídat,impf
en:king-carrie:0:shuff:264,cs:king-carrie:0:shuff:260,telling,tell,řekla,říci,pf
en:king-carrie:0:shuff:264,cs:king-carrie:0:shuff:260,said,say,řekla,říci,pf
en:king-carrie:0:shuff:266,cs:king-carrie:0:shuff:262,said,say,Řekněme,říci,pf
en:king-carrie:0:shuff:266,cs:king-carrie:0:shuff:262,Suppose,suppose,věřím,věřit,impf
en:king-carrie:0:shuff:266,cs:king-carrie:0:shuff:262,believe,believe,věřím,věřit,impf
en:king-carrie:0:shuff:268,cs:king-carrie:0:shuff:264,mean,mean,Myslíš,myslet,impf
en:king-carrie:0:shuff:270,cs:king-carrie:0:shuff:266,Make,make,Přinutí,přinutit,pf
en:king-carrie:0:shuff:273,cs:king-carrie:0:shuff:269,Come,come,jdi,jít,impf
en:king-carrie:0:shuff:276,cs:king-carrie:0:shuff:271,Sounded,sound,Znělo,znít,impf
en:king-carrie:0:shuff:280,cs:king-carrie:0:shuff:275,danced,dance,tančily,tančit,impf
en:king-carrie:0:shuff:286,cs:king-carrie:0:shuff:283,think,think,Myslíš,myslet,impf
en:king-carrie:0:shuff:294,cs:king-carrie:0:shuff:290,hid,hide,kryl,krýt,impf
en:king-carrie:0:shuff:298,cs:king-carrie:0:shuff:294,seeing,see,zahlédla,zahlédnout,pf
en:king-carrie:0:shuff:298,cs:king-carrie:0:shuff:294,penetrating,penetrate,vniknout,vniknout,pf
en:king-carrie:0:shuff:300,cs:king-carrie:0:shuff:296,stared,stare,zíraly,zírat,impf
en:king-carrie:0:shuff:315,cs:king-carrie:0:shuff:313,think,think,myslíte,myslet,impf
en:king-carrie:0:shuff:316,cs:king-carrie:0:shuff:314,want,want,Chci,chtít,impf
en:king-carrie:0:shuff:321,cs:king-carrie:0:shuff:319,lowered,lower,Snížila,snížit,pf
en:king-carrie:0:shuff:323,cs:king-carrie:0:shuff:321,Lowered,lower,Snížila,snížit,pf
en:king-carrie:0:shuff:336,cs:king-carrie:0:shuff:334,keeping,keep,Měla,mít,impf
en:king-carrie:0:shuff:336,cs:king-carrie:0:shuff:334,keeping,keep,držet,držet,impf
en:king-carrie:0:shuff:336,cs:king-carrie:0:shuff:334,looking,look,vyhledat,vyhledat,pf
en:king-carrie:0:shuff:336,cs:king-carrie:0:shuff:334,find,find,vyhledat,vyhledat,pf
en:king-carrie:0:shuff:336,cs:king-carrie:0:shuff:334,admit,admit,přiznat,přiznat,pf
en:king-carrie:0:shuff:338,cs:king-carrie:0:shuff:336,rose,rise,povstala,povstat,pf
en:king-carrie:0:shuff:338,cs:king-carrie:0:shuff:336,cried,cry,vykřikla,vykřiknout,pf
en:king-carrie:0:shuff:341,cs:king-carrie:0:shuff:339,tell,tell,poznat,poznat,pf
en:king-carrie:0:shuff:344,cs:king-carrie:0:shuff:342,describe,describe,popsat,popsat,pf
en:king-carrie:0:shuff:346,cs:king-carrie:0:shuff:344,fell,fall,spadla,spadnout,pf
en:king-carrie:0:shuff:348,cs:king-carrie:0:shuff:346,hopping,hop,skáče,skákat,impf
en:king-carrie:0:shuff:349,cs:king-carrie:0:shuff:347,seemed,seem,zdála,zdát,impf
en:king-carrie:0:shuff:351,cs:king-carrie:0:shuff:349,tried,try,zkusila,zkusit,pf
en:king-carrie:0:shuff:351,cs:king-carrie:0:shuff:349,allow,allow,umožnila,umožnit,pf
en:king-carrie:0:shuff:352,cs:king-carrie:0:shuff:350,felt,feel,Cítila,cítit,impf
en:king-carrie:0:shuff:352,cs:king-carrie:0:shuff:350,dying,die,umírá,umírat,impf
en:king-carrie:0:shuff:352,cs:king-carrie:0:shuff:350,want,want,nechtěla,chtít,impf
en:king-carrie:0:shuff:352,cs:king-carrie:0:shuff:350,see,see,vidět,vidět,impf
en:king-carrie:0:shuff:353,cs:king-carrie:0:shuff:351,let,let,nech,nechat,pf
en:king-carrie:0:shuff:355,cs:king-carrie:0:shuff:353,sat,sit,Posadila,posadit,pf
en:king-carrie:0:shuff:362,cs:king-carrie:0:shuff:360,whispered,whisper,zašeptala,zašeptat,pf
en:king-carrie:0:shuff:363,cs:king-carrie:0:shuff:361,filling,fill,plnilo,plnit,impf
en:king-carrie:0:shuff:366,cs:king-carrie:0:shuff:367,go,go,vedla,vést,impf
en:king-carrie:0:shuff:367,cs:king-carrie:0:shuff:368,tries,try,pokoušela,pokoušet,impf
en:king-carrie:0:shuff:368,cs:king-carrie:0:shuff:369,called,call,nazvala,nazvat,pf
en:king-carrie:0:shuff:368,cs:king-carrie:0:shuff:369,said,say,řekla,říci,pf
en:king-carrie:0:shuff:368,cs:king-carrie:0:shuff:369,told,tell,řekla,říci,pf
en:king-carrie:0:shuff:368,cs:king-carrie:0:shuff:369,dance,dance,tancovat,tancovat,impf
en:king-carrie:0:shuff:371,cs:king-carrie:0:shuff:372,stay,stay,zůstat,zůstat,pf
en:king-carrie:0:shuff:376,cs:king-carrie:0:shuff:377,threw,throw,házely,házet,impf
en:king-carrie:0:shuff:377,cs:king-carrie:0:shuff:378,come,come,nepřišel,přijít,pf
en:king-carrie:0:shuff:380,cs:king-carrie:0:shuff:380,remembered,remember,vzpomněla,vzpomenout,pf
en:king-carrie:0:shuff:382,cs:king-carrie:0:shuff:382,thinking,think,Přemýšlela,přemýšlet,impf
en:king-carrie:0:shuff:386,cs:king-carrie:0:shuff:386,turned,turn,odvrátila,odvrátit,pf
en:king-carrie:0:shuff:387,cs:king-carrie:0:shuff:387,said,say,říká,říkat,impf
en:king-carrie:0:shuff:387,cs:king-carrie:0:shuff:387,run,run,běžet,běžet,impf
en:king-carrie:0:shuff:390,cs:king-carrie:0:shuff:390,do,do,udělat,udělat,pf
en:king-carrie:0:shuff:391,cs:king-carrie:0:shuff:391,go,go,Děláme,dělat,impf
en:king-carrie:0:shuff:392,cs:king-carrie:0:shuff:392,made,make,způsobil,způsobit,pf
en:king-carrie:0:shuff:393,cs:king-carrie:0:shuff:393,screamed,scream,vykřikly,vykřiknout,pf
en:king-carrie:0:shuff:395,cs:king-carrie:0:shuff:395,stopped,stop,ustalo,ustat,pf
en:king-carrie:0:shuff:397,cs:king-carrie:0:shuff:397,trickling,trickle,stékala,stékat,impf
en:king-carrie:0:shuff:399,cs:king-carrie:0:shuff:399,voted,vote,volit,volit,impf
en:king-carrie:0:shuff:401,cs:king-carrie:0:shuff:401,thought,think,považovaly,považovat,impf
en:king-carrie:0:shuff:401,cs:king-carrie:0:shuff:401,thought,think,mysleli,myslet,impf
en:king-carrie:0:shuff:403,cs:king-carrie:0:shuff:403,placed,place,kladli,klást,impf
en:king-carrie:0:shuff:406,cs:king-carrie:0:shuff:406,grip,grip,sevřela,sevřít,pf
en:king-carrie:0:shuff:411,cs:king-carrie:0:shuff:411,talked,talk,nemluvila,mluvit,impf
en:king-carrie:0:shuff:412,cs:king-carrie:0:shuff:412,remembered,remember,pamatuje,pamatovat,impf
en:king-carrie:0:shuff:413,cs:king-carrie:0:shuff:413,remembered,remember,vzpomínala,vzpomínat,impf
en:king-carrie:0:shuff:421,cs:king-carrie:0:shuff:421,did,do,Udělals,udělat,pf
en:king-carrie:0:shuff:423,cs:king-carrie:0:shuff:423,going,go,jedu,jet,impf
en:king-carrie:0:shuff:427,cs:king-carrie:0:shuff:427,drove,drive,Jezdili,jezdit,impf
en:king-carrie:0:shuff:428,cs:king-carrie:0:shuff:428,went,go,Chodili,chodit,impf
en:king-carrie:0:shuff:429,cs:king-carrie:0:shuff:429,wore,wear,nosili,nosit,impf
en:king-carrie:0:shuff:430,cs:king-carrie:0:shuff:430,talked,talk,mluvili,mluvit,impf
en:king-carrie:0:shuff:436,cs:king-carrie:0:shuff:435,trying,try,Snažila,snažit,impf
en:king-carrie:0:shuff:436,cs:king-carrie:0:shuff:435,trying,try,snažila,snažit,impf
en:king-carrie:0:shuff:440,cs:king-carrie:0:shuff:439,vanished,vanish,zmizel,zmizet,pf
en:king-carrie:0:shuff:441,cs:king-carrie:0:shuff:440,descended,descend,Upadli,upadnout,pf
en:king-carrie:0:shuff:442,cs:king-carrie:0:shuff:441,stopped,stop,přestala,přestat,pf
en:king-carrie:0:shuff:442,cs:king-carrie:0:shuff:441,began,begin,začal,začít,pf
en:king-carrie:0:shuff:443,cs:king-carrie:0:shuff:442,woke,wake,vzbudila,vzbudit,pf
en:king-carrie:0:shuff:443,cs:king-carrie:0:shuff:442,said,say,ukazovaly,ukazovat,impf
en:king-carrie:0:shuff:444,cs:king-carrie:0:shuff:443,pounding,pound,bušil,bušit,impf
en:king-carrie:0:shuff:447,cs:king-carrie:0:shuff:446,went,go,odešla,odejít,pf
en:king-carrie:0:shuff:450,cs:king-carrie:0:shuff:449,gone,go,jít,jít,impf
en:king-carrie:0:shuff:450,cs:king-carrie:0:shuff:449,gone,go,jít,jít,impf
en:king-carrie:0:shuff:450,cs:king-carrie:0:shuff:449,gone,go,jít,jít,impf
en:king-carrie:0:shuff:450,cs:king-carrie:0:shuff:449,gone,go,jít,jít,impf
en:king-carrie:0:shuff:450,cs:king-carrie:0:shuff:449,committing,commit,spáchat,spáchat,pf
en:king-carrie:0:shuff:451,cs:king-carrie:0:shuff:450,waiting,wait,čekala,čekat,impf
en:king-carrie:0:shuff:456,cs:king-carrie:0:shuff:455,heard,hear,slyšela,slyšet,impf
en:king-carrie:0:shuff:459,cs:king-carrie:0:shuff:458,heard,hear,slyšela,slyšet,impf
en:king-carrie:0:shuff:461,cs:king-carrie:0:shuff:460,suing,sue,žaluje,žalovat,impf
en:king-carrie:0:shuff:461,cs:king-carrie:0:shuff:460,went,go,pokračovala,pokračovat,impf
en:king-carrie:0:shuff:464,cs:king-carrie:0:shuff:463,Come,come,Pojď,jít,impf
en:king-carrie:0:shuff:466,cs:king-carrie:0:shuff:465,love,love,líbí,líbit,impf
en:king-carrie:0:shuff:467,cs:king-carrie:0:shuff:466,made,make,Ušila,ušít,pf
en:king-carrie:0:shuff:468,cs:king-carrie:0:shuff:467,Made,make,Ušila,ušít,pf
en:king-carrie:0:shuff:469,cs:king-carrie:0:shuff:468,opened,open,otevřela,otevřít,pf
en:king-carrie:0:shuff:471,cs:king-carrie:0:shuff:470,felt,feel,cítila,cítit,impf
en:king-carrie:0:shuff:475,cs:king-carrie:0:shuff:473,got,get,koupila,koupit,pf
en:king-carrie:0:shuff:477,cs:king-carrie:0:shuff:475,Come,come,jdeme,jít,impf
en:king-carrie:0:shuff:480,cs:king-carrie:0:shuff:478,asked,ask,zeptal,zeptat,pf
en:king-carrie:0:shuff:483,cs:king-carrie:0:shuff:481,stopped,stop,Přestala,přestat,pf
en:king-carrie:0:shuff:484,cs:king-carrie:0:shuff:482,blew,blow,foukal,foukat,impf
en:king-carrie:0:shuff:494,cs:king-carrie:0:shuff:491,stunned,stun,ohromeni,ohromit,pf
en:king-carrie:0:shuff:495,cs:king-carrie:0:shuff:492,wandering,wander,procházeli,procházet,impf
en:king-carrie:0:shuff:495,cs:king-carrie:0:shuff:492,talking,talk,hovořili,hovořit,impf
en:king-carrie:0:shuff:496,cs:king-carrie:0:shuff:493,start,start,nastartovala,nastartovat,pf
en:king-carrie:0:shuff:497,cs:king-carrie:0:shuff:494,yelled,yell,vykřikl,vykřiknout,pf
en:king-carrie:0:shuff:500,cs:king-carrie:0:shuff:497,felt,feel,cítila,cítit,impf
en:king-carrie:0:shuff:502,cs:king-carrie:0:shuff:499,took,take,Přijala,přijmout,pf
en:king-carrie:0:shuff:502,cs:king-carrie:0:shuff:499,thought,think,myslím,myslet,impf
