en:Skvorecky-PribehIng_2:0:shuff:199,cs:Skvorecky-PribehIng_2:0:shuff:214,learned,learn,naučila,naučit,pf
en:Skvorecky-PribehIng_2:0:shuff:199,cs:Skvorecky-PribehIng_2:0:shuff:214,speak,speak,mluví,mluvit,impf
en:Skvorecky-PribehIng_2:0:shuff:199,cs:Skvorecky-PribehIng_2:0:shuff:214,talk,talk,mluví,mluvit,impf
en:Skvorecky-PribehIng_2:0:shuff:199,cs:Skvorecky-PribehIng_2:0:shuff:214,remember,remember,pomatuješ,pamatovat,impf
en:Skvorecky-PribehIng_2:0:shuff:201,cs:Skvorecky-PribehIng_2:0:shuff:216,wear,wear,nenosí,nosit,impf
en:Skvorecky-PribehIng_2:0:shuff:201,cs:Skvorecky-PribehIng_2:0:shuff:216,wear,wear,má,mít,impf
en:Skvorecky-PribehIng_2:0:shuff:215,cs:Skvorecky-PribehIng_2:0:shuff:217,sat,sit,usadil,usadit,pf
en:Skvorecky-PribehIng_2:0:shuff:220,cs:Skvorecky-PribehIng_2:0:shuff:224,think,think,myslim,myslit,impf
en:Skvorecky-PribehIng_2:0:shuff:221,cs:Skvorecky-PribehIng_2:0:shuff:225,think,think,myslíš,myslet,impf
en:Skvorecky-PribehIng_2:0:shuff:221,cs:Skvorecky-PribehIng_2:0:shuff:225,supposed,suppose,myslíš,myslet,impf
en:Skvorecky-PribehIng_2:0:shuff:221,cs:Skvorecky-PribehIng_2:0:shuff:225,think,think,mám,mít,impf
en:Skvorecky-PribehIng_2:0:shuff:226,cs:Skvorecky-PribehIng_2:0:shuff:229,says,say,říká,říkat,impf
en:Skvorecky-PribehIng_2:0:shuff:228,cs:Skvorecky-PribehIng_2:0:shuff:232,shot,shoot,vypálili,vypálit,pf
en:Skvorecky-PribehIng_2:0:shuff:229,cs:Skvorecky-PribehIng_2:0:shuff:233,believe,believe,nevěří,věřit,impf
en:Skvorecky-PribehIng_2:0:shuff:229,cs:Skvorecky-PribehIng_2:0:shuff:233,seems,seem,zdá,zdát,impf
en:Skvorecky-PribehIng_2:0:shuff:229,cs:Skvorecky-PribehIng_2:0:shuff:233,do,do,berou,brát,impf
en:Skvorecky-PribehIng_2:0:shuff:229,cs:Skvorecky-PribehIng_2:0:shuff:233,taken,take,berou,brát,impf
en:Skvorecky-PribehIng_2:0:shuff:229,cs:Skvorecky-PribehIng_2:0:shuff:233,take,take,berou,brát,impf
en:Skvorecky-PribehIng_2:0:shuff:230,cs:Skvorecky-PribehIng_2:0:shuff:234,believe,believe,Nemyslí,myslet,impf
en:Skvorecky-PribehIng_2:0:shuff:231,cs:Skvorecky-PribehIng_2:0:shuff:235,waiting,wait,čeká,čekat,impf
en:Skvorecky-PribehIng_2:0:shuff:237,cs:Skvorecky-PribehIng_2:0:shuff:241,called,call,řikalo,říkat,impf
en:Skvorecky-PribehIng_2:0:shuff:237,cs:Skvorecky-PribehIng_2:0:shuff:241,said,say,řikalo,říkat,impf
en:Skvorecky-PribehIng_2:0:shuff:237,cs:Skvorecky-PribehIng_2:0:shuff:241,said,say,pravil,pravit,pf
en:Skvorecky-PribehIng_2:0:shuff:237,cs:Skvorecky-PribehIng_2:0:shuff:241,remembered,remember,vzpomněl,vzpomenout,pf
en:Skvorecky-PribehIng_2:0:shuff:240,cs:Skvorecky-PribehIng_2:0:shuff:244,suggested,suggest,navrhl,navrhnout,pf
en:Skvorecky-PribehIng_2:0:shuff:242,cs:Skvorecky-PribehIng_2:0:shuff:246,said,say,pravil,pravit,pf
en:Skvorecky-PribehIng_2:0:shuff:246,cs:Skvorecky-PribehIng_2:0:shuff:250,reject,reject,odmítne,odmítnout,pf
en:Skvorecky-PribehIng_2:0:shuff:248,cs:Skvorecky-PribehIng_2:0:shuff:252,put,put,vyjádřil,vyjádřit,pf
en:Skvorecky-PribehIng_2:0:shuff:249,cs:Skvorecky-PribehIng_2:0:shuff:253,used,use,použito,použít,pf
en:Skvorecky-PribehIng_2:0:shuff:249,cs:Skvorecky-PribehIng_2:0:shuff:253,overthrown,overthrow,svržen,svrhnout,pf
en:Skvorecky-PribehIng_2:0:shuff:249,cs:Skvorecky-PribehIng_2:0:shuff:253,died,die,umřel,umřít,pf
en:Skvorecky-PribehIng_2:0:shuff:251,cs:Skvorecky-PribehIng_2:0:shuff:255,jumps,jump,vyskočí,vyskočit,pf
en:Skvorecky-PribehIng_2:0:shuff:255,cs:Skvorecky-PribehIng_2:0:shuff:259,says,say,řekne,říci,pf
en:Skvorecky-PribehIng_2:0:shuff:258,cs:Skvorecky-PribehIng_2:0:shuff:262,go,go,šel,jít,impf
en:Skvorecky-PribehIng_2:0:shuff:258,cs:Skvorecky-PribehIng_2:0:shuff:262,do,do,šel,jít,impf
en:Skvorecky-PribehIng_2:0:shuff:259,cs:Skvorecky-PribehIng_2:0:shuff:263,went,go,Šel,jít,impf
en:Skvorecky-PribehIng_2:0:shuff:266,cs:Skvorecky-PribehIng_2:0:shuff:268,Come,come,Pojď,jít,impf
en:Skvorecky-PribehIng_2:0:shuff:267,cs:Skvorecky-PribehIng_2:0:shuff:269,went,go,Šli,jít,impf
en:Skvorecky-PribehIng_2:0:shuff:270,cs:Skvorecky-PribehIng_2:0:shuff:273,loves,love,miluje,milovat,impf
en:Skvorecky-PribehIng_2:0:shuff:270,cs:Skvorecky-PribehIng_2:0:shuff:273,says,say,říká,říkat,impf
en:Skvorecky-PribehIng_2:0:shuff:271,cs:Skvorecky-PribehIng_2:0:shuff:274,stares,stare,Zírá,zírat,impf
en:Skvorecky-PribehIng_2:0:shuff:274,cs:Skvorecky-PribehIng_2:0:shuff:278,taking,take,bereš,brát,impf
en:Skvorecky-PribehIng_2:0:shuff:276,cs:Skvorecky-PribehIng_2:0:shuff:280,said,say,řekla,říci,pf
en:Skvorecky-PribehIng_2:0:shuff:277,cs:Skvorecky-PribehIng_2:0:shuff:281,leave,leave,nechám,nechat,pf
en:Skvorecky-PribehIng_2:0:shuff:277,cs:Skvorecky-PribehIng_2:0:shuff:281,tell,tell,řekne,říci,pf
en:Skvorecky-PribehIng_2:0:shuff:277,cs:Skvorecky-PribehIng_2:0:shuff:281,tell,tell,řekne,říci,pf
en:Skvorecky-PribehIng_2:0:shuff:277,cs:Skvorecky-PribehIng_2:0:shuff:281,tell,tell,řekne,říci,pf
en:Skvorecky-PribehIng_2:0:shuff:277,cs:Skvorecky-PribehIng_2:0:shuff:281,tell,tell,povíš,povědět,pf
en:Skvorecky-PribehIng_2:0:shuff:277,cs:Skvorecky-PribehIng_2:0:shuff:281,tell,tell,povíš,povědět,pf
en:Skvorecky-PribehIng_2:0:shuff:277,cs:Skvorecky-PribehIng_2:0:shuff:281,tell,tell,povíš,povědět,pf
en:Skvorecky-PribehIng_2:0:shuff:280,cs:Skvorecky-PribehIng_2:0:shuff:285,think,think,myslet,myslet,impf
en:Skvorecky-PribehIng_2:0:shuff:280,cs:Skvorecky-PribehIng_2:0:shuff:285,show,show,vobjevil,objevit,pf
en:Skvorecky-PribehIng_2:0:shuff:286,cs:Skvorecky-PribehIng_2:0:shuff:292,brought,bring,Přivez,přivézt,pf
en:Skvorecky-PribehIng_2:0:shuff:291,cs:Skvorecky-PribehIng_2:0:shuff:296,reckon,reckon,počítám,počítat,impf
en:Skvorecky-PribehIng_2:0:shuff:292,cs:Skvorecky-PribehIng_2:0:shuff:297,want,want,chceme,chtít,impf
en:Skvorecky-PribehIng_2:0:shuff:296,cs:Skvorecky-PribehIng_2:0:shuff:300,crying,cry,brečím,brečet,impf
en:Skvorecky-PribehIng_2:0:shuff:305,cs:Skvorecky-PribehIng_2:0:shuff:307,tell,tell,říct,říci,pf
en:Skvorecky-PribehIng_2:0:shuff:310,cs:Skvorecky-PribehIng_2:0:shuff:316,suffering,suffer,trpí,trpět,impf
en:Skvorecky-PribehIng_2:0:shuff:316,cs:Skvorecky-PribehIng_2:0:shuff:338,awaken,awaken,probudit,probudit,pf
en:Skvorecky-PribehIng_2:0:shuff:319,cs:Skvorecky-PribehIng_2:0:shuff:341,wrote,write,napsal,napsat,pf
en:Skvorecky-PribehIng_2:0:shuff:330,cs:Skvorecky-PribehIng_2:0:shuff:343,publish,publish,nevydali,vydat,pf
en:Skvorecky-PribehIng_2:0:shuff:332,cs:Skvorecky-PribehIng_2:0:shuff:345,wrote,write,Napsal,napsat,pf
en:Skvorecky-PribehIng_2:0:shuff:332,cs:Skvorecky-PribehIng_2:0:shuff:345,avenge,avenge,pomstil,pomstít,pf
en:Skvorecky-PribehIng_2:0:shuff:339,cs:Skvorecky-PribehIng_2:0:shuff:355,discovered,discover,Zjistil,zjistit,pf
en:Skvorecky-PribehIng_2:0:shuff:339,cs:Skvorecky-PribehIng_2:0:shuff:355,written,write,skládá,skládat,impf
en:Skvorecky-PribehIng_2:0:shuff:341,cs:Skvorecky-PribehIng_2:0:shuff:357,sell,sell,prodám,prodat,pf
en:Skvorecky-PribehIng_2:0:shuff:343,cs:Skvorecky-PribehIng_2:0:shuff:359,do,do,udělám,udělat,pf
en:Skvorecky-PribehIng_2:0:shuff:344,cs:Skvorecky-PribehIng_2:0:shuff:360,rent,rent,Najmu,najmout,pf
en:Skvorecky-PribehIng_2:0:shuff:344,cs:Skvorecky-PribehIng_2:0:shuff:360,fill,fill,naplnim,naplnit,pf
en:Skvorecky-PribehIng_2:0:shuff:346,cs:Skvorecky-PribehIng_2:0:shuff:362,hired,hire,najímali,najímat,impf
en:Skvorecky-PribehIng_2:0:shuff:347,cs:Skvorecky-PribehIng_2:0:shuff:363,got,get,opatřili,opatřit,pf
en:Skvorecky-PribehIng_2:0:shuff:348,cs:Skvorecky-PribehIng_2:0:shuff:364,works,work,dělá,dělat,impf
en:Skvorecky-PribehIng_2:0:shuff:349,cs:Skvorecky-PribehIng_2:0:shuff:365,asked,ask,zeptala,zeptat,pf
en:Skvorecky-PribehIng_2:0:shuff:352,cs:Skvorecky-PribehIng_2:0:shuff:370,call,call,řikám,říkat,impf
en:Skvorecky-PribehIng_2:0:shuff:357,cs:Skvorecky-PribehIng_2:0:shuff:374,left,leave,nechal,nechat,pf
en:Skvorecky-PribehIng_2:0:shuff:358,cs:Skvorecky-PribehIng_2:0:shuff:375,twist,twist,kroutil,kroutit,impf
en:Skvorecky-PribehIng_2:0:shuff:359,cs:Skvorecky-PribehIng_2:0:shuff:376,said,say,pravil,pravit,pf
en:Skvorecky-PribehIng_2:0:shuff:365,cs:Skvorecky-PribehIng_2:0:shuff:383,admitted,admit,Uznal,uznat,pf
en:Skvorecky-PribehIng_2:0:shuff:366,cs:Skvorecky-PribehIng_2:0:shuff:385,talked,talk,Hovořili,hovořit,impf
en:Skvorecky-PribehIng_2:0:shuff:368,cs:Skvorecky-PribehIng_2:0:shuff:389,lying,lie,Leží,ležet,impf
en:Skvorecky-PribehIng_2:0:shuff:370,cs:Skvorecky-PribehIng_2:0:shuff:392,expected,expect,očekával,očekávat,impf
en:Skvorecky-PribehIng_2:0:shuff:371,cs:Skvorecky-PribehIng_2:0:shuff:393,goes,go,Jde,jít,impf
en:Skvorecky-PribehIng_2:0:shuff:379,cs:Skvorecky-PribehIng_2:0:shuff:401,ask,ask,vyzvu,vyzvat,pf
en:Skvorecky-PribehIng_2:0:shuff:380,cs:Skvorecky-PribehIng_2:0:shuff:402,dances,dance,Tančí,tančit,impf
en:Skvorecky-PribehIng_2:0:shuff:387,cs:Skvorecky-PribehIng_2:0:shuff:408,going,go,jedu,jet,impf
en:Skvorecky-PribehIng_2:0:shuff:389,cs:Skvorecky-PribehIng_2:0:shuff:411,said,say,řekl,říci,pf
en:Skvorecky-PribehIng_2:0:shuff:399,cs:Skvorecky-PribehIng_2:0:shuff:418,told,tell,říkali,říkat,impf
en:Skvorecky-PribehIng_2:0:shuff:399,cs:Skvorecky-PribehIng_2:0:shuff:418,publish,publish,vydávaj,vydávat,impf
en:Skvorecky-PribehIng_2:0:shuff:400,cs:Skvorecky-PribehIng_2:0:shuff:419,read,read,nečet,číst,impf
en:Skvorecky-PribehIng_2:0:shuff:402,cs:Skvorecky-PribehIng_2:0:shuff:421,swallowed,swallow,spolkl,spolknout,pf
en:Skvorecky-PribehIng_2:0:shuff:403,cs:Skvorecky-PribehIng_2:0:shuff:422,see,see,nečtu,číst,impf
en:Skvorecky-PribehIng_2:0:shuff:403,cs:Skvorecky-PribehIng_2:0:shuff:422,read,read,nečtu,číst,impf
en:Skvorecky-PribehIng_2:0:shuff:406,cs:Skvorecky-PribehIng_2:0:shuff:426,read,read,čtu,číst,impf
en:Skvorecky-PribehIng_2:0:shuff:407,cs:Skvorecky-PribehIng_2:0:shuff:427,smiles,smile,Usmívá,usmívat,impf
en:Skvorecky-PribehIng_2:0:shuff:419,cs:Skvorecky-PribehIng_2:0:shuff:432,sat,sit,sedl,sednout,pf
en:Skvorecky-PribehIng_2:0:shuff:419,cs:Skvorecky-PribehIng_2:0:shuff:432,played,play,přehrál,přehrát,pf
en:Skvorecky-PribehIng_2:0:shuff:423,cs:Skvorecky-PribehIng_2:0:shuff:436,said,say,řekl,říci,pf
en:Skvorecky-PribehIng_2:0:shuff:425,cs:Skvorecky-PribehIng_2:0:shuff:438,meant,mean,Myslel,myslet,impf
en:Skvorecky-PribehIng_2:0:shuff:430,cs:Skvorecky-PribehIng_2:0:shuff:443,said,say,řekl,říci,pf
en:Skvorecky-PribehIng_2:0:shuff:434,cs:Skvorecky-PribehIng_2:0:shuff:454,start,start,začla,začít,pf
en:Skvorecky-PribehIng_2:0:shuff:435,cs:Skvorecky-PribehIng_2:0:shuff:455,smiled,smile,Usmála,usmát,pf
en:Skvorecky-PribehIng_2:0:shuff:441,cs:Skvorecky-PribehIng_2:0:shuff:461,like,like,nelíbí,líbit,impf
en:Skvorecky-PribehIng_2:0:shuff:447,cs:Skvorecky-PribehIng_2:0:shuff:466,invented,invent,vymyslela,vymyslet,pf
en:Skvorecky-PribehIng_2:0:shuff:447,cs:Skvorecky-PribehIng_2:0:shuff:466,fell,fall,neupadl,upadnout,pf
en:Skvorecky-PribehIng_2:0:shuff:453,cs:Skvorecky-PribehIng_2:0:shuff:472,playing,play,hrajou,hrát,impf
en:Skvorecky-PribehIng_2:0:shuff:454,cs:Skvorecky-PribehIng_2:0:shuff:473,hate,hate,nenávidím,nenávidět,impf
en:Skvorecky-PribehIng_2:0:shuff:458,cs:Skvorecky-PribehIng_2:0:shuff:476,doing,do,dělali,dělat,impf
en:Skvorecky-PribehIng_2:0:shuff:467,cs:Skvorecky-PribehIng_2:0:shuff:486,said,say,řekl,říci,pf
en:Skvorecky-PribehIng_2:0:shuff:467,cs:Skvorecky-PribehIng_2:0:shuff:486,seen,see,neviděl,vidět,impf
en:Skvorecky-PribehIng_2:0:shuff:468,cs:Skvorecky-PribehIng_2:0:shuff:487,meant,mean,Myslel,myslet,impf
en:Skvorecky-PribehIng_2:0:shuff:469,cs:Skvorecky-PribehIng_2:0:shuff:488,said,say,říkala,říkat,impf
en:Skvorecky-PribehIng_2:0:shuff:469,cs:Skvorecky-PribehIng_2:0:shuff:488,called,call,říkala,říkat,impf
en:Skvorecky-PribehIng_2:0:shuff:469,cs:Skvorecky-PribehIng_2:0:shuff:488,said,say,řekla,říci,pf
en:Skvorecky-PribehIng_2:0:shuff:469,cs:Skvorecky-PribehIng_2:0:shuff:488,meant,mean,znamenalo,znamenat,impf
en:Skvorecky-PribehIng_2:0:shuff:470,cs:Skvorecky-PribehIng_2:0:shuff:489,got,get,Dostala,dostat,pf
en:Skvorecky-PribehIng_2:0:shuff:470,cs:Skvorecky-PribehIng_2:0:shuff:489,took,take,Dostala,dostat,pf
en:Skvorecky-PribehIng_2:0:shuff:470,cs:Skvorecky-PribehIng_2:0:shuff:489,paid,pay,zaplatila,zaplatit,pf
en:Skvorecky-PribehIng_2:0:shuff:471,cs:Skvorecky-PribehIng_2:0:shuff:490,seen,see,neviděly,vidět,impf
en:Skvorecky-PribehIng_2:0:shuff:471,cs:Skvorecky-PribehIng_2:0:shuff:490,protested,protest,protestovala,protestovat,impf
en:Skvorecky-PribehIng_2:0:shuff:472,cs:Skvorecky-PribehIng_2:0:shuff:491,saw,see,viděla,vidět,impf
en:Skvorecky-PribehIng_2:0:shuff:473,cs:Skvorecky-PribehIng_2:0:shuff:492,go,go,Dem,jít,impf
en:Skvorecky-PribehIng_2:0:shuff:475,cs:Skvorecky-PribehIng_2:0:shuff:494,understand,understand,nerozuměl,rozumět,impf
en:Skvorecky-PribehIng_2:0:shuff:476,cs:Skvorecky-PribehIng_2:0:shuff:495,see,see,uvidim,uvidět,pf
en:Skvorecky-PribehIng_2:0:shuff:477,cs:Skvorecky-PribehIng_2:0:shuff:496,stopped,stop,zarazil,zarazit,pf
en:Skvorecky-PribehIng_2:0:shuff:480,cs:Skvorecky-PribehIng_2:0:shuff:500,believe,believe,věříš,věřit,impf
en:Skvorecky-PribehIng_2:0:shuff:481,cs:Skvorecky-PribehIng_2:0:shuff:501,said,say,řekl,říci,pf
en:Skvorecky-PribehIng_2:0:shuff:486,cs:Skvorecky-PribehIng_2:0:shuff:505,turned,turn,Otočil,otočit,pf
en:Skvorecky-PribehIng_2:0:shuff:487,cs:Skvorecky-PribehIng_2:0:shuff:506,raised,raise,Zvedl,zvednout,pf
en:Skvorecky-PribehIng_2:0:shuff:490,cs:Skvorecky-PribehIng_2:0:shuff:513,telephoned,telephone,zatelefonoval,zatelefonovat,pf
en:Skvorecky-PribehIng_2:0:shuff:491,cs:Skvorecky-PribehIng_2:0:shuff:514,let,let,nechat,nechat,pf
