en:grisham-posledni_vule:0:shuff:3,cs:grisham-posledni_vule:0:shuff:2,repeated,repeat,opakoval,opakovat,impf
en:grisham-posledni_vule:0:shuff:56,cs:grisham-posledni_vule:0:shuff:56,believe,believe,věřili,věřit,impf
en:grisham-posledni_vule:0:shuff:56,cs:grisham-posledni_vule:0:shuff:56,divided,divide,rozdělena,rozdělit,pf
en:grisham-posledni_vule:0:shuff:58,cs:grisham-posledni_vule:0:shuff:58,praying,pray,modlili,modlit,impf
en:grisham-posledni_vule:0:shuff:59,cs:grisham-posledni_vule:0:shuff:59,wanted,want,chtěli,chtít,impf
en:grisham-posledni_vule:0:shuff:59,cs:grisham-posledni_vule:0:shuff:59,wanted,want,chtěli,chtít,impf
en:grisham-posledni_vule:0:shuff:60,cs:grisham-posledni_vule:0:shuff:60,wanted,want,přáli,přát,impf
en:grisham-posledni_vule:0:shuff:60,cs:grisham-posledni_vule:0:shuff:60,wanted,want,přáli,přát,impf
en:grisham-posledni_vule:0:shuff:61,cs:grisham-posledni_vule:0:shuff:61,requests,request,žádali,žádat,impf
en:grisham-posledni_vule:0:shuff:62,cs:grisham-posledni_vule:0:shuff:62,suggest,suggest,navrhovali,navrhovat,impf
en:grisham-posledni_vule:0:shuff:62,cs:grisham-posledni_vule:0:shuff:62,open,open,otevřou,otevřít,pf
en:grisham-posledni_vule:0:shuff:62,cs:grisham-posledni_vule:0:shuff:62,read,read,přečtou,přečíst,pf
en:grisham-posledni_vule:0:shuff:63,cs:grisham-posledni_vule:0:shuff:63,seen,see,neviděl,vidět,impf
en:grisham-posledni_vule:0:shuff:64,cs:grisham-posledni_vule:0:shuff:64,locked,lock,zamkli,zamknout,pf
en:grisham-posledni_vule:0:shuff:64,cs:grisham-posledni_vule:0:shuff:64,emerged,emerge,objevil,objevit,pf
en:grisham-posledni_vule:0:shuff:66,cs:grisham-posledni_vule:0:shuff:66,said,say,řekl,říci,pf
en:grisham-posledni_vule:0:shuff:67,cs:grisham-posledni_vule:0:shuff:67,smiled,smile,usmáli,usmát,pf
en:grisham-posledni_vule:0:shuff:71,cs:grisham-posledni_vule:0:shuff:71,thanked,thank,poděkoval,poděkovat,pf
en:grisham-posledni_vule:0:shuff:71,cs:grisham-posledni_vule:0:shuff:71,thanked,thank,poděkoval,poděkovat,pf
en:grisham-posledni_vule:0:shuff:71,cs:grisham-posledni_vule:0:shuff:71,thanked,thank,poděkovala,poděkovat,pf
en:grisham-posledni_vule:0:shuff:71,cs:grisham-posledni_vule:0:shuff:71,thanked,thank,poděkovala,poděkovat,pf
en:grisham-posledni_vule:0:shuff:76,cs:grisham-posledni_vule:0:shuff:78,said,say,řekl,říci,pf
en:grisham-posledni_vule:0:shuff:80,cs:grisham-posledni_vule:0:shuff:81,show,show,Neukáže,ukázat,pf
en:grisham-posledni_vule:0:shuff:80,cs:grisham-posledni_vule:0:shuff:81,show,show,nepředloží,předložit,pf
en:grisham-posledni_vule:0:shuff:80,cs:grisham-posledni_vule:0:shuff:81,want,want,nechce,chtít,impf
en:grisham-posledni_vule:0:shuff:81,cs:grisham-posledni_vule:0:shuff:82,believe,believe,neuvěřím,uvěřit,pf
en:grisham-posledni_vule:0:shuff:81,cs:grisham-posledni_vule:0:shuff:82,said,say,řekl,říci,pf
en:grisham-posledni_vule:0:shuff:84,cs:grisham-posledni_vule:0:shuff:85,talked,talk,mluvil,mluvit,impf
en:grisham-posledni_vule:0:shuff:84,cs:grisham-posledni_vule:0:shuff:85,handed,hand,předal,předat,pf
en:grisham-posledni_vule:0:shuff:85,cs:grisham-posledni_vule:0:shuff:86,said,say,řekl,říci,pf
en:grisham-posledni_vule:0:shuff:86,cs:grisham-posledni_vule:0:shuff:87,relieved,relieve,ulevilo,ulevit,pf
en:grisham-posledni_vule:0:shuff:86,cs:grisham-posledni_vule:0:shuff:87,hear,hear,uslyšel,uslyšet,pf
en:grisham-posledni_vule:0:shuff:88,cs:grisham-posledni_vule:0:shuff:89,trying,try,pokoušel,pokoušet,impf
en:grisham-posledni_vule:0:shuff:89,cs:grisham-posledni_vule:0:shuff:90,led,lead,zavedl,zavést,pf
en:grisham-posledni_vule:0:shuff:89,cs:grisham-posledni_vule:0:shuff:90,saw,see,spatřili,spatřit,pf
en:grisham-posledni_vule:0:shuff:93,cs:grisham-posledni_vule:0:shuff:94,died,die,zemřel,zemřít,pf
en:grisham-posledni_vule:0:shuff:96,cs:grisham-posledni_vule:0:shuff:96,try,try,pokusili,pokusit,pf
en:grisham-posledni_vule:0:shuff:96,cs:grisham-posledni_vule:0:shuff:96,suppress,suppress,potlačit,potlačit,pf
en:grisham-posledni_vule:0:shuff:98,cs:grisham-posledni_vule:0:shuff:98,served,serve,Podávalo,podávat,impf
en:grisham-posledni_vule:0:shuff:101,cs:grisham-posledni_vule:0:shuff:100,going,go,míří,mířit,impf
en:grisham-posledni_vule:0:shuff:104,cs:grisham-posledni_vule:0:shuff:103,heard,hear,poslouchal,poslouchat,impf
en:grisham-posledni_vule:0:shuff:108,cs:grisham-posledni_vule:0:shuff:107,hired,hire,najat,najmout,pf
en:grisham-posledni_vule:0:shuff:113,cs:grisham-posledni_vule:0:shuff:112,divorced,divorce,rozvedli,rozvést,pf
en:grisham-posledni_vule:0:shuff:115,cs:grisham-posledni_vule:0:shuff:114,keep,keep,udržoval,udržovat,impf
en:grisham-posledni_vule:0:shuff:116,cs:grisham-posledni_vule:0:shuff:115,told,tell,říkal,říkat,impf
en:grisham-posledni_vule:0:shuff:118,cs:grisham-posledni_vule:0:shuff:117,sat,sit,Posadil,posadit,pf
en:grisham-posledni_vule:0:shuff:120,cs:grisham-posledni_vule:0:shuff:119,answer,answer,neodpověděl,odpovědět,pf
en:grisham-posledni_vule:0:shuff:124,cs:grisham-posledni_vule:0:shuff:123,followed,follow,doprovodili,doprovodit,pf
en:grisham-posledni_vule:0:shuff:127,cs:grisham-posledni_vule:0:shuff:126,hated,hate,nenáviděla,nenávidět,impf
en:grisham-posledni_vule:0:shuff:128,cs:grisham-posledni_vule:0:shuff:127,began,begin,začal,začít,pf
en:grisham-posledni_vule:0:shuff:128,cs:grisham-posledni_vule:0:shuff:127,talking,talk,mluvit,mluvit,impf
en:grisham-posledni_vule:0:shuff:132,cs:grisham-posledni_vule:0:shuff:132,heard,hear,neslyšel,slyšet,impf
en:grisham-posledni_vule:0:shuff:134,cs:grisham-posledni_vule:0:shuff:135,said,say,řekl,říci,pf
en:grisham-posledni_vule:0:shuff:134,cs:grisham-posledni_vule:0:shuff:135,moving,move,nepohnul,pohnout,pf
en:grisham-posledni_vule:0:shuff:135,cs:grisham-posledni_vule:0:shuff:136,taught,teach,naučila,naučit,pf
en:grisham-posledni_vule:0:shuff:141,cs:grisham-posledni_vule:0:shuff:142,dressed,dress,Oblékl,obléknout,pf
en:grisham-posledni_vule:0:shuff:141,cs:grisham-posledni_vule:0:shuff:142,worn,wear,měl,mít,impf
en:grisham-posledni_vule:0:shuff:141,cs:grisham-posledni_vule:0:shuff:142,faced,face,čelil,čelit,impf
en:grisham-posledni_vule:0:shuff:142,cs:grisham-posledni_vule:0:shuff:143,forced,force,vyrazit,vyrazit,pf
en:grisham-posledni_vule:0:shuff:142,cs:grisham-posledni_vule:0:shuff:143,buy,buy,koupil,koupit,pf
en:grisham-posledni_vule:0:shuff:145,cs:grisham-posledni_vule:0:shuff:147,see,see,neuvidí,uvidět,pf
en:grisham-posledni_vule:0:shuff:148,cs:grisham-posledni_vule:0:shuff:150,assume,assume,předpokládat,předpokládat,impf
en:grisham-posledni_vule:0:shuff:149,cs:grisham-posledni_vule:0:shuff:151,prove,prove,prokázat,prokázat,pf
en:grisham-posledni_vule:0:shuff:149,cs:grisham-posledni_vule:0:shuff:151,influenced,influence,ovlivňovala,ovlivňovat,impf
en:grisham-posledni_vule:0:shuff:153,cs:grisham-posledni_vule:0:shuff:155,Forget,forget,zapomeňte,zapomenout,pf
en:grisham-posledni_vule:0:shuff:154,cs:grisham-posledni_vule:0:shuff:156,providing,provide,připravit,připravit,pf
en:grisham-posledni_vule:0:shuff:154,cs:grisham-posledni_vule:0:shuff:156,give,give,dát,dát,pf
en:grisham-posledni_vule:0:shuff:156,cs:grisham-posledni_vule:0:shuff:158,needed,need,potřebovali,potřebovat,impf
en:grisham-posledni_vule:0:shuff:157,cs:grisham-posledni_vule:0:shuff:159,proved,prove,prokázali,prokázat,pf
en:grisham-posledni_vule:0:shuff:158,cs:grisham-posledni_vule:0:shuff:160,brought,bring,přinesly,přinést,pf
en:grisham-posledni_vule:0:shuff:162,cs:grisham-posledni_vule:0:shuff:163,Tell,tell,Řekněte,říci,pf
en:grisham-posledni_vule:0:shuff:162,cs:grisham-posledni_vule:0:shuff:163,signed,sign,podepsala,podepsat,pf
en:grisham-posledni_vule:0:shuff:163,cs:grisham-posledni_vule:0:shuff:164,signed,sign,Podepsala,podepsat,pf
en:grisham-posledni_vule:0:shuff:169,cs:grisham-posledni_vule:0:shuff:169,left,leave,Zanechala,zanechat,pf
en:grisham-posledni_vule:0:shuff:175,cs:grisham-posledni_vule:0:shuff:174,think,think,myslím,myslet,impf
en:grisham-posledni_vule:0:shuff:175,cs:grisham-posledni_vule:0:shuff:174,do,do,dělat,dělat,impf
en:grisham-posledni_vule:0:shuff:175,cs:grisham-posledni_vule:0:shuff:174,pay,pay,věnovat,věnovat,impf
en:grisham-posledni_vule:0:shuff:177,cs:grisham-posledni_vule:0:shuff:176,nodded,nod,přikývl,přikývnout,pf
en:grisham-posledni_vule:0:shuff:183,cs:grisham-posledni_vule:0:shuff:182,understand,understand,Rozuměl,rozumět,impf
en:grisham-posledni_vule:0:shuff:185,cs:grisham-posledni_vule:0:shuff:184,try,try,Zkusme,zkusit,pf
en:grisham-posledni_vule:0:shuff:189,cs:grisham-posledni_vule:0:shuff:188,show,show,předvádět,předvádět,impf
en:grisham-posledni_vule:0:shuff:189,cs:grisham-posledni_vule:0:shuff:188,taken,take,brát,brát,impf
en:grisham-posledni_vule:0:shuff:190,cs:grisham-posledni_vule:0:shuff:189,does,do,udělá,udělat,pf
en:grisham-posledni_vule:0:shuff:190,cs:grisham-posledni_vule:0:shuff:189,do,do,udělá,udělat,pf
en:grisham-posledni_vule:0:shuff:190,cs:grisham-posledni_vule:0:shuff:189,asked,ask,ptal,ptát,impf
en:grisham-posledni_vule:0:shuff:193,cs:grisham-posledni_vule:0:shuff:192,managed,manage,vedl,vést,impf
en:grisham-posledni_vule:0:shuff:194,cs:grisham-posledni_vule:0:shuff:193,covered,cover,zakryto,zakrýt,pf
en:grisham-posledni_vule:0:shuff:200,cs:grisham-posledni_vule:0:shuff:199,hurt,hurt,bolely,bolet,impf
en:grisham-posledni_vule:0:shuff:201,cs:grisham-posledni_vule:0:shuff:200,heard,hear,slyšel,slyšet,impf
en:grisham-posledni_vule:0:shuff:201,cs:grisham-posledni_vule:0:shuff:200,dying,die,umírá,umírat,impf
en:grisham-posledni_vule:0:shuff:202,cs:grisham-posledni_vule:0:shuff:201,broke,break,zlomit,zlomit,pf
en:grisham-posledni_vule:0:shuff:205,cs:grisham-posledni_vule:0:shuff:205,said,say,řekl,říci,pf
en:grisham-posledni_vule:0:shuff:205,cs:grisham-posledni_vule:0:shuff:205,pointing,point,ukázal,ukázat,pf
en:grisham-posledni_vule:0:shuff:211,cs:grisham-posledni_vule:0:shuff:209,hoped,hope,doufal,doufat,impf
en:grisham-posledni_vule:0:shuff:211,cs:grisham-posledni_vule:0:shuff:209,spent,spend,utratili,utratit,pf
en:grisham-posledni_vule:0:shuff:211,cs:grisham-posledni_vule:0:shuff:209,given,give,dal,dát,pf
en:grisham-posledni_vule:0:shuff:212,cs:grisham-posledni_vule:0:shuff:210,watched,watch,pozoroval,pozorovat,impf
en:grisham-posledni_vule:0:shuff:214,cs:grisham-posledni_vule:0:shuff:212,withdrew,withdraw,stáhli,stáhnout,pf
en:grisham-posledni_vule:0:shuff:216,cs:grisham-posledni_vule:0:shuff:214,jumped,jump,skočila,skočit,pf
en:grisham-posledni_vule:0:shuff:217,cs:grisham-posledni_vule:0:shuff:215,found,find,našlo,najít,pf
en:grisham-posledni_vule:0:shuff:218,cs:grisham-posledni_vule:0:shuff:216,learned,learn,zjistit,zjistit,pf
en:grisham-posledni_vule:0:shuff:219,cs:grisham-posledni_vule:0:shuff:217,claim,claim,prohlásit,prohlásit,pf
en:grisham-posledni_vule:0:shuff:219,cs:grisham-posledni_vule:0:shuff:217,left,leave,opustil,opustit,pf
en:grisham-posledni_vule:0:shuff:221,cs:grisham-posledni_vule:0:shuff:219,acknowledged,acknowledge,uznávali,uznávat,impf
en:grisham-posledni_vule:0:shuff:223,cs:grisham-posledni_vule:0:shuff:221,tell,tell,řeknete,říci,pf
en:grisham-posledni_vule:0:shuff:223,cs:grisham-posledni_vule:0:shuff:221,found,find,našel,najít,pf
en:grisham-posledni_vule:0:shuff:223,cs:grisham-posledni_vule:0:shuff:221,wants,want,nechce,chtít,impf
en:grisham-posledni_vule:0:shuff:223,cs:grisham-posledni_vule:0:shuff:221,go,go,dělat,dělat,impf
en:grisham-posledni_vule:0:shuff:223,cs:grisham-posledni_vule:0:shuff:221,make,make,dělat,dělat,impf
en:grisham-posledni_vule:0:shuff:223,cs:grisham-posledni_vule:0:shuff:221,do,do,dělat,dělat,impf
en:grisham-posledni_vule:0:shuff:223,cs:grisham-posledni_vule:0:shuff:221,wants,want,chce,chtít,impf
en:grisham-posledni_vule:0:shuff:223,cs:grisham-posledni_vule:0:shuff:221,protect,protect,chránil,chránit,impf
en:grisham-posledni_vule:0:shuff:224,cs:grisham-posledni_vule:0:shuff:222,lying,lie,lhát,lhát,impf
en:grisham-posledni_vule:0:shuff:227,cs:grisham-posledni_vule:0:shuff:225,gossiped,gossip,Povídali,povídat,impf
en:grisham-posledni_vule:0:shuff:228,cs:grisham-posledni_vule:0:shuff:226,came,come,přišla,přijít,pf
en:grisham-posledni_vule:0:shuff:228,cs:grisham-posledni_vule:0:shuff:226,died,die,zemřelo,zemřít,pf
en:grisham-posledni_vule:0:shuff:231,cs:grisham-posledni_vule:0:shuff:230,resumed,resume,pokračovala,pokračovat,impf
en:grisham-posledni_vule:0:shuff:239,cs:grisham-posledni_vule:0:shuff:236,believe,believe,nevěřím,věřit,impf
en:grisham-posledni_vule:0:shuff:240,cs:grisham-posledni_vule:0:shuff:237,Take,take,vezměte,vzít,pf
en:grisham-posledni_vule:0:shuff:248,cs:grisham-posledni_vule:0:shuff:245,came,come,přicházejí,přicházet,impf
en:grisham-posledni_vule:0:shuff:249,cs:grisham-posledni_vule:0:shuff:246,sleep,sleep,spát,spát,impf
en:grisham-posledni_vule:0:shuff:249,cs:grisham-posledni_vule:0:shuff:246,avoid,avoid,vyhnul,vyhnout,pf
en:grisham-posledni_vule:0:shuff:250,cs:grisham-posledni_vule:0:shuff:247,Forget,forget,Zapomeňte,zapomenout,pf
en:grisham-posledni_vule:0:shuff:252,cs:grisham-posledni_vule:0:shuff:249,do,do,dělat,dělat,impf
en:grisham-posledni_vule:0:shuff:253,cs:grisham-posledni_vule:0:shuff:250,looking,look,hledat,hledat,impf
en:grisham-posledni_vule:0:shuff:261,cs:grisham-posledni_vule:0:shuff:258,leaning,lean,Naklonil,naklonit,pf
en:grisham-posledni_vule:0:shuff:262,cs:grisham-posledni_vule:0:shuff:259,replied,reply,odpověděl,odpovědět,pf
en:grisham-posledni_vule:0:shuff:263,cs:grisham-posledni_vule:0:shuff:260,trying,try,snažil,snažit,impf
en:grisham-posledni_vule:0:shuff:263,cs:grisham-posledni_vule:0:shuff:260,impress,impress,zapůsobit,zapůsobit,pf
en:grisham-posledni_vule:0:shuff:270,cs:grisham-posledni_vule:0:shuff:266,explore,explore,prozkoumat,prozkoumat,pf
en:grisham-posledni_vule:0:shuff:272,cs:grisham-posledni_vule:0:shuff:268,push,push,tlačit,tlačit,impf
en:grisham-posledni_vule:0:shuff:274,cs:grisham-posledni_vule:0:shuff:270,met,meet,setkal,setkat,pf
en:grisham-posledni_vule:0:shuff:274,cs:grisham-posledni_vule:0:shuff:270,changed,change,změnil,změnit,pf
en:grisham-posledni_vule:0:shuff:278,cs:grisham-posledni_vule:0:shuff:273,prepared,prepare,připravila,připravit,pf
en:grisham-posledni_vule:0:shuff:278,cs:grisham-posledni_vule:0:shuff:273,hammer,hammer,bušit,bušit,impf
en:grisham-posledni_vule:0:shuff:279,cs:grisham-posledni_vule:0:shuff:274,done,do,provedlo,provést,pf
en:grisham-posledni_vule:0:shuff:279,cs:grisham-posledni_vule:0:shuff:274,meet,meet,nesetkal,setkat,pf
en:grisham-posledni_vule:0:shuff:281,cs:grisham-posledni_vule:0:shuff:276,wearing,wear,měl,mít,impf
en:grisham-posledni_vule:0:shuff:283,cs:grisham-posledni_vule:0:shuff:278,communicate,communicate,sdělit,sdělit,pf
en:grisham-posledni_vule:0:shuff:284,cs:grisham-posledni_vule:0:shuff:279,said,say,řekl,říci,pf
en:grisham-posledni_vule:0:shuff:285,cs:grisham-posledni_vule:0:shuff:280,looked,look,pohlédli,pohlédnout,pf
en:grisham-posledni_vule:0:shuff:295,cs:grisham-posledni_vule:0:shuff:288,trying,try,pokoušel,pokoušet,impf
en:grisham-posledni_vule:0:shuff:295,cs:grisham-posledni_vule:0:shuff:288,find,find,najít,najít,pf
en:grisham-posledni_vule:0:shuff:295,cs:grisham-posledni_vule:0:shuff:288,flew,fly,letěl,letět,impf
en:grisham-posledni_vule:0:shuff:298,cs:grisham-posledni_vule:0:shuff:292,find,find,našel,najít,pf
en:grisham-posledni_vule:0:shuff:301,cs:grisham-posledni_vule:0:shuff:295,got,get,dostal,dostat,pf
en:grisham-posledni_vule:0:shuff:303,cs:grisham-posledni_vule:0:shuff:297,stay,stay,Zůstanu,zůstat,pf
en:grisham-posledni_vule:0:shuff:305,cs:grisham-posledni_vule:0:shuff:299,think,think,myslíte,myslet,impf
en:grisham-posledni_vule:0:shuff:305,cs:grisham-posledni_vule:0:shuff:299,waiting,wait,čekám,čekat,impf
en:grisham-posledni_vule:0:shuff:305,cs:grisham-posledni_vule:0:shuff:299,leave,leave,odejdete,odejít,pf
en:grisham-posledni_vule:0:shuff:305,cs:grisham-posledni_vule:0:shuff:299,dash,dash,vrhnout,vrhnout,pf
en:grisham-posledni_vule:0:shuff:308,cs:grisham-posledni_vule:0:shuff:302,read,read,přečetl,přečíst,pf
en:grisham-posledni_vule:0:shuff:310,cs:grisham-posledni_vule:0:shuff:304,assured,assure,ujistil,ujistit,pf
en:grisham-posledni_vule:0:shuff:310,cs:grisham-posledni_vule:0:shuff:304,hire,hire,najme,najmout,pf
en:grisham-posledni_vule:0:shuff:310,cs:grisham-posledni_vule:0:shuff:304,protect,protect,hájili,hájit,impf
en:grisham-posledni_vule:0:shuff:311,cs:grisham-posledni_vule:0:shuff:305,added,add,dodal,dodat,pf
en:grisham-posledni_vule:0:shuff:320,cs:grisham-posledni_vule:0:shuff:315,heard,hear,slyšel,slyšet,impf
en:grisham-posledni_vule:0:shuff:325,cs:grisham-posledni_vule:0:shuff:320,want,want,nechtěl,chtít,impf
en:grisham-posledni_vule:0:shuff:325,cs:grisham-posledni_vule:0:shuff:320,eat,eat,jíst,jíst,impf
en:grisham-posledni_vule:0:shuff:327,cs:grisham-posledni_vule:0:shuff:322,smoked,smoke,kouřilo,kouřit,impf
en:grisham-posledni_vule:0:shuff:329,cs:grisham-posledni_vule:0:shuff:324,lit,light,zapálil,zapálit,pf
en:grisham-posledni_vule:0:shuff:332,cs:grisham-posledni_vule:0:shuff:327,remained,remain,zůstávají,zůstávat,impf
en:grisham-posledni_vule:0:shuff:332,cs:grisham-posledni_vule:0:shuff:327,ran,run,běhají,běhat,impf
en:grisham-posledni_vule:0:shuff:333,cs:grisham-posledni_vule:0:shuff:328,braided,braid,splétají,splétat,impf
en:grisham-posledni_vule:0:shuff:333,cs:grisham-posledni_vule:0:shuff:328,worked,work,pracují,pracovat,impf
en:grisham-posledni_vule:0:shuff:354,cs:grisham-posledni_vule:0:shuff:349,caused,cause,Způsobil,způsobit,pf
en:grisham-posledni_vule:0:shuff:356,cs:grisham-posledni_vule:0:shuff:351,see,see,vidíte,vidět,impf
en:grisham-posledni_vule:0:shuff:356,cs:grisham-posledni_vule:0:shuff:351,said,say,odpověděl,odpovědět,pf
en:grisham-posledni_vule:0:shuff:360,cs:grisham-posledni_vule:0:shuff:354,said,say,řekl,říci,pf
en:grisham-posledni_vule:0:shuff:364,cs:grisham-posledni_vule:0:shuff:357,bother,bother,obtěžují,obtěžovat,impf
en:grisham-posledni_vule:0:shuff:369,cs:grisham-posledni_vule:0:shuff:361,saw,see,uviděli,uvidět,pf
en:grisham-posledni_vule:0:shuff:370,cs:grisham-posledni_vule:0:shuff:362,ended,end,skončil,skončit,pf
en:grisham-posledni_vule:0:shuff:375,cs:grisham-posledni_vule:0:shuff:366,left,leave,nechal,nechat,pf
en:grisham-posledni_vule:0:shuff:381,cs:grisham-posledni_vule:0:shuff:371,owned,own,vlastnil,vlastnit,impf
en:grisham-posledni_vule:0:shuff:382,cs:grisham-posledni_vule:0:shuff:372,came,come,šlo,jít,impf
en:grisham-posledni_vule:0:shuff:382,cs:grisham-posledni_vule:0:shuff:372,relied,rely,spoléhal,spoléhat,impf
en:grisham-posledni_vule:0:shuff:383,cs:grisham-posledni_vule:0:shuff:373,keep,keep,udržet,udržet,pf
en:grisham-posledni_vule:0:shuff:386,cs:grisham-posledni_vule:0:shuff:376,defend,defend,obhajovat,obhajovat,impf
en:grisham-posledni_vule:0:shuff:388,cs:grisham-posledni_vule:0:shuff:378,looking,look,hledáme,hledat,impf
en:grisham-posledni_vule:0:shuff:393,cs:grisham-posledni_vule:0:shuff:382,growing,grow,narůstalo,narůstat,impf
en:grisham-posledni_vule:0:shuff:394,cs:grisham-posledni_vule:0:shuff:383,waiting,wait,čekal,čekat,impf
en:grisham-posledni_vule:0:shuff:394,cs:grisham-posledni_vule:0:shuff:383,spent,spend,strávil,strávit,pf
en:grisham-posledni_vule:0:shuff:394,cs:grisham-posledni_vule:0:shuff:383,saying,say,neřekl,říci,pf
en:grisham-posledni_vule:0:shuff:397,cs:grisham-posledni_vule:0:shuff:386,find,find,objeví,objevit,pf
en:grisham-posledni_vule:0:shuff:402,cs:grisham-posledni_vule:0:shuff:390,find,find,vypátral,vypátrat,pf
en:grisham-posledni_vule:0:shuff:403,cs:grisham-posledni_vule:0:shuff:391,learn,learn,dověděl,dovědět,pf
en:grisham-posledni_vule:0:shuff:404,cs:grisham-posledni_vule:0:shuff:392,want,want,nechtěla,chtít,impf
en:grisham-posledni_vule:0:shuff:404,cs:grisham-posledni_vule:0:shuff:392,hoped,hope,doufali,doufat,impf
en:grisham-posledni_vule:0:shuff:404,cs:grisham-posledni_vule:0:shuff:392,dreamed,dream,doufali,doufat,impf
en:grisham-posledni_vule:0:shuff:404,cs:grisham-posledni_vule:0:shuff:392,dreamed,dream,snili,snít,impf
en:grisham-posledni_vule:0:shuff:409,cs:grisham-posledni_vule:0:shuff:394,expect,expect,očekávat,očekávat,impf
en:grisham-posledni_vule:0:shuff:412,cs:grisham-posledni_vule:0:shuff:397,returned,return,vrátil,vrátit,pf
en:grisham-posledni_vule:0:shuff:414,cs:grisham-posledni_vule:0:shuff:399,looked,look,podíval,podívat,pf
en:grisham-posledni_vule:0:shuff:415,cs:grisham-posledni_vule:0:shuff:400,seen,see,Viděl,vidět,impf
en:grisham-posledni_vule:0:shuff:416,cs:grisham-posledni_vule:0:shuff:401,seen,see,viděl,vidět,impf
en:grisham-posledni_vule:0:shuff:416,cs:grisham-posledni_vule:0:shuff:401,seen,see,díval,dívat,impf
en:grisham-posledni_vule:0:shuff:416,cs:grisham-posledni_vule:0:shuff:401,gazed,gaze,díval,dívat,impf
en:grisham-posledni_vule:0:shuff:416,cs:grisham-posledni_vule:0:shuff:401,watching,watch,díval,dívat,impf
en:grisham-posledni_vule:0:shuff:416,cs:grisham-posledni_vule:0:shuff:401,seen,see,pozorovali,pozorovat,impf
en:grisham-posledni_vule:0:shuff:416,cs:grisham-posledni_vule:0:shuff:401,watching,watch,pozorovali,pozorovat,impf
en:grisham-posledni_vule:0:shuff:416,cs:grisham-posledni_vule:0:shuff:401,struck,strike,překvapen,překvapit,pf
en:grisham-posledni_vule:0:shuff:418,cs:grisham-posledni_vule:0:shuff:403,told,tell,říkalo,říkat,impf
en:grisham-posledni_vule:0:shuff:418,cs:grisham-posledni_vule:0:shuff:403,close,close,skončí,skončit,pf
en:grisham-posledni_vule:0:shuff:418,cs:grisham-posledni_vule:0:shuff:403,get,get,dostane,dostat,pf
