en:rowlingova-hpot_vezen:0:shuff:2,cs:rowlingova-hpot_vezen:0:shuff:2,glanced,glance,pohlédl,pohlédnout,pf
en:rowlingova-hpot_vezen:0:shuff:102,cs:rowlingova-hpot_vezen:0:shuff:105,opened,open,otevírat,otevírat,impf
en:rowlingova-hpot_vezen:0:shuff:102,cs:rowlingova-hpot_vezen:0:shuff:105,called,call,volali,volat,impf
en:rowlingova-hpot_vezen:0:shuff:103,cs:rowlingova-hpot_vezen:0:shuff:106,shouted,shout,křičel,křičet,impf
en:rowlingova-hpot_vezen:0:shuff:104,cs:rowlingova-hpot_vezen:0:shuff:107,doing,do,děláte,dělat,impf
en:rowlingova-hpot_vezen:0:shuff:105,cs:rowlingova-hpot_vezen:0:shuff:108,lit,light,osvětlena,osvětlit,pf
en:rowlingova-hpot_vezen:0:shuff:107,cs:rowlingova-hpot_vezen:0:shuff:110,dreaming,dream,nezdálo,zdát,impf
en:rowlingova-hpot_vezen:0:shuff:108,cs:rowlingova-hpot_vezen:0:shuff:111,telling,tell,Říkám,říkat,impf
en:rowlingova-hpot_vezen:0:shuff:108,cs:rowlingova-hpot_vezen:0:shuff:111,saw,see,viděl,vidět,impf
en:rowlingova-hpot_vezen:0:shuff:112,cs:rowlingova-hpot_vezen:0:shuff:115,sitting,sit,sedí,sedět,impf
en:rowlingova-hpot_vezen:0:shuff:112,cs:rowlingova-hpot_vezen:0:shuff:115,want,want,chceš,chtít,impf
en:rowlingova-hpot_vezen:0:shuff:115,cs:rowlingova-hpot_vezen:0:shuff:117,smoke,smoke,kouří,kouřit,impf
en:rowlingova-hpot_vezen:0:shuff:115,cs:rowlingova-hpot_vezen:0:shuff:117,thinking,think,přemýšleli,přemýšlet,impf
en:rowlingova-hpot_vezen:0:shuff:115,cs:rowlingova-hpot_vezen:0:shuff:117,write,write,napsat,napsat,pf
en:rowlingova-hpot_vezen:0:shuff:117,cs:rowlingova-hpot_vezen:0:shuff:119,started,start,začala,začít,pf
en:rowlingova-hpot_vezen:0:shuff:119,cs:rowlingova-hpot_vezen:0:shuff:121,cooked,cook,připravila,připravit,pf
en:rowlingova-hpot_vezen:0:shuff:120,cs:rowlingova-hpot_vezen:0:shuff:122,dressed,dress,oblékl,obléknout,pf
en:rowlingova-hpot_vezen:0:shuff:120,cs:rowlingova-hpot_vezen:0:shuff:122,wondering,wonder,přemýšlel,přemýšlet,impf
en:rowlingova-hpot_vezen:0:shuff:120,cs:rowlingova-hpot_vezen:0:shuff:122,went,go,půjde,jít,impf
en:rowlingova-hpot_vezen:0:shuff:123,cs:rowlingova-hpot_vezen:0:shuff:125,sitting,sit,seděli,sedět,impf
en:rowlingova-hpot_vezen:0:shuff:125,cs:rowlingova-hpot_vezen:0:shuff:128,grinning,grin,usmíval,usmívat,impf
en:rowlingova-hpot_vezen:0:shuff:126,cs:rowlingova-hpot_vezen:0:shuff:129,Doing,do,dělá,dělat,impf
en:rowlingova-hpot_vezen:0:shuff:128,cs:rowlingova-hpot_vezen:0:shuff:131,heard,hear,Slyšel,slyšet,impf
en:rowlingova-hpot_vezen:0:shuff:128,cs:rowlingova-hpot_vezen:0:shuff:131,talking,talk,mluvit,mluvit,impf
en:rowlingova-hpot_vezen:0:shuff:130,cs:rowlingova-hpot_vezen:0:shuff:133,told,tell,říkal,říkat,impf
en:rowlingova-hpot_vezen:0:shuff:130,cs:rowlingova-hpot_vezen:0:shuff:133,missed,miss,nevynechala,vynechat,pf
en:rowlingova-hpot_vezen:0:shuff:130,cs:rowlingova-hpot_vezen:0:shuff:133,missed,miss,nevynechala,vynechat,pf
en:rowlingova-hpot_vezen:0:shuff:130,cs:rowlingova-hpot_vezen:0:shuff:133,missed,miss,nechyběla,chybět,impf
en:rowlingova-hpot_vezen:0:shuff:130,cs:rowlingova-hpot_vezen:0:shuff:133,missed,miss,nechyběla,chybět,impf
en:rowlingova-hpot_vezen:0:shuff:131,cs:rowlingova-hpot_vezen:0:shuff:134,watched,watch,sledovali,sledovat,impf
en:rowlingova-hpot_vezen:0:shuff:131,cs:rowlingova-hpot_vezen:0:shuff:134,extricate,extricate,vymanit,vymanit,pf
en:rowlingova-hpot_vezen:0:shuff:131,cs:rowlingova-hpot_vezen:0:shuff:134,stuck,stick,vězela,vězet,impf
en:rowlingova-hpot_vezen:0:shuff:132,cs:rowlingova-hpot_vezen:0:shuff:135,Come,come,Pojď,jít,impf
en:rowlingova-hpot_vezen:0:shuff:135,cs:rowlingova-hpot_vezen:0:shuff:138,goes,go,chodí,chodit,impf
en:rowlingova-hpot_vezen:0:shuff:140,cs:rowlingova-hpot_vezen:0:shuff:142,said,say,prohlásil,prohlásit,pf
en:rowlingova-hpot_vezen:0:shuff:140,cs:rowlingova-hpot_vezen:0:shuff:142,glinting,glint,leskly,lesknout,impf
en:rowlingova-hpot_vezen:0:shuff:143,cs:rowlingova-hpot_vezen:0:shuff:145,disappeared,disappear,Zmizel,zmizet,pf
en:rowlingova-hpot_vezen:0:shuff:148,cs:rowlingova-hpot_vezen:0:shuff:149,getting,get,dostaneme,dostat,pf
en:rowlingova-hpot_vezen:0:shuff:150,cs:rowlingova-hpot_vezen:0:shuff:151,open,open,otevřít,otevřít,pf
en:rowlingova-hpot_vezen:0:shuff:150,cs:rowlingova-hpot_vezen:0:shuff:151,repeated,repeat,opakoval,opakovat,impf
en:rowlingova-hpot_vezen:0:shuff:163,cs:rowlingova-hpot_vezen:0:shuff:163,handed,hand,Podal,podat,pf
en:rowlingova-hpot_vezen:0:shuff:164,cs:rowlingova-hpot_vezen:0:shuff:164,Eat,eat,Sněz,sníst,pf
en:rowlingova-hpot_vezen:0:shuff:171,cs:rowlingova-hpot_vezen:0:shuff:171,hear,hear,neslyší,slyšet,impf
en:rowlingova-hpot_vezen:0:shuff:172,cs:rowlingova-hpot_vezen:0:shuff:172,said,say,řekl,říci,pf
en:rowlingova-hpot_vezen:0:shuff:176,cs:rowlingova-hpot_vezen:0:shuff:176,go,go,jít,jít,impf
en:rowlingova-hpot_vezen:0:shuff:177,cs:rowlingova-hpot_vezen:0:shuff:177,dropped,drop,Upustila,upustit,pf
en:rowlingova-hpot_vezen:0:shuff:177,cs:rowlingova-hpot_vezen:0:shuff:177,stared,stare,zírala,zírat,impf
en:rowlingova-hpot_vezen:0:shuff:179,cs:rowlingova-hpot_vezen:0:shuff:179,sent,send,poslal,poslat,pf
en:rowlingova-hpot_vezen:0:shuff:182,cs:rowlingova-hpot_vezen:0:shuff:182,appear,appear,nezdálo,zdát,impf
en:rowlingova-hpot_vezen:0:shuff:182,cs:rowlingova-hpot_vezen:0:shuff:182,excited,excite,vzrušila,vzrušit,pf
en:rowlingova-hpot_vezen:0:shuff:186,cs:rowlingova-hpot_vezen:0:shuff:186,believed,believe,věřil,věřit,impf
en:rowlingova-hpot_vezen:0:shuff:186,cs:rowlingova-hpot_vezen:0:shuff:186,living,live,bydlet,bydlet,impf
en:rowlingova-hpot_vezen:0:shuff:188,cs:rowlingova-hpot_vezen:0:shuff:188,challenging,challenge,vyzýval,vyzývat,impf
en:rowlingova-hpot_vezen:0:shuff:188,cs:rowlingova-hpot_vezen:0:shuff:188,changed,change,měnil,měnit,impf
en:rowlingova-hpot_vezen:0:shuff:190,cs:rowlingova-hpot_vezen:0:shuff:190,get,get,dostat,dostat,pf
en:rowlingova-hpot_vezen:0:shuff:191,cs:rowlingova-hpot_vezen:0:shuff:191,wanted,want,nechtěl,chtít,impf
en:rowlingova-hpot_vezen:0:shuff:194,cs:rowlingova-hpot_vezen:0:shuff:194,stop,stop,zarazit,zarazit,pf
en:rowlingova-hpot_vezen:0:shuff:195,cs:rowlingova-hpot_vezen:0:shuff:195,reached,reach,dorazil,dorazit,pf
en:rowlingova-hpot_vezen:0:shuff:197,cs:rowlingova-hpot_vezen:0:shuff:197,threw,throw,vrhl,vrhnout,pf
en:rowlingova-hpot_vezen:0:shuff:197,cs:rowlingova-hpot_vezen:0:shuff:197,wrenching,wrench,vytrhl,vytrhnout,pf
en:rowlingova-hpot_vezen:0:shuff:197,cs:rowlingova-hpot_vezen:0:shuff:197,grabbed,grab,popadl,popadnout,pf
en:rowlingova-hpot_vezen:0:shuff:201,cs:rowlingova-hpot_vezen:0:shuff:201,remained,remain,zůstávala,zůstávat,impf
en:rowlingova-hpot_vezen:0:shuff:201,cs:rowlingova-hpot_vezen:0:shuff:201,started,start,začala,začít,pf
en:rowlingova-hpot_vezen:0:shuff:201,cs:rowlingova-hpot_vezen:0:shuff:201,avoiding,avoid,vyhýbat,vyhýbat,impf
en:rowlingova-hpot_vezen:0:shuff:202,cs:rowlingova-hpot_vezen:0:shuff:202,shifted,shift,posunul,posunout,pf
en:rowlingova-hpot_vezen:0:shuff:203,cs:rowlingova-hpot_vezen:0:shuff:203,left,leave,opustil,opustit,pf
en:rowlingova-hpot_vezen:0:shuff:204,cs:rowlingova-hpot_vezen:0:shuff:204,sat,sit,posadil,posadit,pf
en:rowlingova-hpot_vezen:0:shuff:205,cs:rowlingova-hpot_vezen:0:shuff:205,heard,hear,Slyšel,slyšet,impf
en:rowlingova-hpot_vezen:0:shuff:209,cs:rowlingova-hpot_vezen:0:shuff:209,opened,open,otevřel,otevřít,pf
en:rowlingova-hpot_vezen:0:shuff:210,cs:rowlingova-hpot_vezen:0:shuff:210,wiped,wipe,smazal,smazat,pf
en:rowlingova-hpot_vezen:0:shuff:212,cs:rowlingova-hpot_vezen:0:shuff:212,muttered,mutter,zamumlal,zamumlat,pf
en:rowlingova-hpot_vezen:0:shuff:213,cs:rowlingova-hpot_vezen:0:shuff:213,kept,keep,zdrželo,zdržet,pf
en:rowlingova-hpot_vezen:0:shuff:215,cs:rowlingova-hpot_vezen:0:shuff:215,suppose,suppose,Předpokládám,předpokládat,impf
en:rowlingova-hpot_vezen:0:shuff:217,cs:rowlingova-hpot_vezen:0:shuff:217,ask,ask,požádat,požádat,pf
en:rowlingova-hpot_vezen:0:shuff:217,cs:rowlingova-hpot_vezen:0:shuff:217,stationing,station,rozmístit,rozmístit,pf
en:rowlingova-hpot_vezen:0:shuff:218,cs:rowlingova-hpot_vezen:0:shuff:218,agreed,agree,souhlasil,souhlasit,impf
en:rowlingova-hpot_vezen:0:shuff:220,cs:rowlingova-hpot_vezen:0:shuff:220,catch,catch,chytili,chytit,pf
en:rowlingova-hpot_vezen:0:shuff:225,cs:rowlingova-hpot_vezen:0:shuff:226,did,do,Nedělala,dělat,impf
en:rowlingova-hpot_vezen:0:shuff:225,cs:rowlingova-hpot_vezen:0:shuff:226,eat,eat,jedla,jíst,impf
en:rowlingova-hpot_vezen:0:shuff:225,cs:rowlingova-hpot_vezen:0:shuff:226,sleep,sleep,spala,spát,impf
en:rowlingova-hpot_vezen:0:shuff:225,cs:rowlingova-hpot_vezen:0:shuff:226,said,say,říkal,říkat,impf
en:rowlingova-hpot_vezen:0:shuff:225,cs:rowlingova-hpot_vezen:0:shuff:226,said,say,říkal,říkat,impf
en:rowlingova-hpot_vezen:0:shuff:227,cs:rowlingova-hpot_vezen:0:shuff:228,Remember,remember,Pamatuješ,pamatovat,impf
en:rowlingova-hpot_vezen:0:shuff:229,cs:rowlingova-hpot_vezen:0:shuff:230,sinking,sink,sklánělo,sklánět,impf
en:rowlingova-hpot_vezen:0:shuff:230,cs:rowlingova-hpot_vezen:0:shuff:231,reached,reach,Došli,dojít,pf
en:rowlingova-hpot_vezen:0:shuff:230,cs:rowlingova-hpot_vezen:0:shuff:231,knocked,knock,zaklepali,zaklepat,pf
en:rowlingova-hpot_vezen:0:shuff:233,cs:rowlingova-hpot_vezen:0:shuff:235,wearing,wear,Máme,mít,impf
en:rowlingova-hpot_vezen:0:shuff:235,cs:rowlingova-hpot_vezen:0:shuff:237,seizing,seize,popadl,popadnout,pf
en:rowlingova-hpot_vezen:0:shuff:235,cs:rowlingova-hpot_vezen:0:shuff:237,grabbed,grab,popadl,popadnout,pf
en:rowlingova-hpot_vezen:0:shuff:236,cs:rowlingova-hpot_vezen:0:shuff:238,managed,manage,podařilo,podařit,pf
en:rowlingova-hpot_vezen:0:shuff:236,cs:rowlingova-hpot_vezen:0:shuff:238,dropped,drop,upustila,upustit,pf
en:rowlingova-hpot_vezen:0:shuff:237,cs:rowlingova-hpot_vezen:0:shuff:239,began,begin,začala,začít,pf
en:rowlingova-hpot_vezen:0:shuff:237,cs:rowlingova-hpot_vezen:0:shuff:239,shouting,shout,křičet,křičet,impf
en:rowlingova-hpot_vezen:0:shuff:241,cs:rowlingova-hpot_vezen:0:shuff:243,shut,shut,zavřela,zavřít,pf
en:rowlingova-hpot_vezen:0:shuff:243,cs:rowlingova-hpot_vezen:0:shuff:245,make,make,přimět,přimět,pf
en:rowlingova-hpot_vezen:0:shuff:243,cs:rowlingova-hpot_vezen:0:shuff:245,brought,bring,přimět,přimět,pf
en:rowlingova-hpot_vezen:0:shuff:243,cs:rowlingova-hpot_vezen:0:shuff:245,talk,talk,mluvit,mluvit,impf
en:rowlingova-hpot_vezen:0:shuff:243,cs:rowlingova-hpot_vezen:0:shuff:245,examining,examine,zkoumal,zkoumat,impf
en:rowlingova-hpot_vezen:0:shuff:243,cs:rowlingova-hpot_vezen:0:shuff:245,brought,bring,přinesl,přinést,pf
en:rowlingova-hpot_vezen:0:shuff:245,cs:rowlingova-hpot_vezen:0:shuff:247,say,say,Neřekla,říci,pf
en:rowlingova-hpot_vezen:0:shuff:247,cs:rowlingova-hpot_vezen:0:shuff:249,hear,hear,slyšet,slyšet,impf
en:rowlingova-hpot_vezen:0:shuff:247,cs:rowlingova-hpot_vezen:0:shuff:249,heard,hear,slyšet,slyšet,impf
en:rowlingova-hpot_vezen:0:shuff:247,cs:rowlingova-hpot_vezen:0:shuff:249,hear,hear,slyšel,slyšet,impf
en:rowlingova-hpot_vezen:0:shuff:247,cs:rowlingova-hpot_vezen:0:shuff:249,heard,hear,slyšel,slyšet,impf
en:rowlingova-hpot_vezen:0:shuff:248,cs:rowlingova-hpot_vezen:0:shuff:250,wanted,want,zatoužil,zatoužit,pf
en:rowlingova-hpot_vezen:0:shuff:248,cs:rowlingova-hpot_vezen:0:shuff:250,hear,hear,uslyšet,uslyšet,pf
en:rowlingova-hpot_vezen:0:shuff:250,cs:rowlingova-hpot_vezen:0:shuff:252,listening,listen,naslouchat,naslouchat,impf
en:rowlingova-hpot_vezen:0:shuff:252,cs:rowlingova-hpot_vezen:0:shuff:254,Come,come,Pojďte,jít,impf
en:rowlingova-hpot_vezen:0:shuff:254,cs:rowlingova-hpot_vezen:0:shuff:256,wiped,wipe,otíral,otírat,impf
en:rowlingova-hpot_vezen:0:shuff:256,cs:rowlingova-hpot_vezen:0:shuff:258,get,get,nechytíme,chytit,pf
en:rowlingova-hpot_vezen:0:shuff:256,cs:rowlingova-hpot_vezen:0:shuff:258,playing,play,hrát,hrát,impf
en:rowlingova-hpot_vezen:0:shuff:257,cs:rowlingova-hpot_vezen:0:shuff:259,keeping,keep,drželi,držet,impf
en:rowlingova-hpot_vezen:0:shuff:258,cs:rowlingova-hpot_vezen:0:shuff:260,glimpsed,glimpse,zahlédli,zahlédnout,pf
en:rowlingova-hpot_vezen:0:shuff:258,cs:rowlingova-hpot_vezen:0:shuff:260,heard,hear,slyšeli,slyšet,impf
en:rowlingova-hpot_vezen:0:shuff:260,cs:rowlingova-hpot_vezen:0:shuff:262,appeared,appear,objevil,objevit,pf
en:rowlingova-hpot_vezen:0:shuff:260,cs:rowlingova-hpot_vezen:0:shuff:262,knocked,knock,klepal,klepat,impf
en:rowlingova-hpot_vezen:0:shuff:261,cs:rowlingova-hpot_vezen:0:shuff:263,heard,hear,zaslechl,zaslechnout,pf
en:rowlingova-hpot_vezen:0:shuff:263,cs:rowlingova-hpot_vezen:0:shuff:265,wearing,wear,Máme,mít,impf
en:rowlingova-hpot_vezen:0:shuff:264,cs:rowlingova-hpot_vezen:0:shuff:266,given,give,udělilo,udělit,pf
en:rowlingova-hpot_vezen:0:shuff:264,cs:rowlingova-hpot_vezen:0:shuff:266,perform,perform,udělat,udělat,pf
en:rowlingova-hpot_vezen:0:shuff:264,cs:rowlingova-hpot_vezen:0:shuff:266,find,find,vypátrají,vypátrat,pf
en:rowlingova-hpot_vezen:0:shuff:265,cs:rowlingova-hpot_vezen:0:shuff:267,sat,sit,seděl,sedět,impf
en:rowlingova-hpot_vezen:0:shuff:266,cs:rowlingova-hpot_vezen:0:shuff:268,thought,think,pomyslel,pomyslet,pf
en:rowlingova-hpot_vezen:0:shuff:267,cs:rowlingova-hpot_vezen:0:shuff:269,deserves,deserve,Zaslouží,zasloužit,pf
en:rowlingova-hpot_vezen:0:shuff:267,cs:rowlingova-hpot_vezen:0:shuff:269,said,say,prohlásil,prohlásit,pf
en:rowlingova-hpot_vezen:0:shuff:268,cs:rowlingova-hpot_vezen:0:shuff:270,think,think,Myslíš,myslet,impf
en:rowlingova-hpot_vezen:0:shuff:269,cs:rowlingova-hpot_vezen:0:shuff:271,think,think,myslíš,myslet,impf
en:rowlingova-hpot_vezen:0:shuff:269,cs:rowlingova-hpot_vezen:0:shuff:271,deserves,deserve,zaslouží,zasloužit,pf
en:rowlingova-hpot_vezen:0:shuff:272,cs:rowlingova-hpot_vezen:0:shuff:274,try,try,pokusit,pokusit,pf
en:rowlingova-hpot_vezen:0:shuff:272,cs:rowlingova-hpot_vezen:0:shuff:274,kill,kill,zabít,zabít,pf
en:rowlingova-hpot_vezen:0:shuff:272,cs:rowlingova-hpot_vezen:0:shuff:274,pointing,point,ukázal,ukázat,pf
en:rowlingova-hpot_vezen:0:shuff:272,cs:rowlingova-hpot_vezen:0:shuff:274,pointing,point,ukazuje,ukazovat,impf
en:rowlingova-hpot_vezen:0:shuff:272,cs:rowlingova-hpot_vezen:0:shuff:274,missing,miss,chybí,chybět,impf
en:rowlingova-hpot_vezen:0:shuff:276,cs:rowlingova-hpot_vezen:0:shuff:277,died,die,zemřel,zemřít,pf
en:rowlingova-hpot_vezen:0:shuff:276,cs:rowlingova-hpot_vezen:0:shuff:277,betrayed,betray,zradil,zradit,pf
en:rowlingova-hpot_vezen:0:shuff:277,cs:rowlingova-hpot_vezen:0:shuff:278,believed,believe,uvěřil,uvěřit,pf
en:rowlingova-hpot_vezen:0:shuff:278,cs:rowlingova-hpot_vezen:0:shuff:279,speak,speak,promluvit,promluvit,pf
en:rowlingova-hpot_vezen:0:shuff:278,cs:rowlingova-hpot_vezen:0:shuff:279,nodded,nod,přikývl,přikývnout,pf
en:rowlingova-hpot_vezen:0:shuff:280,cs:rowlingova-hpot_vezen:0:shuff:281,fallen,fall,padl,padnout,pf
en:rowlingova-hpot_vezen:0:shuff:285,cs:rowlingova-hpot_vezen:0:shuff:286,go,go,jezdit,jezdit,impf
en:rowlingova-hpot_vezen:0:shuff:285,cs:rowlingova-hpot_vezen:0:shuff:286,see,see,navštěvovat,navštěvovat,impf
