en:Kundera-Nesmrtelnost:0:shuff:2,cs:Kundera-Nesmrtelnost:0:shuff:2,calls,call,nazývá,nazývat,impf
en:Kundera-Nesmrtelnost:0:shuff:23,cs:Kundera-Nesmrtelnost:0:shuff:25,missed,miss,Minul,minout,pf
en:Kundera-Nesmrtelnost:0:shuff:24,cs:Kundera-Nesmrtelnost:0:shuff:26,wrote,write,píše,psát,impf
en:Kundera-Nesmrtelnost:0:shuff:28,cs:Kundera-Nesmrtelnost:0:shuff:30,see,see,vidět,vidět,impf
en:Kundera-Nesmrtelnost:0:shuff:30,cs:Kundera-Nesmrtelnost:0:shuff:33,accompanied,accompany,provázeny,provázet,impf
en:Kundera-Nesmrtelnost:0:shuff:31,cs:Kundera-Nesmrtelnost:0:shuff:34,ran,run,utíkala,utíkat,impf
en:Kundera-Nesmrtelnost:0:shuff:31,cs:Kundera-Nesmrtelnost:0:shuff:34,watch,watch,dívala,dívat,impf
en:Kundera-Nesmrtelnost:0:shuff:32,cs:Kundera-Nesmrtelnost:0:shuff:35,found,find,považovali,považovat,impf
en:Kundera-Nesmrtelnost:0:shuff:32,cs:Kundera-Nesmrtelnost:0:shuff:35,refused,refuse,odmítali,odmítat,impf
en:Kundera-Nesmrtelnost:0:shuff:32,cs:Kundera-Nesmrtelnost:0:shuff:35,discuss,discuss,diskutovat,diskutovat,impf
en:Kundera-Nesmrtelnost:0:shuff:33,cs:Kundera-Nesmrtelnost:0:shuff:36,promised,promise,slíbil,slíbit,pf
en:Kundera-Nesmrtelnost:0:shuff:33,cs:Kundera-Nesmrtelnost:0:shuff:36,cancel,cancel,zruší,zrušit,pf
en:Kundera-Nesmrtelnost:0:shuff:36,cs:Kundera-Nesmrtelnost:0:shuff:39,sing,sing,zpívám,zpívat,impf
en:Kundera-Nesmrtelnost:0:shuff:37,cs:Kundera-Nesmrtelnost:0:shuff:40,failed,fail,ztroskotalo,ztroskotat,pf
en:Kundera-Nesmrtelnost:0:shuff:37,cs:Kundera-Nesmrtelnost:0:shuff:40,remained,remain,zůstal,zůstat,pf
en:Kundera-Nesmrtelnost:0:shuff:37,cs:Kundera-Nesmrtelnost:0:shuff:40,attended,attend,chodila,chodit,impf
en:Kundera-Nesmrtelnost:0:shuff:38,cs:Kundera-Nesmrtelnost:0:shuff:43,takes,take,Trvá,trvat,impf
en:Kundera-Nesmrtelnost:0:shuff:39,cs:Kundera-Nesmrtelnost:0:shuff:44,assume,assume,Předpokládejme,předpokládat,impf
en:Kundera-Nesmrtelnost:0:shuff:40,cs:Kundera-Nesmrtelnost:0:shuff:45,feeling,feel,necítí,cítit,impf
en:Kundera-Nesmrtelnost:0:shuff:40,cs:Kundera-Nesmrtelnost:0:shuff:45,refusing,refuse,odmítne,odmítnout,pf
en:Kundera-Nesmrtelnost:0:shuff:41,cs:Kundera-Nesmrtelnost:0:shuff:46,did,do,jednala,jednat,impf
en:Kundera-Nesmrtelnost:0:shuff:41,cs:Kundera-Nesmrtelnost:0:shuff:46,do,do,jednala,jednat,impf
en:Kundera-Nesmrtelnost:0:shuff:41,cs:Kundera-Nesmrtelnost:0:shuff:46,did,do,činí,činit,impf
en:Kundera-Nesmrtelnost:0:shuff:41,cs:Kundera-Nesmrtelnost:0:shuff:46,made,make,činí,činit,impf
en:Kundera-Nesmrtelnost:0:shuff:41,cs:Kundera-Nesmrtelnost:0:shuff:46,do,do,činí,činit,impf
en:Kundera-Nesmrtelnost:0:shuff:41,cs:Kundera-Nesmrtelnost:0:shuff:46,makes,make,činí,činit,impf
en:Kundera-Nesmrtelnost:0:shuff:43,cs:Kundera-Nesmrtelnost:0:shuff:48,says,say,říká,říkat,impf
en:Kundera-Nesmrtelnost:0:shuff:43,cs:Kundera-Nesmrtelnost:0:shuff:48,precedes,precede,předchází,předcházet,impf
en:Kundera-Nesmrtelnost:0:shuff:44,cs:Kundera-Nesmrtelnost:0:shuff:49,deduce,deduce,vyvozuju,vyvozovat,impf
en:Kundera-Nesmrtelnost:0:shuff:45,cs:Kundera-Nesmrtelnost:0:shuff:50,makes,make,činí,činit,impf
en:Kundera-Nesmrtelnost:0:shuff:45,cs:Kundera-Nesmrtelnost:0:shuff:50,fills,fill,naplňuje,naplňovat,impf
en:Kundera-Nesmrtelnost:0:shuff:49,cs:Kundera-Nesmrtelnost:0:shuff:56,asked,ask,ptal,ptát,impf
en:Kundera-Nesmrtelnost:0:shuff:52,cs:Kundera-Nesmrtelnost:0:shuff:60,talk,talk,mluvit,mluvit,impf
en:Kundera-Nesmrtelnost:0:shuff:54,cs:Kundera-Nesmrtelnost:0:shuff:62,putting,put,postavit,postavit,pf
en:Kundera-Nesmrtelnost:0:shuff:54,cs:Kundera-Nesmrtelnost:0:shuff:62,leave,leave,nechám,nechat,pf
en:Kundera-Nesmrtelnost:0:shuff:55,cs:Kundera-Nesmrtelnost:0:shuff:63,gained,gain,získal,získat,pf
en:Kundera-Nesmrtelnost:0:shuff:55,cs:Kundera-Nesmrtelnost:0:shuff:63,make,make,získal,získat,pf
en:Kundera-Nesmrtelnost:0:shuff:55,cs:Kundera-Nesmrtelnost:0:shuff:63,discovered,discover,objevil,objevit,pf
en:Kundera-Nesmrtelnost:0:shuff:55,cs:Kundera-Nesmrtelnost:0:shuff:63,sell,sell,prodávat,prodávat,impf
en:Kundera-Nesmrtelnost:0:shuff:56,cs:Kundera-Nesmrtelnost:0:shuff:64,occurs,occur,nenapadne,napadnout,pf
en:Kundera-Nesmrtelnost:0:shuff:59,cs:Kundera-Nesmrtelnost:0:shuff:67,say,say,řekneme,říci,pf
en:Kundera-Nesmrtelnost:0:shuff:59,cs:Kundera-Nesmrtelnost:0:shuff:67,suffered,suffer,trpěla,trpět,impf
en:Kundera-Nesmrtelnost:0:shuff:59,cs:Kundera-Nesmrtelnost:0:shuff:67,stroked,stroke,hladili,hladit,impf
en:Kundera-Nesmrtelnost:0:shuff:59,cs:Kundera-Nesmrtelnost:0:shuff:67,lifted,lift,zvedali,zvedat,impf
en:Kundera-Nesmrtelnost:0:shuff:60,cs:Kundera-Nesmrtelnost:0:shuff:68,tell,tell,říci,říci,pf
en:Kundera-Nesmrtelnost:0:shuff:61,cs:Kundera-Nesmrtelnost:0:shuff:69,chose,choose,Nevybrala,vybrat,pf
en:Kundera-Nesmrtelnost:0:shuff:62,cs:Kundera-Nesmrtelnost:0:shuff:70,taught,teach,učil,učit,impf
en:Kundera-Nesmrtelnost:0:shuff:62,cs:Kundera-Nesmrtelnost:0:shuff:70,play,play,hrát,hrát,impf
en:Kundera-Nesmrtelnost:0:shuff:63,cs:Kundera-Nesmrtelnost:0:shuff:71,called,call,říká,říkat,impf
en:Kundera-Nesmrtelnost:0:shuff:63,cs:Kundera-Nesmrtelnost:0:shuff:71,moves,move,přemístí,přemístit,pf
en:Kundera-Nesmrtelnost:0:shuff:63,cs:Kundera-Nesmrtelnost:0:shuff:71,moves,move,přesune,přesunout,pf
en:Kundera-Nesmrtelnost:0:shuff:64,cs:Kundera-Nesmrtelnost:0:shuff:72,liked,like,líbil,líbit,impf
en:Kundera-Nesmrtelnost:0:shuff:64,cs:Kundera-Nesmrtelnost:0:shuff:72,concentrates,concentrate,soustředí,soustředit,pf
en:Kundera-Nesmrtelnost:0:shuff:64,cs:Kundera-Nesmrtelnost:0:shuff:72,disappears,disappear,zmizí,zmizet,pf
en:Kundera-Nesmrtelnost:0:shuff:68,cs:Kundera-Nesmrtelnost:0:shuff:76,found,find,Octl,octnout,pf
en:Kundera-Nesmrtelnost:0:shuff:69,cs:Kundera-Nesmrtelnost:0:shuff:77,find,find,Octnout,octnout,pf
en:Kundera-Nesmrtelnost:0:shuff:69,cs:Kundera-Nesmrtelnost:0:shuff:77,mean,mean,neznamená,znamenat,impf
en:Kundera-Nesmrtelnost:0:shuff:69,cs:Kundera-Nesmrtelnost:0:shuff:77,mean,mean,neznamená,znamenat,impf
en:Kundera-Nesmrtelnost:0:shuff:70,cs:Kundera-Nesmrtelnost:0:shuff:78,paint,paint,malují,malovat,impf
en:Kundera-Nesmrtelnost:0:shuff:71,cs:Kundera-Nesmrtelnost:0:shuff:79,captivated,captivate,zaujala,zaujmout,pf
en:Kundera-Nesmrtelnost:0:shuff:71,cs:Kundera-Nesmrtelnost:0:shuff:79,represented,represent,reprezentovala,reprezentovat,impf
en:Kundera-Nesmrtelnost:0:shuff:71,cs:Kundera-Nesmrtelnost:0:shuff:79,shared,share,sdílela,sdílet,impf
en:Kundera-Nesmrtelnost:0:shuff:72,cs:Kundera-Nesmrtelnost:0:shuff:80,exist,exist,Existuje,existovat,impf
en:Kundera-Nesmrtelnost:0:shuff:72,cs:Kundera-Nesmrtelnost:0:shuff:80,existed,exist,Existuje,existovat,impf
en:Kundera-Nesmrtelnost:0:shuff:72,cs:Kundera-Nesmrtelnost:0:shuff:80,exist,exist,existovala,existovat,impf
en:Kundera-Nesmrtelnost:0:shuff:72,cs:Kundera-Nesmrtelnost:0:shuff:80,existed,exist,existovala,existovat,impf
en:Kundera-Nesmrtelnost:0:shuff:74,cs:Kundera-Nesmrtelnost:0:shuff:82,loved,love,miluje,milovat,impf
en:Kundera-Nesmrtelnost:0:shuff:74,cs:Kundera-Nesmrtelnost:0:shuff:82,loved,love,miluje,milovat,impf
en:Kundera-Nesmrtelnost:0:shuff:74,cs:Kundera-Nesmrtelnost:0:shuff:82,loved,love,miloval,milovat,impf
en:Kundera-Nesmrtelnost:0:shuff:74,cs:Kundera-Nesmrtelnost:0:shuff:82,loved,love,miloval,milovat,impf
en:Kundera-Nesmrtelnost:0:shuff:75,cs:Kundera-Nesmrtelnost:0:shuff:83,hear,hear,slyšel,slyšet,impf
en:Kundera-Nesmrtelnost:0:shuff:77,cs:Kundera-Nesmrtelnost:0:shuff:85,create,create,vytvořit,vytvořit,pf
en:Kundera-Nesmrtelnost:0:shuff:78,cs:Kundera-Nesmrtelnost:0:shuff:86,dedicated,dedicate,věnoval,věnovat,impf
en:Kundera-Nesmrtelnost:0:shuff:78,cs:Kundera-Nesmrtelnost:0:shuff:86,hesitate,hesitate,neváhal,váhat,impf
en:Kundera-Nesmrtelnost:0:shuff:78,cs:Kundera-Nesmrtelnost:0:shuff:86,compose,compose,složit,složit,pf
en:Kundera-Nesmrtelnost:0:shuff:80,cs:Kundera-Nesmrtelnost:0:shuff:88,holding,hold,držel,držet,impf
en:Kundera-Nesmrtelnost:0:shuff:80,cs:Kundera-Nesmrtelnost:0:shuff:88,holding,hold,měl,mít,impf
en:Kundera-Nesmrtelnost:0:shuff:81,cs:Kundera-Nesmrtelnost:0:shuff:89,imitated,imitate,Napodoboval,napodobovat,impf
en:Kundera-Nesmrtelnost:0:shuff:84,cs:Kundera-Nesmrtelnost:0:shuff:93,stopped,stop,Přestal,přestat,pf
en:Kundera-Nesmrtelnost:0:shuff:84,cs:Kundera-Nesmrtelnost:0:shuff:93,shooting,shoot,střílet,střílet,impf
en:Kundera-Nesmrtelnost:0:shuff:87,cs:Kundera-Nesmrtelnost:0:shuff:98,took,take,udělali,udělat,pf
en:Kundera-Nesmrtelnost:0:shuff:87,cs:Kundera-Nesmrtelnost:0:shuff:98,occurred,occur,napadlo,napadnout,pf
en:Kundera-Nesmrtelnost:0:shuff:87,cs:Kundera-Nesmrtelnost:0:shuff:98,took,take,dělá,dělat,impf
en:Kundera-Nesmrtelnost:0:shuff:87,cs:Kundera-Nesmrtelnost:0:shuff:98,said,say,pronesla,pronést,pf
en:Kundera-Nesmrtelnost:0:shuff:87,cs:Kundera-Nesmrtelnost:0:shuff:98,occurred,occur,vyskytlo,vyskytnout,pf
en:Kundera-Nesmrtelnost:0:shuff:89,cs:Kundera-Nesmrtelnost:0:shuff:100,threatened,threaten,ohrožen,ohrozit,pf
en:Kundera-Nesmrtelnost:0:shuff:89,cs:Kundera-Nesmrtelnost:0:shuff:100,found,find,považuje,považovat,impf
en:Kundera-Nesmrtelnost:0:shuff:90,cs:Kundera-Nesmrtelnost:0:shuff:101,said,say,řekla,říci,pf
en:Kundera-Nesmrtelnost:0:shuff:90,cs:Kundera-Nesmrtelnost:0:shuff:101,wanted,want,chtěla,chtít,impf
en:Kundera-Nesmrtelnost:0:shuff:90,cs:Kundera-Nesmrtelnost:0:shuff:101,write,write,napsat,napsat,pf
en:Kundera-Nesmrtelnost:0:shuff:92,cs:Kundera-Nesmrtelnost:0:shuff:106,felt,feel,cítila,cítit,impf
en:Kundera-Nesmrtelnost:0:shuff:92,cs:Kundera-Nesmrtelnost:0:shuff:106,tried,try,pokoušela,pokoušet,impf
en:Kundera-Nesmrtelnost:0:shuff:92,cs:Kundera-Nesmrtelnost:0:shuff:106,tried,try,pokoušela,pokoušet,impf
en:Kundera-Nesmrtelnost:0:shuff:92,cs:Kundera-Nesmrtelnost:0:shuff:106,tried,try,snažila,snažit,impf
en:Kundera-Nesmrtelnost:0:shuff:92,cs:Kundera-Nesmrtelnost:0:shuff:106,tried,try,snažila,snažit,impf
en:Kundera-Nesmrtelnost:0:shuff:92,cs:Kundera-Nesmrtelnost:0:shuff:106,gather,gather,sebrat,sebrat,pf
en:Kundera-Nesmrtelnost:0:shuff:92,cs:Kundera-Nesmrtelnost:0:shuff:106,walk,walk,jít,jít,impf
en:Kundera-Nesmrtelnost:0:shuff:92,cs:Kundera-Nesmrtelnost:0:shuff:106,force,force,donutit,donutit,pf
en:Kundera-Nesmrtelnost:0:shuff:92,cs:Kundera-Nesmrtelnost:0:shuff:106,succeeded,succeed,nepodařilo,podařit,pf
en:Kundera-Nesmrtelnost:0:shuff:94,cs:Kundera-Nesmrtelnost:0:shuff:108,fires,fire,vypálí,vypálit,pf
en:Kundera-Nesmrtelnost:0:shuff:95,cs:Kundera-Nesmrtelnost:0:shuff:109,speak,speak,mluvit,mluvit,impf
en:Kundera-Nesmrtelnost:0:shuff:95,cs:Kundera-Nesmrtelnost:0:shuff:109,says,say,mluvit,mluvit,impf
en:Kundera-Nesmrtelnost:0:shuff:95,cs:Kundera-Nesmrtelnost:0:shuff:109,speak,speak,řekne,říci,pf
en:Kundera-Nesmrtelnost:0:shuff:95,cs:Kundera-Nesmrtelnost:0:shuff:109,says,say,řekne,říci,pf
en:Kundera-Nesmrtelnost:0:shuff:95,cs:Kundera-Nesmrtelnost:0:shuff:109,done,do,vykonal,vykonat,pf
en:Kundera-Nesmrtelnost:0:shuff:96,cs:Kundera-Nesmrtelnost:0:shuff:110,condemned,condemn,odsuzuje,odsuzovat,impf
en:Kundera-Nesmrtelnost:0:shuff:97,cs:Kundera-Nesmrtelnost:0:shuff:111,wears,wear,nosí,nosit,impf
en:Kundera-Nesmrtelnost:0:shuff:97,cs:Kundera-Nesmrtelnost:0:shuff:111,wants,want,chce,chtít,impf
en:Kundera-Nesmrtelnost:0:shuff:97,cs:Kundera-Nesmrtelnost:0:shuff:111,distinguished,distinguish,vyznačuje,vyznačovat,impf
en:Kundera-Nesmrtelnost:0:shuff:98,cs:Kundera-Nesmrtelnost:0:shuff:112,declare,declare,prohlásit,prohlásit,pf
en:Kundera-Nesmrtelnost:0:shuff:99,cs:Kundera-Nesmrtelnost:0:shuff:113,listens,listen,poslouchá,poslouchat,impf
en:Kundera-Nesmrtelnost:0:shuff:99,cs:Kundera-Nesmrtelnost:0:shuff:113,understand,understand,nerozumí,rozumět,impf
en:Kundera-Nesmrtelnost:0:shuff:99,cs:Kundera-Nesmrtelnost:0:shuff:113,tell,tell,povídá,povídat,impf
en:Kundera-Nesmrtelnost:0:shuff:100,cs:Kundera-Nesmrtelnost:0:shuff:114,seemed,seem,zdálo,zdát,impf
en:Kundera-Nesmrtelnost:0:shuff:100,cs:Kundera-Nesmrtelnost:0:shuff:114,fight,fight,bít,bít,impf
en:Kundera-Nesmrtelnost:0:shuff:100,cs:Kundera-Nesmrtelnost:0:shuff:114,condemned,condemn,odsouzen,odsoudit,pf
en:Kundera-Nesmrtelnost:0:shuff:103,cs:Kundera-Nesmrtelnost:0:shuff:117,imagine,imagine,představit,představit,pf
en:Kundera-Nesmrtelnost:0:shuff:105,cs:Kundera-Nesmrtelnost:0:shuff:119,exist,exist,neexistovali,existovat,impf
en:Kundera-Nesmrtelnost:0:shuff:106,cs:Kundera-Nesmrtelnost:0:shuff:120,want,want,nechtěla,chtít,impf
en:Kundera-Nesmrtelnost:0:shuff:106,cs:Kundera-Nesmrtelnost:0:shuff:120,see,see,podívat,podívat,pf
en:Kundera-Nesmrtelnost:0:shuff:108,cs:Kundera-Nesmrtelnost:0:shuff:122,stopped,stop,přestali,přestat,pf
en:Kundera-Nesmrtelnost:0:shuff:108,cs:Kundera-Nesmrtelnost:0:shuff:122,gazed,gaze,dívali,dívat,impf
en:Kundera-Nesmrtelnost:0:shuff:109,cs:Kundera-Nesmrtelnost:0:shuff:123,ended,end,skončily,skončit,pf
en:Kundera-Nesmrtelnost:0:shuff:110,cs:Kundera-Nesmrtelnost:0:shuff:124,realized,realize,pochopila,pochopit,pf
en:Kundera-Nesmrtelnost:0:shuff:111,cs:Kundera-Nesmrtelnost:0:shuff:125,sleep,sleep,usnout,usnout,pf
en:Kundera-Nesmrtelnost:0:shuff:112,cs:Kundera-Nesmrtelnost:0:shuff:126,living,live,bydlil,bydlet,impf
en:Kundera-Nesmrtelnost:0:shuff:113,cs:Kundera-Nesmrtelnost:0:shuff:127,appeared,appear,objevil,objevit,pf
en:Kundera-Nesmrtelnost:0:shuff:114,cs:Kundera-Nesmrtelnost:0:shuff:128,torn,tear,trhal,trhat,impf
en:Kundera-Nesmrtelnost:0:shuff:115,cs:Kundera-Nesmrtelnost:0:shuff:129,dreaming,dream,snil,snít,impf
en:Kundera-Nesmrtelnost:0:shuff:117,cs:Kundera-Nesmrtelnost:0:shuff:131,seemed,seem,Zdálo,zdát,impf
en:Kundera-Nesmrtelnost:0:shuff:117,cs:Kundera-Nesmrtelnost:0:shuff:131,possessed,possess,neměl,mít,impf
en:Kundera-Nesmrtelnost:0:shuff:118,cs:Kundera-Nesmrtelnost:0:shuff:132,lacked,lack,chyběl,chybět,impf
en:Kundera-Nesmrtelnost:0:shuff:119,cs:Kundera-Nesmrtelnost:0:shuff:133,capture,capture,zachytil,zachytit,pf
en:Kundera-Nesmrtelnost:0:shuff:119,cs:Kundera-Nesmrtelnost:0:shuff:133,hold,hold,podržel,podržet,pf
en:Kundera-Nesmrtelnost:0:shuff:121,cs:Kundera-Nesmrtelnost:0:shuff:135,walked,walk,procházel,procházet,impf
en:Kundera-Nesmrtelnost:0:shuff:121,cs:Kundera-Nesmrtelnost:0:shuff:135,thought,think,myslil,myslit,impf
en:Kundera-Nesmrtelnost:0:shuff:122,cs:Kundera-Nesmrtelnost:0:shuff:136,looked,look,hledali,hledat,impf
en:Kundera-Nesmrtelnost:0:shuff:123,cs:Kundera-Nesmrtelnost:0:shuff:137,jostled,jostle,vrazilo,vrazit,pf
en:Kundera-Nesmrtelnost:0:shuff:127,cs:Kundera-Nesmrtelnost:0:shuff:141,speak,speak,nepromluví,promluvit,pf
en:Kundera-Nesmrtelnost:0:shuff:128,cs:Kundera-Nesmrtelnost:0:shuff:142,see,see,Pochopil,pochopit,pf
en:Kundera-Nesmrtelnost:0:shuff:129,cs:Kundera-Nesmrtelnost:0:shuff:143,decided,decide,Rozhodl,rozhodnout,pf
en:Kundera-Nesmrtelnost:0:shuff:129,cs:Kundera-Nesmrtelnost:0:shuff:143,go,go,jít,jít,impf
en:Kundera-Nesmrtelnost:0:shuff:129,cs:Kundera-Nesmrtelnost:0:shuff:143,sleep,sleep,spát,spát,impf
en:Kundera-Nesmrtelnost:0:shuff:130,cs:Kundera-Nesmrtelnost:0:shuff:144,enjoy,enjoy,Vychutnat,vychutnat,pf
en:Kundera-Nesmrtelnost:0:shuff:130,cs:Kundera-Nesmrtelnost:0:shuff:144,say,say,říkal,říkat,impf
en:Kundera-Nesmrtelnost:0:shuff:135,cs:Kundera-Nesmrtelnost:0:shuff:149,saw,see,viděla,vidět,impf
en:Kundera-Nesmrtelnost:0:shuff:136,cs:Kundera-Nesmrtelnost:0:shuff:150,began,begin,začal,začít,pf
en:Kundera-Nesmrtelnost:0:shuff:136,cs:Kundera-Nesmrtelnost:0:shuff:150,alter,alter,nezměnilo,změnit,pf
en:Kundera-Nesmrtelnost:0:shuff:136,cs:Kundera-Nesmrtelnost:0:shuff:150,lost,lose,ztratilo,ztratit,pf
en:Kundera-Nesmrtelnost:0:shuff:137,cs:Kundera-Nesmrtelnost:0:shuff:151,left,leave,odešla,odejít,pf
en:Kundera-Nesmrtelnost:0:shuff:137,cs:Kundera-Nesmrtelnost:0:shuff:151,went,go,odešla,odejít,pf
en:Kundera-Nesmrtelnost:0:shuff:137,cs:Kundera-Nesmrtelnost:0:shuff:151,dressed,dress,oblékl,obléknout,pf
en:Kundera-Nesmrtelnost:0:shuff:137,cs:Kundera-Nesmrtelnost:0:shuff:151,went,go,šel,jít,impf
en:Kundera-Nesmrtelnost:0:shuff:139,cs:Kundera-Nesmrtelnost:0:shuff:153,mixing,mix,mísil,mísit,impf
en:Kundera-Nesmrtelnost:0:shuff:141,cs:Kundera-Nesmrtelnost:0:shuff:155,left,leave,odešel,odejít,pf
en:Kundera-Nesmrtelnost:0:shuff:142,cs:Kundera-Nesmrtelnost:0:shuff:156,hide,hide,skryta,skrýt,pf
en:Kundera-Nesmrtelnost:0:shuff:142,cs:Kundera-Nesmrtelnost:0:shuff:156,wait,wait,čekala,čekat,impf
en:Kundera-Nesmrtelnost:0:shuff:142,cs:Kundera-Nesmrtelnost:0:shuff:156,return,return,vracet,vracet,impf
en:Kundera-Nesmrtelnost:0:shuff:143,cs:Kundera-Nesmrtelnost:0:shuff:157,wanted,want,chtěla,chtít,impf
en:Kundera-Nesmrtelnost:0:shuff:143,cs:Kundera-Nesmrtelnost:0:shuff:157,see,see,vidět,vidět,impf
en:Kundera-Nesmrtelnost:0:shuff:143,cs:Kundera-Nesmrtelnost:0:shuff:157,see,see,sledovat,sledovat,impf
en:Kundera-Nesmrtelnost:0:shuff:143,cs:Kundera-Nesmrtelnost:0:shuff:157,watch,watch,sledovat,sledovat,impf
en:Kundera-Nesmrtelnost:0:shuff:144,cs:Kundera-Nesmrtelnost:0:shuff:158,waited,wait,Čekala,čekat,impf
en:Kundera-Nesmrtelnost:0:shuff:145,cs:Kundera-Nesmrtelnost:0:shuff:159,remain,remain,zůstane,zůstat,pf
en:Kundera-Nesmrtelnost:0:shuff:145,cs:Kundera-Nesmrtelnost:0:shuff:159,connected,connect,spojena,spojit,pf
en:Kundera-Nesmrtelnost:0:shuff:146,cs:Kundera-Nesmrtelnost:0:shuff:160,lifted,lift,zvedl,zvednout,pf
en:Kundera-Nesmrtelnost:0:shuff:147,cs:Kundera-Nesmrtelnost:0:shuff:161,forget,forget,Nezapomeňme,zapomenout,pf
en:Kundera-Nesmrtelnost:0:shuff:148,cs:Kundera-Nesmrtelnost:0:shuff:162,gazing,gaze,Dívala,dívat,impf
en:Kundera-Nesmrtelnost:0:shuff:148,cs:Kundera-Nesmrtelnost:0:shuff:162,gazing,gaze,Dívala,dívat,impf
en:Kundera-Nesmrtelnost:0:shuff:148,cs:Kundera-Nesmrtelnost:0:shuff:162,gazing,gaze,díval,dívat,impf
en:Kundera-Nesmrtelnost:0:shuff:148,cs:Kundera-Nesmrtelnost:0:shuff:162,gazing,gaze,díval,dívat,impf
en:Kundera-Nesmrtelnost:0:shuff:149,cs:Kundera-Nesmrtelnost:0:shuff:163,gaze,gaze,dívat,dívat,impf
en:Kundera-Nesmrtelnost:0:shuff:149,cs:Kundera-Nesmrtelnost:0:shuff:163,asked,ask,vyzval,vyzvat,pf
en:Kundera-Nesmrtelnost:0:shuff:149,cs:Kundera-Nesmrtelnost:0:shuff:163,bare,bare,odhalila,odhalit,pf
en:Kundera-Nesmrtelnost:0:shuff:150,cs:Kundera-Nesmrtelnost:0:shuff:164,say,say,neřekla,říci,pf
en:Kundera-Nesmrtelnost:0:shuff:150,cs:Kundera-Nesmrtelnost:0:shuff:164,did,do,neudělala,udělat,pf
en:Kundera-Nesmrtelnost:0:shuff:150,cs:Kundera-Nesmrtelnost:0:shuff:164,did,do,neudělala,udělat,pf
en:Kundera-Nesmrtelnost:0:shuff:150,cs:Kundera-Nesmrtelnost:0:shuff:164,do,do,neudělala,udělat,pf
en:Kundera-Nesmrtelnost:0:shuff:151,cs:Kundera-Nesmrtelnost:0:shuff:165,remembered,remember,zapamatoval,zapamatovat,pf
en:Kundera-Nesmrtelnost:0:shuff:151,cs:Kundera-Nesmrtelnost:0:shuff:165,calling,call,nazývat,nazývat,impf
en:Kundera-Nesmrtelnost:0:shuff:151,cs:Kundera-Nesmrtelnost:0:shuff:165,call,call,nazývat,nazývat,impf
en:Kundera-Nesmrtelnost:0:shuff:152,cs:Kundera-Nesmrtelnost:0:shuff:166,require,require,nevyžadoval,vyžadovat,impf
en:Kundera-Nesmrtelnost:0:shuff:152,cs:Kundera-Nesmrtelnost:0:shuff:166,replacing,replace,nahrazuje,nahrazovat,impf
en:Kundera-Nesmrtelnost:0:shuff:153,cs:Kundera-Nesmrtelnost:0:shuff:167,avoid,avoid,vyhýbat,vyhýbat,impf
en:Kundera-Nesmrtelnost:0:shuff:154,cs:Kundera-Nesmrtelnost:0:shuff:168,grasp,grasp,pochopit,pochopit,pf
