en:mulisch-atentat:0:shuff:1,cs:mulisch-atentat:0:shuff:1,laid,lay,položila,položit,pf
en:mulisch-atentat:0:shuff:281,cs:mulisch-atentat:0:shuff:273,translate,translate,přeložit,přeložit,pf
en:mulisch-atentat:0:shuff:284,cs:mulisch-atentat:0:shuff:276,means,mean,znamená,znamenat,impf
en:mulisch-atentat:0:shuff:287,cs:mulisch-atentat:0:shuff:279,think,think,měla,mít,impf
en:mulisch-atentat:0:shuff:290,cs:mulisch-atentat:0:shuff:282,get,get,spálí,spálit,pf
en:mulisch-atentat:0:shuff:296,cs:mulisch-atentat:0:shuff:286,mean,mean,chtěla,chtít,impf
en:mulisch-atentat:0:shuff:296,cs:mulisch-atentat:0:shuff:286,wanted,want,chtěla,chtít,impf
en:mulisch-atentat:0:shuff:296,cs:mulisch-atentat:0:shuff:286,mean,mean,chtěla,chtít,impf
en:mulisch-atentat:0:shuff:296,cs:mulisch-atentat:0:shuff:286,write,write,napsat,napsat,pf
en:mulisch-atentat:0:shuff:298,cs:mulisch-atentat:0:shuff:288,compare,compare,srovnávat,srovnávat,impf
en:mulisch-atentat:0:shuff:300,cs:mulisch-atentat:0:shuff:290,say,say,říkají,říkat,impf
en:mulisch-atentat:0:shuff:312,cs:mulisch-atentat:0:shuff:302,disappeared,disappear,Rozplynulo,rozplynout,pf
en:mulisch-atentat:0:shuff:312,cs:mulisch-atentat:0:shuff:302,remembered,remember,vzpomene,vzpomenout,pf
en:mulisch-atentat:0:shuff:317,cs:mulisch-atentat:0:shuff:305,kept,keep,měl,mít,impf
en:mulisch-atentat:0:shuff:331,cs:mulisch-atentat:0:shuff:319,lowered,lower,sklonil,sklonit,pf
en:mulisch-atentat:0:shuff:331,cs:mulisch-atentat:0:shuff:319,nodded,nod,přikývl,přikývnout,pf
en:mulisch-atentat:0:shuff:335,cs:mulisch-atentat:0:shuff:322,said,say,řekl,říci,pf
en:mulisch-atentat:0:shuff:337,cs:mulisch-atentat:0:shuff:324,remembered,remember,Vzpomněl,vzpomenout,pf
en:mulisch-atentat:0:shuff:337,cs:mulisch-atentat:0:shuff:324,meant,mean,znamená,znamenat,impf
en:mulisch-atentat:0:shuff:339,cs:mulisch-atentat:0:shuff:326,controlled,control,ovládal,ovládat,impf
en:mulisch-atentat:0:shuff:339,cs:mulisch-atentat:0:shuff:326,seized,seize,chytil,chytit,pf
en:mulisch-atentat:0:shuff:343,cs:mulisch-atentat:0:shuff:329,say,say,říci,říci,pf
en:mulisch-atentat:0:shuff:343,cs:mulisch-atentat:0:shuff:329,spoke,speak,říci,říci,pf
en:mulisch-atentat:0:shuff:344,cs:mulisch-atentat:0:shuff:330,began,begin,začal,začít,pf
en:mulisch-atentat:0:shuff:344,cs:mulisch-atentat:0:shuff:330,went,go,začal,začít,pf
en:mulisch-atentat:0:shuff:352,cs:mulisch-atentat:0:shuff:337,hear,hear,slyšel,slyšet,impf
en:mulisch-atentat:0:shuff:355,cs:mulisch-atentat:0:shuff:341,took,take,Trvalo,trvat,impf
en:mulisch-atentat:0:shuff:361,cs:mulisch-atentat:0:shuff:347,stopped,stop,přestalo,přestat,pf
en:mulisch-atentat:0:shuff:361,cs:mulisch-atentat:0:shuff:347,turning,turn,točit,točit,impf
en:mulisch-atentat:0:shuff:363,cs:mulisch-atentat:0:shuff:349,see,see,viděl,vidět,impf
en:mulisch-atentat:0:shuff:365,cs:mulisch-atentat:0:shuff:352,heard,hear,slyšet,slyšet,impf
en:mulisch-atentat:0:shuff:366,cs:mulisch-atentat:0:shuff:353,read,read,četl,číst,impf
en:mulisch-atentat:0:shuff:369,cs:mulisch-atentat:0:shuff:356,pointed,point,Ukázal,ukázat,pf
en:mulisch-atentat:0:shuff:371,cs:mulisch-atentat:0:shuff:358,meant,mean,znamenalo,znamenat,impf
en:mulisch-atentat:0:shuff:375,cs:mulisch-atentat:0:shuff:363,heard,hear,Slyšela,slyšet,impf
en:mulisch-atentat:0:shuff:376,cs:mulisch-atentat:0:shuff:364,locked,lock,zamknul,zamknout,pf
en:mulisch-atentat:0:shuff:376,cs:mulisch-atentat:0:shuff:364,allowed,allow,nesměla,smět,impf
en:mulisch-atentat:0:shuff:377,cs:mulisch-atentat:0:shuff:365,cleaned,clean,uklidil,uklidit,pf
en:mulisch-atentat:0:shuff:377,cs:mulisch-atentat:0:shuff:365,buried,bury,pochoval,pochovat,pf
en:mulisch-atentat:0:shuff:378,cs:mulisch-atentat:0:shuff:366,made,make,udělala,udělat,pf
en:mulisch-atentat:0:shuff:380,cs:mulisch-atentat:0:shuff:369,knocking,knock,zaklepal,zaklepat,pf
en:mulisch-atentat:0:shuff:380,cs:mulisch-atentat:0:shuff:369,entered,enter,vstoupil,vstoupit,pf
en:mulisch-atentat:0:shuff:381,cs:mulisch-atentat:0:shuff:370,saw,see,uviděl,uvidět,pf
en:mulisch-atentat:0:shuff:381,cs:mulisch-atentat:0:shuff:370,brought,bring,nese,nést,impf
en:mulisch-atentat:0:shuff:383,cs:mulisch-atentat:0:shuff:372,sat,sit,Sedl,sednout,pf
en:mulisch-atentat:0:shuff:383,cs:mulisch-atentat:0:shuff:372,told,tell,řekl,říci,pf
en:mulisch-atentat:0:shuff:383,cs:mulisch-atentat:0:shuff:372,prepared,prepare,připravit,připravit,pf
en:mulisch-atentat:0:shuff:401,cs:mulisch-atentat:0:shuff:384,taste,taste,chutnat,chutnat,impf
en:mulisch-atentat:0:shuff:401,cs:mulisch-atentat:0:shuff:384,taste,taste,chutnalo,chutnat,impf
en:mulisch-atentat:0:shuff:405,cs:mulisch-atentat:0:shuff:388,tortured,torture,mučili,mučit,impf
en:mulisch-atentat:0:shuff:405,cs:mulisch-atentat:0:shuff:388,said,say,neřekl,říci,pf
en:mulisch-atentat:0:shuff:407,cs:mulisch-atentat:0:shuff:390,said,say,řekl,říci,pf
en:mulisch-atentat:0:shuff:408,cs:mulisch-atentat:0:shuff:391,looked,look,podíval,podívat,pf
en:mulisch-atentat:0:shuff:409,cs:mulisch-atentat:0:shuff:392,said,say,řekl,říci,pf
en:mulisch-atentat:0:shuff:409,cs:mulisch-atentat:0:shuff:392,understood,understand,pochopil,pochopit,pf
en:mulisch-atentat:0:shuff:410,cs:mulisch-atentat:0:shuff:393,worked,work,pracovala,pracovat,impf
en:mulisch-atentat:0:shuff:424,cs:mulisch-atentat:0:shuff:403,asked,ask,zeptal,zeptat,pf
en:mulisch-atentat:0:shuff:426,cs:mulisch-atentat:0:shuff:405,took,take,trvalo,trvat,impf
en:mulisch-atentat:0:shuff:429,cs:mulisch-atentat:0:shuff:407,think,think,Neměla,mít,impf
en:mulisch-atentat:0:shuff:429,cs:mulisch-atentat:0:shuff:407,meant,mean,chce,chtít,impf
en:mulisch-atentat:0:shuff:429,cs:mulisch-atentat:0:shuff:407,do,do,udělat,udělat,pf
en:mulisch-atentat:0:shuff:429,cs:mulisch-atentat:0:shuff:407,do,do,udělat,udělat,pf
en:mulisch-atentat:0:shuff:430,cs:mulisch-atentat:0:shuff:408,realized,realize,Myslím,myslet,impf
en:mulisch-atentat:0:shuff:431,cs:mulisch-atentat:0:shuff:409,tell,tell,povědět,povědět,pf
en:mulisch-atentat:0:shuff:435,cs:mulisch-atentat:0:shuff:413,let,let,nechal,nechat,pf
en:mulisch-atentat:0:shuff:438,cs:mulisch-atentat:0:shuff:416,finished,finish,ukončil,ukončit,pf
en:mulisch-atentat:0:shuff:438,cs:mulisch-atentat:0:shuff:416,went,go,šel,jít,impf
en:mulisch-atentat:0:shuff:439,cs:mulisch-atentat:0:shuff:417,read,read,nečetl,číst,impf
en:mulisch-atentat:0:shuff:444,cs:mulisch-atentat:0:shuff:421,began,begin,začínal,začínat,impf
en:mulisch-atentat:0:shuff:448,cs:mulisch-atentat:0:shuff:425,burning,burn,hořel,hořet,impf
en:mulisch-atentat:0:shuff:452,cs:mulisch-atentat:0:shuff:428,stood,stand,měl,mít,impf
en:mulisch-atentat:0:shuff:460,cs:mulisch-atentat:0:shuff:434,died,die,zemřela,zemřít,pf
en:mulisch-atentat:0:shuff:463,cs:mulisch-atentat:0:shuff:436,suppose,suppose,myslel,myslet,impf
en:mulisch-atentat:0:shuff:464,cs:mulisch-atentat:0:shuff:437,sitting,sit,Seděla,sedět,impf
en:mulisch-atentat:0:shuff:469,cs:mulisch-atentat:0:shuff:443,running,run,jezdily,jezdit,impf
en:mulisch-atentat:0:shuff:472,cs:mulisch-atentat:0:shuff:445,wanted,want,chtěl,chtít,impf
en:mulisch-atentat:0:shuff:474,cs:mulisch-atentat:0:shuff:447,lived,live,bydlel,bydlet,impf
en:mulisch-atentat:0:shuff:477,cs:mulisch-atentat:0:shuff:449,turned,turn,obrátil,obrátit,pf
en:mulisch-atentat:0:shuff:477,cs:mulisch-atentat:0:shuff:449,asked,ask,zeptal,zeptat,pf
en:mulisch-atentat:0:shuff:478,cs:mulisch-atentat:0:shuff:450,coming,come,Přijde,přijít,pf
en:mulisch-atentat:0:shuff:479,cs:mulisch-atentat:0:shuff:451,look,look,nepodíval,podívat,pf
en:mulisch-atentat:0:shuff:481,cs:mulisch-atentat:0:shuff:453,do,do,dělat,dělat,impf
en:mulisch-atentat:0:shuff:483,cs:mulisch-atentat:0:shuff:455,led,lead,ústily,ústit,impf
en:mulisch-atentat:0:shuff:484,cs:mulisch-atentat:0:shuff:456,burned,burn,svítila,svítit,impf
en:mulisch-atentat:0:shuff:485,cs:mulisch-atentat:0:shuff:457,asked,ask,zeptal,zeptat,pf
en:mulisch-atentat:0:shuff:499,cs:mulisch-atentat:0:shuff:472,said,say,pronesl,pronést,pf
en:mulisch-atentat:0:shuff:501,cs:mulisch-atentat:0:shuff:474,living,live,bydlel,bydlet,impf
en:mulisch-atentat:0:shuff:508,cs:mulisch-atentat:0:shuff:481,thinking,think,pomyslil,pomyslit,pf
en:mulisch-atentat:0:shuff:508,cs:mulisch-atentat:0:shuff:481,lying,lie,ležel,ležet,impf
en:mulisch-atentat:0:shuff:508,cs:mulisch-atentat:0:shuff:481,thinking,think,nemělo,mít,impf
en:mulisch-atentat:0:shuff:511,cs:mulisch-atentat:0:shuff:483,walked,walk,Kráčel,kráčet,impf
en:mulisch-atentat:0:shuff:513,cs:mulisch-atentat:0:shuff:485,wanted,want,chtěl,chtít,impf
en:mulisch-atentat:0:shuff:515,cs:mulisch-atentat:0:shuff:487,living,live,bydlí,bydlet,impf
en:mulisch-atentat:0:shuff:516,cs:mulisch-atentat:0:shuff:488,growing,grow,roste,růst,impf
en:mulisch-atentat:0:shuff:520,cs:mulisch-atentat:0:shuff:491,do,do,udělala,udělat,pf
en:mulisch-atentat:0:shuff:521,cs:mulisch-atentat:0:shuff:492,seemed,seem,zdálo,zdát,impf
en:mulisch-atentat:0:shuff:525,cs:mulisch-atentat:0:shuff:496,lay,lie,ležela,ležet,impf
en:mulisch-atentat:0:shuff:526,cs:mulisch-atentat:0:shuff:497,shoot,shoot,střílela,střílet,impf
en:mulisch-atentat:0:shuff:527,cs:mulisch-atentat:0:shuff:498,hit,hit,trefila,trefit,pf
en:mulisch-atentat:0:shuff:527,cs:mulisch-atentat:0:shuff:498,pointing,point,namířil,namířit,pf
en:mulisch-atentat:0:shuff:530,cs:mulisch-atentat:0:shuff:500,wanted,want,chtěla,chtít,impf
en:mulisch-atentat:0:shuff:530,cs:mulisch-atentat:0:shuff:500,compare,compare,srovnávat,srovnávat,impf
en:mulisch-atentat:0:shuff:533,cs:mulisch-atentat:0:shuff:503,hate,hate,nenávidět,nenávidět,impf
en:mulisch-atentat:0:shuff:537,cs:mulisch-atentat:0:shuff:506,asked,ask,zeptala,zeptat,pf
en:mulisch-atentat:0:shuff:538,cs:mulisch-atentat:0:shuff:507,swallowed,swallow,polkl,polknout,pf
en:mulisch-atentat:0:shuff:538,cs:mulisch-atentat:0:shuff:507,asked,ask,zeptal,zeptat,pf
en:mulisch-atentat:0:shuff:539,cs:mulisch-atentat:0:shuff:508,tell,tell,neřekl,říci,pf
en:mulisch-atentat:0:shuff:541,cs:mulisch-atentat:0:shuff:510,lived,live,bydlel,bydlet,impf
en:mulisch-atentat:0:shuff:546,cs:mulisch-atentat:0:shuff:514,meant,mean,chtěl,chtít,impf
en:mulisch-atentat:0:shuff:550,cs:mulisch-atentat:0:shuff:517,sighed,sigh,vzdychla,vzdychnout,pf
en:mulisch-atentat:0:shuff:553,cs:mulisch-atentat:0:shuff:519,set,set,postavil,postavit,pf
en:mulisch-atentat:0:shuff:553,cs:mulisch-atentat:0:shuff:519,wiped,wipe,otřel,otřít,pf
en:mulisch-atentat:0:shuff:554,cs:mulisch-atentat:0:shuff:520,told,tell,řekl,říci,pf
en:mulisch-atentat:0:shuff:557,cs:mulisch-atentat:0:shuff:523,unveiled,unveil,Odhalili,odhalit,pf
en:mulisch-atentat:0:shuff:558,cs:mulisch-atentat:0:shuff:524,asked,ask,ptal,ptát,impf
en:mulisch-atentat:0:shuff:558,cs:mulisch-atentat:0:shuff:524,wanted,want,chceš,chtít,impf
en:mulisch-atentat:0:shuff:558,cs:mulisch-atentat:0:shuff:524,go,go,jet,jet,impf
en:mulisch-atentat:0:shuff:558,cs:mulisch-atentat:0:shuff:524,wanted,want,nechtěl,chtít,impf
en:mulisch-atentat:0:shuff:559,cs:mulisch-atentat:0:shuff:525,remember,remember,Pamatuju,pamatovat,impf
en:mulisch-atentat:0:shuff:559,cs:mulisch-atentat:0:shuff:525,said,say,říkal,říkat,impf
en:mulisch-atentat:0:shuff:560,cs:mulisch-atentat:0:shuff:526,put,put,dala,dát,pf
