en:munro-utek:0:shuff:1,cs:munro-utek:0:shuff:1,missed,miss,vynechala,vynechat,pf
en:munro-utek:0:shuff:50,cs:munro-utek:0:shuff:53,called,call,říká,říkat,impf
en:munro-utek:0:shuff:53,cs:munro-utek:0:shuff:56,housed,house,ubytováni,ubytovat,pf
en:munro-utek:0:shuff:56,cs:munro-utek:0:shuff:59,sees,see,Nechápu,chápat,impf
en:munro-utek:0:shuff:56,cs:munro-utek:0:shuff:59,sees,see,vidí,vidět,impf
en:munro-utek:0:shuff:58,cs:munro-utek:0:shuff:61,led,lead,Vedla,vést,impf
en:munro-utek:0:shuff:58,cs:munro-utek:0:shuff:61,told,tell,řekla,říci,pf
en:munro-utek:0:shuff:61,cs:munro-utek:0:shuff:65,cleaning,clean,uklidit,uklidit,pf
en:munro-utek:0:shuff:61,cs:munro-utek:0:shuff:65,called,call,přijde,přijít,pf
en:munro-utek:0:shuff:61,cs:munro-utek:0:shuff:65,come,come,přijde,přijít,pf
en:munro-utek:0:shuff:61,cs:munro-utek:0:shuff:65,called,call,říkala,říkat,impf
en:munro-utek:0:shuff:62,cs:munro-utek:0:shuff:66,sat,sit,posadil,posadit,pf
en:munro-utek:0:shuff:63,cs:munro-utek:0:shuff:67,dressed,dress,oblékala,oblékat,impf
en:munro-utek:0:shuff:63,cs:munro-utek:0:shuff:67,sat,sit,usadila,usadit,pf
en:munro-utek:0:shuff:66,cs:munro-utek:0:shuff:71,sleeping,sleep,spala,spát,impf
en:munro-utek:0:shuff:67,cs:munro-utek:0:shuff:72,smiled,smile,usmál,usmát,pf
en:munro-utek:0:shuff:67,cs:munro-utek:0:shuff:72,said,say,řekl,říci,pf
en:munro-utek:0:shuff:69,cs:munro-utek:0:shuff:74,sleeping,sleep,Spala,spát,impf
en:munro-utek:0:shuff:70,cs:munro-utek:0:shuff:75,hoping,hope,doufala,doufat,impf
en:munro-utek:0:shuff:74,cs:munro-utek:0:shuff:79,tell,tell,řekli,říci,pf
en:munro-utek:0:shuff:75,cs:munro-utek:0:shuff:80,told,tell,neřekl,říci,pf
en:munro-utek:0:shuff:76,cs:munro-utek:0:shuff:81,tell,tell,neříkají,říkat,impf
en:munro-utek:0:shuff:81,cs:munro-utek:0:shuff:86,remember,remember,Pamatuješ,pamatovat,impf
en:munro-utek:0:shuff:82,cs:munro-utek:0:shuff:87,gave,give,Dávali,dávat,impf
en:munro-utek:0:shuff:83,cs:munro-utek:0:shuff:88,buy,buy,koupili,koupit,pf
en:munro-utek:0:shuff:84,cs:munro-utek:0:shuff:89,included,include,zahrnoval,zahrnovat,impf
en:munro-utek:0:shuff:84,cs:munro-utek:0:shuff:89,behaved,behave,chovali,chovat,impf
en:munro-utek:0:shuff:86,cs:munro-utek:0:shuff:91,sing,sing,zpívali,zpívat,impf
en:munro-utek:0:shuff:87,cs:munro-utek:0:shuff:92,seen,see,považovat,považovat,impf
en:munro-utek:0:shuff:89,cs:munro-utek:0:shuff:94,thought,think,Měla,mít,impf
en:munro-utek:0:shuff:89,cs:munro-utek:0:shuff:94,disappoint,disappoint,zklamat,zklamat,pf
en:munro-utek:0:shuff:89,cs:munro-utek:0:shuff:94,thought,think,věřila,věřit,impf
en:munro-utek:0:shuff:91,cs:munro-utek:0:shuff:96,shining,shine,svítilo,svítit,impf
en:munro-utek:0:shuff:92,cs:munro-utek:0:shuff:97,hung,hang,pověsila,pověsit,pf
en:munro-utek:0:shuff:94,cs:munro-utek:0:shuff:99,said,say,řekla,říci,pf
en:munro-utek:0:shuff:97,cs:munro-utek:0:shuff:102,drank,drink,vypila,vypít,pf
en:munro-utek:0:shuff:98,cs:munro-utek:0:shuff:103,sitting,sit,seděli,sedět,impf
en:munro-utek:0:shuff:98,cs:munro-utek:0:shuff:103,feared,fear,nebála,bát,impf
en:munro-utek:0:shuff:98,cs:munro-utek:0:shuff:103,hoped,hope,nedoufala,doufat,impf
en:munro-utek:0:shuff:98,cs:munro-utek:0:shuff:103,altered,alter,změní,změnit,pf
en:munro-utek:0:shuff:99,cs:munro-utek:0:shuff:104,felt,feel,cítila,cítit,impf
en:munro-utek:0:shuff:100,cs:munro-utek:0:shuff:105,walked,walk,kráčeli,kráčet,impf
en:munro-utek:0:shuff:101,cs:munro-utek:0:shuff:106,held,hold,držela,držet,impf
en:munro-utek:0:shuff:105,cs:munro-utek:0:shuff:110,recalled,recall,vzpomněla,vzpomenout,pf
en:munro-utek:0:shuff:105,cs:munro-utek:0:shuff:110,help,help,pomáhá,pomáhat,impf
en:munro-utek:0:shuff:107,cs:munro-utek:0:shuff:112,offered,offer,nabízela,nabízet,impf
en:munro-utek:0:shuff:108,cs:munro-utek:0:shuff:113,study,study,studovat,studovat,impf
en:munro-utek:0:shuff:108,cs:munro-utek:0:shuff:113,tried,try,pokusila,pokusit,pf
en:munro-utek:0:shuff:108,cs:munro-utek:0:shuff:113,receiving,receive,získala,získat,pf
en:munro-utek:0:shuff:113,cs:munro-utek:0:shuff:118,like,like,chcete,chtít,impf
en:munro-utek:0:shuff:113,cs:munro-utek:0:shuff:118,sit,sit,sednout,sednout,pf
en:munro-utek:0:shuff:114,cs:munro-utek:0:shuff:119,took,take,vzala,vzít,pf
en:munro-utek:0:shuff:116,cs:munro-utek:0:shuff:121,spoke,speak,promluvil,promluvit,pf
en:munro-utek:0:shuff:117,cs:munro-utek:0:shuff:122,said,say,Řekl,říci,pf
en:munro-utek:0:shuff:117,cs:munro-utek:0:shuff:122,wanted,want,chce,chtít,impf
en:munro-utek:0:shuff:117,cs:munro-utek:0:shuff:122,apologize,apologize,omluvit,omluvit,pf
en:munro-utek:0:shuff:118,cs:munro-utek:0:shuff:123,occurred,occur,Došlo,dojít,pf
en:munro-utek:0:shuff:119,cs:munro-utek:0:shuff:124,asked,ask,zeptala,zeptat,pf
en:munro-utek:0:shuff:122,cs:munro-utek:0:shuff:127,came,come,přešel,přejít,pf
en:munro-utek:0:shuff:122,cs:munro-utek:0:shuff:127,hugged,hug,přitiskl,přitisknout,pf
en:munro-utek:0:shuff:123,cs:munro-utek:0:shuff:128,smelled,smell,cítit,cítit,impf
en:munro-utek:0:shuff:123,cs:munro-utek:0:shuff:128,felt,feel,cítit,cítit,impf
en:munro-utek:0:shuff:123,cs:munro-utek:0:shuff:128,drunk,drink,pili,pít,impf
en:munro-utek:0:shuff:130,cs:munro-utek:0:shuff:134,want,want,potřebuju,potřebovat,impf
en:munro-utek:0:shuff:134,cs:munro-utek:0:shuff:137,Come,come,Přijeď,přijet,pf
en:munro-utek:0:shuff:134,cs:munro-utek:0:shuff:137,get,get,Přijeď,přijet,pf
en:munro-utek:0:shuff:136,cs:munro-utek:0:shuff:139,Come,come,Přijeď,přijet,pf
en:munro-utek:0:shuff:136,cs:munro-utek:0:shuff:139,get,get,Přijeď,přijet,pf
en:munro-utek:0:shuff:138,cs:munro-utek:0:shuff:141,forgotten,forget,zapomněla,zapomenout,pf
en:munro-utek:0:shuff:138,cs:munro-utek:0:shuff:141,lock,lock,zamknout,zamknout,pf
en:munro-utek:0:shuff:139,cs:munro-utek:0:shuff:142,realized,realize,Uvědomila,uvědomit,pf
en:munro-utek:0:shuff:139,cs:munro-utek:0:shuff:142,locking,lock,zamknout,zamknout,pf
en:munro-utek:0:shuff:139,cs:munro-utek:0:shuff:142,opening,open,neotvírat,otvírat,impf
en:munro-utek:0:shuff:139,cs:munro-utek:0:shuff:142,opening,open,otevřela,otevřít,pf
en:munro-utek:0:shuff:143,cs:munro-utek:0:shuff:146,met,meet,potkávala,potkávat,impf
en:munro-utek:0:shuff:144,cs:munro-utek:0:shuff:147,pressing,press,Tiskli,tisknout,impf
en:munro-utek:0:shuff:144,cs:munro-utek:0:shuff:147,expected,expect,očekávali,očekávat,impf
en:munro-utek:0:shuff:144,cs:munro-utek:0:shuff:147,open,open,otevřou,otevřít,pf
en:munro-utek:0:shuff:145,cs:munro-utek:0:shuff:148,asked,ask,Zeptal,zeptat,pf
en:munro-utek:0:shuff:146,cs:munro-utek:0:shuff:149,cried,cry,zvolal,zvolat,pf
en:munro-utek:0:shuff:149,cs:munro-utek:0:shuff:154,asked,ask,požádal,požádat,pf
en:munro-utek:0:shuff:151,cs:munro-utek:0:shuff:156,locked,lock,zamčeno,zamknout,pf
en:munro-utek:0:shuff:152,cs:munro-utek:0:shuff:157,left,leave,nechal,nechat,pf
en:munro-utek:0:shuff:152,cs:munro-utek:0:shuff:157,led,lead,zavedl,zavést,pf
en:munro-utek:0:shuff:155,cs:munro-utek:0:shuff:160,stuck,stick,Strčila,strčit,pf
en:munro-utek:0:shuff:159,cs:munro-utek:0:shuff:164,Thank,thank,Děkuju,děkovat,impf
en:munro-utek:0:shuff:163,cs:munro-utek:0:shuff:170,think,think,Myslím,myslet,impf
en:munro-utek:0:shuff:164,cs:munro-utek:0:shuff:171,say,say,říkají,říkat,impf
en:munro-utek:0:shuff:164,cs:munro-utek:0:shuff:171,keep,keep,mít,mít,impf
en:munro-utek:0:shuff:167,cs:munro-utek:0:shuff:174,left,leave,nechala,nechat,pf
en:munro-utek:0:shuff:170,cs:munro-utek:0:shuff:177,phone,phone,zavolá,zavolat,pf
en:munro-utek:0:shuff:174,cs:munro-utek:0:shuff:181,visit,visit,navštívila,navštívit,pf
en:munro-utek:0:shuff:174,cs:munro-utek:0:shuff:181,wearing,wear,má,mít,impf
en:munro-utek:0:shuff:176,cs:munro-utek:0:shuff:183,wait,wait,počkat,počkat,pf
en:munro-utek:0:shuff:179,cs:munro-utek:0:shuff:185,see,see,nevidíš,vidět,impf
en:munro-utek:0:shuff:180,cs:munro-utek:0:shuff:186,enter,enter,vejít,vejít,pf
en:munro-utek:0:shuff:180,cs:munro-utek:0:shuff:186,stood,stand,neměl,mít,impf
en:munro-utek:0:shuff:183,cs:munro-utek:0:shuff:189,working,work,pracují,pracovat,impf
en:munro-utek:0:shuff:183,cs:munro-utek:0:shuff:189,said,say,pravila,pravit,pf
en:munro-utek:0:shuff:185,cs:munro-utek:0:shuff:191,led,lead,vedla,vést,impf
en:munro-utek:0:shuff:191,cs:munro-utek:0:shuff:197,settle,settle,dohodneme,dohodnout,pf
en:munro-utek:0:shuff:196,cs:munro-utek:0:shuff:201,surprised,surprise,překvapilo,překvapit,pf
en:munro-utek:0:shuff:197,cs:munro-utek:0:shuff:202,stood,stand,měl,mít,impf
en:munro-utek:0:shuff:197,cs:munro-utek:0:shuff:202,wore,wear,měl,mít,impf
en:munro-utek:0:shuff:198,cs:munro-utek:0:shuff:203,smiling,smile,usmíval,usmívat,impf
en:munro-utek:0:shuff:199,cs:munro-utek:0:shuff:204,come,come,Přišel,přijít,pf
en:munro-utek:0:shuff:199,cs:munro-utek:0:shuff:204,see,see,Přišel,přijít,pf
en:munro-utek:0:shuff:199,cs:munro-utek:0:shuff:204,see,see,navštívit,navštívit,pf
en:munro-utek:0:shuff:200,cs:munro-utek:0:shuff:205,left,leave,nechala,nechat,pf
en:munro-utek:0:shuff:200,cs:munro-utek:0:shuff:205,went,go,šla,jít,impf
en:munro-utek:0:shuff:202,cs:munro-utek:0:shuff:207,selling,sell,prodává,prodávat,impf
en:munro-utek:0:shuff:203,cs:munro-utek:0:shuff:208,built,build,postavil,postavit,pf
en:munro-utek:0:shuff:203,cs:munro-utek:0:shuff:208,built,build,postavil,postavit,pf
en:munro-utek:0:shuff:203,cs:munro-utek:0:shuff:208,built,build,postavit,postavit,pf
en:munro-utek:0:shuff:203,cs:munro-utek:0:shuff:208,built,build,postavit,postavit,pf
en:munro-utek:0:shuff:204,cs:munro-utek:0:shuff:209,saw,see,uviděla,uvidět,pf
en:munro-utek:0:shuff:209,cs:munro-utek:0:shuff:212,went,go,šlo,jít,impf
en:munro-utek:0:shuff:209,cs:munro-utek:0:shuff:212,prove,prove,ukázalo,ukázat,pf
en:munro-utek:0:shuff:210,cs:munro-utek:0:shuff:213,started,start,Začala,začít,pf
en:munro-utek:0:shuff:212,cs:munro-utek:0:shuff:215,persisted,persist,přetrvávaly,přetrvávat,impf
en:munro-utek:0:shuff:213,cs:munro-utek:0:shuff:216,suspect,suspect,podezřívají,podezřívat,impf
en:munro-utek:0:shuff:224,cs:munro-utek:0:shuff:228,remembered,remember,Vzpomněla,vzpomenout,pf
en:munro-utek:0:shuff:224,cs:munro-utek:0:shuff:228,held,hold,držela,držet,impf
en:munro-utek:0:shuff:226,cs:munro-utek:0:shuff:230,slipped,slip,sklouzlo,sklouznout,pf
en:munro-utek:0:shuff:227,cs:munro-utek:0:shuff:231,remembered,remember,vzpomínala,vzpomínat,impf
en:munro-utek:0:shuff:228,cs:munro-utek:0:shuff:232,phoned,phone,zavolala,zavolat,pf
en:munro-utek:0:shuff:228,cs:munro-utek:0:shuff:232,speaking,speak,nemluvil,mluvit,impf
en:munro-utek:0:shuff:228,cs:munro-utek:0:shuff:232,talked,talk,nemluvil,mluvit,impf
en:munro-utek:0:shuff:228,cs:munro-utek:0:shuff:232,gone,go,chodila,chodit,impf
en:munro-utek:0:shuff:229,cs:munro-utek:0:shuff:233,followed,follow,Následovaly,následovat,impf
en:munro-utek:0:shuff:232,cs:munro-utek:0:shuff:236,get,get,opatřit,opatřit,pf
en:munro-utek:0:shuff:233,cs:munro-utek:0:shuff:237,paid,pay,nevěnuje,věnovat,impf
en:munro-utek:0:shuff:239,cs:munro-utek:0:shuff:243,hoped,hope,Doufala,doufat,impf
en:munro-utek:0:shuff:240,cs:munro-utek:0:shuff:244,take,take,nedělej,dělat,impf
en:munro-utek:0:shuff:241,cs:munro-utek:0:shuff:245,drawn,draw,nakreslila,nakreslit,pf
en:munro-utek:0:shuff:241,cs:munro-utek:0:shuff:245,parked,park,zaparkovala,zaparkovat,pf
en:munro-utek:0:shuff:241,cs:munro-utek:0:shuff:245,grown,grow,vyrostla,vyrůst,pf
en:munro-utek:0:shuff:244,cs:munro-utek:0:shuff:248,appeared,appear,objevili,objevit,pf
en:munro-utek:0:shuff:244,cs:munro-utek:0:shuff:248,turned,turn,obrátili,obrátit,pf
en:munro-utek:0:shuff:246,cs:munro-utek:0:shuff:250,locked,lock,nezamykali,zamykat,impf
en:munro-utek:0:shuff:248,cs:munro-utek:0:shuff:252,got,get,koupil,koupit,pf
en:munro-utek:0:shuff:249,cs:munro-utek:0:shuff:253,seen,see,pozorovat,pozorovat,impf
en:munro-utek:0:shuff:253,cs:munro-utek:0:shuff:257,tell,tell,oznámit,oznámit,pf
en:munro-utek:0:shuff:253,cs:munro-utek:0:shuff:257,want,want,nechci,chtít,impf
en:munro-utek:0:shuff:254,cs:munro-utek:0:shuff:258,says,say,pronese,pronést,pf
en:munro-utek:0:shuff:255,cs:munro-utek:0:shuff:259,think,think,myslet,myslet,impf
en:munro-utek:0:shuff:257,cs:munro-utek:0:shuff:261,thought,think,mít,mít,impf
en:munro-utek:0:shuff:257,cs:munro-utek:0:shuff:261,thought,think,mít,mít,impf
en:munro-utek:0:shuff:257,cs:munro-utek:0:shuff:261,thought,think,mít,mít,impf
en:munro-utek:0:shuff:257,cs:munro-utek:0:shuff:261,thought,think,pomyslela,pomyslet,pf
en:munro-utek:0:shuff:257,cs:munro-utek:0:shuff:261,thought,think,pomyslela,pomyslet,pf
en:munro-utek:0:shuff:257,cs:munro-utek:0:shuff:261,thought,think,pomyslela,pomyslet,pf
en:munro-utek:0:shuff:259,cs:munro-utek:0:shuff:263,made,make,vytvářely,vytvářet,impf
en:munro-utek:0:shuff:268,cs:munro-utek:0:shuff:272,saw,see,Zahlídl,zahlédnout,pf
en:munro-utek:0:shuff:268,cs:munro-utek:0:shuff:272,saw,see,čtete,číst,impf
en:munro-utek:0:shuff:268,cs:munro-utek:0:shuff:272,reading,read,čtete,číst,impf
en:munro-utek:0:shuff:268,cs:munro-utek:0:shuff:272,thought,think,nemá,mít,impf
en:munro-utek:0:shuff:272,cs:munro-utek:0:shuff:279,carrying,carry,nesla,nést,impf
en:munro-utek:0:shuff:272,cs:munro-utek:0:shuff:279,carrying,carry,měla,mít,impf
en:munro-utek:0:shuff:272,cs:munro-utek:0:shuff:279,wore,wear,měla,mít,impf
en:munro-utek:0:shuff:274,cs:munro-utek:0:shuff:281,say,say,říkala,říkat,impf
en:munro-utek:0:shuff:274,cs:munro-utek:0:shuff:281,said,say,říkala,říkat,impf
en:munro-utek:0:shuff:274,cs:munro-utek:0:shuff:281,told,tell,říkala,říkat,impf
en:munro-utek:0:shuff:274,cs:munro-utek:0:shuff:281,grew,grow,vyroste,vyrůst,pf
en:munro-utek:0:shuff:274,cs:munro-utek:0:shuff:281,told,tell,prozradil,prozradit,pf
en:munro-utek:0:shuff:275,cs:munro-utek:0:shuff:282,set,set,položila,položit,pf
en:munro-utek:0:shuff:275,cs:munro-utek:0:shuff:282,began,begin,začala,začít,pf
en:munro-utek:0:shuff:280,cs:munro-utek:0:shuff:286,turn,turn,neotočila,otočit,pf
en:munro-utek:0:shuff:280,cs:munro-utek:0:shuff:286,look,look,nepodívala,podívat,pf
en:munro-utek:0:shuff:281,cs:munro-utek:0:shuff:287,began,begin,začala,začít,pf
en:munro-utek:0:shuff:286,cs:munro-utek:0:shuff:291,took,take,trvalo,trvat,impf
en:munro-utek:0:shuff:286,cs:munro-utek:0:shuff:291,run,run,trvalo,trvat,impf
en:munro-utek:0:shuff:286,cs:munro-utek:0:shuff:291,think,think,měla,mít,impf
en:munro-utek:0:shuff:286,cs:munro-utek:0:shuff:291,took,take,udělat,udělat,pf
en:munro-utek:0:shuff:286,cs:munro-utek:0:shuff:291,do,do,udělat,udělat,pf
en:munro-utek:0:shuff:286,cs:munro-utek:0:shuff:291,say,say,říct,říci,pf
en:munro-utek:0:shuff:286,cs:munro-utek:0:shuff:291,returned,return,vrátila,vrátit,pf
en:munro-utek:0:shuff:292,cs:munro-utek:0:shuff:296,came,come,přišla,přijít,pf
en:munro-utek:0:shuff:292,cs:munro-utek:0:shuff:296,look,look,podívala,podívat,pf
en:munro-utek:0:shuff:292,cs:munro-utek:0:shuff:296,avoid,avoid,vyhýbala,vyhýbat,impf
en:munro-utek:0:shuff:292,cs:munro-utek:0:shuff:296,pestering,pester,otravovat,otravovat,impf
en:munro-utek:0:shuff:293,cs:munro-utek:0:shuff:297,tried,try,Zkoušela,zkoušet,impf
en:munro-utek:0:shuff:293,cs:munro-utek:0:shuff:297,breathed,breathe,dýchat,dýchat,impf
en:munro-utek:0:shuff:297,cs:munro-utek:0:shuff:302,answer,answer,neodpovídal,odpovídat,impf
en:munro-utek:0:shuff:297,cs:munro-utek:0:shuff:302,tried,try,zkusila,zkusit,pf
en:munro-utek:0:shuff:298,cs:munro-utek:0:shuff:303,see,see,vidět,vidět,impf
en:munro-utek:0:shuff:299,cs:munro-utek:0:shuff:304,see,see,vidět,vidět,impf
en:munro-utek:0:shuff:302,cs:munro-utek:0:shuff:307,enjoy,enjoy,Chutnala,chutnat,impf
en:munro-utek:0:shuff:306,cs:munro-utek:0:shuff:310,thinking,think,Měla,mít,impf
en:munro-utek:0:shuff:306,cs:munro-utek:0:shuff:310,done,do,udělat,udělat,pf
en:munro-utek:0:shuff:313,cs:munro-utek:0:shuff:317,turned,turn,odvrátila,odvrátit,pf
en:munro-utek:0:shuff:314,cs:munro-utek:0:shuff:318,laughed,laugh,zasmála,zasmát,pf
en:munro-utek:0:shuff:316,cs:munro-utek:0:shuff:320,controlled,control,neovládala,ovládat,impf
en:munro-utek:0:shuff:316,cs:munro-utek:0:shuff:320,rising,rise,stoupal,stoupat,impf
en:munro-utek:0:shuff:316,cs:munro-utek:0:shuff:320,drawing,draw,přitahovalo,přitahovat,impf
en:munro-utek:0:shuff:322,cs:munro-utek:0:shuff:326,injured,injure,zranilo,zranit,pf
en:munro-utek:0:shuff:324,cs:munro-utek:0:shuff:328,came,come,chodit,chodit,impf
en:munro-utek:0:shuff:324,cs:munro-utek:0:shuff:328,walk,walk,chodit,chodit,impf
en:munro-utek:0:shuff:325,cs:munro-utek:0:shuff:329,expected,expect,očekávala,očekávat,impf
en:munro-utek:0:shuff:327,cs:munro-utek:0:shuff:331,did,do,dělalo,dělat,impf
en:munro-utek:0:shuff:329,cs:munro-utek:0:shuff:333,disappointed,disappoint,zklamalo,zklamat,pf
en:munro-utek:0:shuff:330,cs:munro-utek:0:shuff:334,grew,grow,vyrostla,vyrůst,pf
en:munro-utek:0:shuff:330,cs:munro-utek:0:shuff:334,point,point,poukazovalo,poukazovat,impf
en:munro-utek:0:shuff:330,cs:munro-utek:0:shuff:334,showing,show,kouká,koukat,impf
en:munro-utek:0:shuff:332,cs:munro-utek:0:shuff:336,called,call,říkaly,říkat,impf
en:munro-utek:0:shuff:335,cs:munro-utek:0:shuff:339,stretched,stretch,nevytáhlo,vytáhnout,pf
en:munro-utek:0:shuff:336,cs:munro-utek:0:shuff:340,imitated,imitate,napodobit,napodobit,pf
en:munro-utek:0:shuff:336,cs:munro-utek:0:shuff:340,inherited,inherit,zdědit,zdědit,pf
en:munro-utek:0:shuff:338,cs:munro-utek:0:shuff:342,decided,decide,rozhodla,rozhodnout,pf
en:munro-utek:0:shuff:338,cs:munro-utek:0:shuff:342,make,make,udělá,udělat,pf
en:munro-utek:0:shuff:338,cs:munro-utek:0:shuff:342,make,make,připraví,připravit,pf
en:munro-utek:0:shuff:338,cs:munro-utek:0:shuff:342,set,set,připraví,připravit,pf
en:munro-utek:0:shuff:338,cs:munro-utek:0:shuff:342,open,open,otevře,otevřít,pf
en:munro-utek:0:shuff:339,cs:munro-utek:0:shuff:343,hope,hope,Doufám,doufat,impf
en:munro-utek:0:shuff:339,cs:munro-utek:0:shuff:343,said,say,řekla,říci,pf
en:munro-utek:0:shuff:344,cs:munro-utek:0:shuff:348,moved,move,pohyboval,pohybovat,impf
en:munro-utek:0:shuff:346,cs:munro-utek:0:shuff:351,mean,mean,Myslíte,myslet,impf
en:munro-utek:0:shuff:347,cs:munro-utek:0:shuff:352,see,see,viděla,vidět,impf
en:munro-utek:0:shuff:348,cs:munro-utek:0:shuff:353,see,see,Pozorovala,pozorovat,impf
en:munro-utek:0:shuff:348,cs:munro-utek:0:shuff:353,enjoying,enjoy,baví,bavit,impf
en:munro-utek:0:shuff:353,cs:munro-utek:0:shuff:358,make,make,dělám,dělat,impf
en:munro-utek:0:shuff:354,cs:munro-utek:0:shuff:359,put,put,dám,dát,pf
en:munro-utek:0:shuff:355,cs:munro-utek:0:shuff:360,keep,keep,nechám,nechat,pf
en:munro-utek:0:shuff:355,cs:munro-utek:0:shuff:360,think,think,myslím,myslet,impf
en:munro-utek:0:shuff:355,cs:munro-utek:0:shuff:360,keep,keep,nechám,nechat,pf
en:munro-utek:0:shuff:357,cs:munro-utek:0:shuff:362,held,hold,držela,držet,impf
en:munro-utek:0:shuff:357,cs:munro-utek:0:shuff:362,lowered,lower,sklonila,sklonit,pf
en:munro-utek:0:shuff:357,cs:munro-utek:0:shuff:362,prepare,prepare,chystala,chystat,impf
en:munro-utek:0:shuff:360,cs:munro-utek:0:shuff:365,grow,grow,vyrostou,vyrůst,pf
en:munro-utek:0:shuff:365,cs:munro-utek:0:shuff:370,mean,mean,znamená,znamenat,impf
en:munro-utek:0:shuff:366,cs:munro-utek:0:shuff:371,see,see,nevidím,vidět,impf
en:munro-utek:0:shuff:369,cs:munro-utek:0:shuff:374,desire,desire,přát,přát,impf
en:munro-utek:0:shuff:369,cs:munro-utek:0:shuff:374,prays,pray,modlí,modlit,impf
en:munro-utek:0:shuff:374,cs:munro-utek:0:shuff:378,shining,shine,svítí,svítit,impf
en:munro-utek:0:shuff:379,cs:munro-utek:0:shuff:383,thought,think,myslela,myslet,impf
en:munro-utek:0:shuff:379,cs:munro-utek:0:shuff:383,arranged,arrange,uspořádána,uspořádat,pf
en:munro-utek:0:shuff:387,cs:munro-utek:0:shuff:388,write,write,napsat,napsat,pf
en:munro-utek:0:shuff:391,cs:munro-utek:0:shuff:392,talking,talk,mluvit,mluvit,impf
en:munro-utek:0:shuff:391,cs:munro-utek:0:shuff:392,learned,learn,učili,učit,impf
en:munro-utek:0:shuff:391,cs:munro-utek:0:shuff:392,forgotten,forget,zapomněli,zapomenout,pf
en:munro-utek:0:shuff:392,cs:munro-utek:0:shuff:393,mentioned,mention,zmínil,zmínit,pf
en:munro-utek:0:shuff:392,cs:munro-utek:0:shuff:393,go,go,chodilo,chodit,impf
en:munro-utek:0:shuff:392,cs:munro-utek:0:shuff:393,go,go,začal,začít,pf
en:munro-utek:0:shuff:392,cs:munro-utek:0:shuff:393,started,start,začal,začít,pf
en:munro-utek:0:shuff:393,cs:munro-utek:0:shuff:394,talk,talk,hovořilo,hovořit,impf
en:munro-utek:0:shuff:395,cs:munro-utek:0:shuff:396,lifted,lift,zvedla,zvednout,pf
en:munro-utek:0:shuff:399,cs:munro-utek:0:shuff:400,left,leave,zanechala,zanechat,pf
en:munro-utek:0:shuff:401,cs:munro-utek:0:shuff:402,talk,talk,promluvit,promluvit,pf
en:munro-utek:0:shuff:402,cs:munro-utek:0:shuff:403,looked,look,Podívala,podívat,pf
