en:larsson-muzi:0:shuff:1,cs:larsson-muzi:0:shuff:1,killing,kill,zabíjel,zabíjet,impf
en:larsson-muzi:0:shuff:112,cs:larsson-muzi:0:shuff:113,take,take,trvalo,trvat,impf
en:larsson-muzi:0:shuff:112,cs:larsson-muzi:0:shuff:113,take,take,dostala,dostat,pf
en:larsson-muzi:0:shuff:112,cs:larsson-muzi:0:shuff:113,got,get,dostala,dostat,pf
en:larsson-muzi:0:shuff:115,cs:larsson-muzi:0:shuff:116,looked,look,pohlédla,pohlédnout,pf
en:larsson-muzi:0:shuff:116,cs:larsson-muzi:0:shuff:117,hugged,hug,objímali,objímat,impf
en:larsson-muzi:0:shuff:119,cs:larsson-muzi:0:shuff:120,cooked,cook,připravoval,připravovat,impf
en:larsson-muzi:0:shuff:120,cs:larsson-muzi:0:shuff:121,want,want,chcete,chtít,impf
en:larsson-muzi:0:shuff:122,cs:larsson-muzi:0:shuff:123,left,leave,opustil,opustit,pf
en:larsson-muzi:0:shuff:122,cs:larsson-muzi:0:shuff:123,closed,close,zavíral,zavírat,impf
en:larsson-muzi:0:shuff:126,cs:larsson-muzi:0:shuff:126,lived,live,bydlel,bydlet,impf
en:larsson-muzi:0:shuff:127,cs:larsson-muzi:0:shuff:127,returned,return,vrátili,vrátit,pf
en:larsson-muzi:0:shuff:129,cs:larsson-muzi:0:shuff:128,took,take,převzal,převzít,pf
en:larsson-muzi:0:shuff:130,cs:larsson-muzi:0:shuff:129,do,do,udělám,udělat,pf
en:larsson-muzi:0:shuff:130,cs:larsson-muzi:0:shuff:129,do,do,udělám,udělat,pf
en:larsson-muzi:0:shuff:130,cs:larsson-muzi:0:shuff:129,hired,hire,zaměstnal,zaměstnat,pf
en:larsson-muzi:0:shuff:131,cs:larsson-muzi:0:shuff:130,write,write,Napíšu,napsat,pf
en:larsson-muzi:0:shuff:138,cs:larsson-muzi:0:shuff:137,rung,ring,nezvonil,zvonit,impf
en:larsson-muzi:0:shuff:140,cs:larsson-muzi:0:shuff:139,open,open,otevřela,otevřít,pf
en:larsson-muzi:0:shuff:143,cs:larsson-muzi:0:shuff:143,see,see,Chápu,chápat,impf
en:larsson-muzi:0:shuff:145,cs:larsson-muzi:0:shuff:145,sat,sit,seděl,sedět,impf
en:larsson-muzi:0:shuff:145,cs:larsson-muzi:0:shuff:145,looking,look,díval,dívat,impf
en:larsson-muzi:0:shuff:146,cs:larsson-muzi:0:shuff:146,receive,receive,dostanou,dostat,pf
en:larsson-muzi:0:shuff:147,cs:larsson-muzi:0:shuff:147,wrapping,wrap,zabalili,zabalit,pf
en:larsson-muzi:0:shuff:147,cs:larsson-muzi:0:shuff:147,send,send,poslat,poslat,pf
en:larsson-muzi:0:shuff:148,cs:larsson-muzi:0:shuff:148,tried,try,pokoušel,pokoušet,impf
en:larsson-muzi:0:shuff:148,cs:larsson-muzi:0:shuff:148,withstand,withstand,odolat,odolat,pf
en:larsson-muzi:0:shuff:148,cs:larsson-muzi:0:shuff:148,resist,resist,odolat,odolat,pf
en:larsson-muzi:0:shuff:149,cs:larsson-muzi:0:shuff:149,received,receive,dostala,dostat,pf
en:larsson-muzi:0:shuff:151,cs:larsson-muzi:0:shuff:151,put,put,položil,položit,pf
en:larsson-muzi:0:shuff:154,cs:larsson-muzi:0:shuff:155,introduced,introduce,nastolena,nastolit,pf
en:larsson-muzi:0:shuff:161,cs:larsson-muzi:0:shuff:161,disappeared,disappear,Zmizela,zmizet,pf
en:larsson-muzi:0:shuff:162,cs:larsson-muzi:0:shuff:162,overshadowed,overshadow,zastínilo,zastínit,pf
en:larsson-muzi:0:shuff:165,cs:larsson-muzi:0:shuff:165,staying,stay,bydlela,bydlet,impf
en:larsson-muzi:0:shuff:167,cs:larsson-muzi:0:shuff:167,stayed,stay,zůstala,zůstat,pf
en:larsson-muzi:0:shuff:168,cs:larsson-muzi:0:shuff:168,said,say,odpověděl,odpovědět,pf
en:larsson-muzi:0:shuff:169,cs:larsson-muzi:0:shuff:169,stayed,stay,zůstala,zůstat,pf
en:larsson-muzi:0:shuff:171,cs:larsson-muzi:0:shuff:171,tell,tell,oznámila,oznámit,pf
en:larsson-muzi:0:shuff:171,cs:larsson-muzi:0:shuff:171,let,let,nechala,nechat,pf
en:larsson-muzi:0:shuff:171,cs:larsson-muzi:0:shuff:171,liked,like,chtít,chtít,impf
en:larsson-muzi:0:shuff:172,cs:larsson-muzi:0:shuff:172,means,mean,znamená,znamenat,impf
en:larsson-muzi:0:shuff:173,cs:larsson-muzi:0:shuff:173,call,call,zavolá,zavolat,pf
en:larsson-muzi:0:shuff:173,cs:larsson-muzi:0:shuff:173,going,go,odejde,odejít,pf
en:larsson-muzi:0:shuff:173,cs:larsson-muzi:0:shuff:173,leaves,leave,odejde,odejít,pf
en:larsson-muzi:0:shuff:179,cs:larsson-muzi:0:shuff:178,dies,die,zemře,zemřít,pf
en:larsson-muzi:0:shuff:182,cs:larsson-muzi:0:shuff:181,create,create,dělat,dělat,impf
en:larsson-muzi:0:shuff:182,cs:larsson-muzi:0:shuff:181,do,do,dělat,dělat,impf
en:larsson-muzi:0:shuff:186,cs:larsson-muzi:0:shuff:185,serving,serve,obsluhuju,obsluhovat,impf
en:larsson-muzi:0:shuff:186,cs:larsson-muzi:0:shuff:185,said,say,pronesla,pronést,pf
en:larsson-muzi:0:shuff:187,cs:larsson-muzi:0:shuff:187,bothered,bother,neobtěžoval,obtěžovat,impf
en:larsson-muzi:0:shuff:190,cs:larsson-muzi:0:shuff:190,sat,sit,sedět,sedět,impf
en:larsson-muzi:0:shuff:197,cs:larsson-muzi:0:shuff:199,think,think,Myslím,myslet,impf
en:larsson-muzi:0:shuff:197,cs:larsson-muzi:0:shuff:199,said,say,řekl,říci,pf
en:larsson-muzi:0:shuff:199,cs:larsson-muzi:0:shuff:201,going,go,zemřu,zemřít,pf
en:larsson-muzi:0:shuff:199,cs:larsson-muzi:0:shuff:201,die,die,zemřu,zemřít,pf
en:larsson-muzi:0:shuff:200,cs:larsson-muzi:0:shuff:202,felt,feel,Cítil,cítit,impf
en:larsson-muzi:0:shuff:200,cs:larsson-muzi:0:shuff:202,do,do,dělat,dělat,impf
en:larsson-muzi:0:shuff:201,cs:larsson-muzi:0:shuff:203,stretched,stretch,natáhl,natáhnout,pf
en:larsson-muzi:0:shuff:201,cs:larsson-muzi:0:shuff:203,placed,place,položil,položit,pf
en:larsson-muzi:0:shuff:202,cs:larsson-muzi:0:shuff:204,Thank,thank,Děkuju,děkovat,impf
en:larsson-muzi:0:shuff:202,cs:larsson-muzi:0:shuff:204,said,say,řekl,říci,pf
en:larsson-muzi:0:shuff:208,cs:larsson-muzi:0:shuff:210,forget,forget,nezapomněl,zapomenout,pf
en:larsson-muzi:0:shuff:209,cs:larsson-muzi:0:shuff:211,lives,live,bydlí,bydlet,impf
en:larsson-muzi:0:shuff:210,cs:larsson-muzi:0:shuff:212,live,live,bydlíte,bydlet,impf
en:larsson-muzi:0:shuff:212,cs:larsson-muzi:0:shuff:214,started,start,začal,začít,pf
en:larsson-muzi:0:shuff:212,cs:larsson-muzi:0:shuff:214,working,work,pracovat,pracovat,impf
en:larsson-muzi:0:shuff:215,cs:larsson-muzi:0:shuff:217,need,need,nepotřebuje,potřebovat,impf
en:larsson-muzi:0:shuff:216,cs:larsson-muzi:0:shuff:218,happened,happen,událo,udát,pf
en:larsson-muzi:0:shuff:219,cs:larsson-muzi:0:shuff:221,does,do,udělá,udělat,pf
en:larsson-muzi:0:shuff:221,cs:larsson-muzi:0:shuff:223,warn,warn,varovat,varovat,impf
en:larsson-muzi:0:shuff:222,cs:larsson-muzi:0:shuff:224,left,leave,opustil,opustit,pf
en:larsson-muzi:0:shuff:223,cs:larsson-muzi:0:shuff:225,saw,see,uviděla,uvidět,pf
en:larsson-muzi:0:shuff:223,cs:larsson-muzi:0:shuff:225,saw,see,považovala,považovat,impf
en:larsson-muzi:0:shuff:225,cs:larsson-muzi:0:shuff:227,said,say,řekl,říci,pf
en:larsson-muzi:0:shuff:225,cs:larsson-muzi:0:shuff:227,turning,turn,otočil,otočit,pf
en:larsson-muzi:0:shuff:226,cs:larsson-muzi:0:shuff:228,coming,come,přijela,přijet,pf
en:larsson-muzi:0:shuff:227,cs:larsson-muzi:0:shuff:229,Come,come,Pojďte,jít,impf
en:larsson-muzi:0:shuff:228,cs:larsson-muzi:0:shuff:230,borrowed,borrow,vypůjčil,vypůjčit,pf
en:larsson-muzi:0:shuff:229,cs:larsson-muzi:0:shuff:231,hired,hire,zaměstnal,zaměstnat,pf
en:larsson-muzi:0:shuff:230,cs:larsson-muzi:0:shuff:232,crush,crush,zničit,zničit,pf
en:larsson-muzi:0:shuff:231,cs:larsson-muzi:0:shuff:233,goes,go,jde,jít,impf
en:larsson-muzi:0:shuff:232,cs:larsson-muzi:0:shuff:234,sent,send,Poslal,poslat,pf
en:larsson-muzi:0:shuff:232,cs:larsson-muzi:0:shuff:234,get,get,Poslal,poslat,pf
en:larsson-muzi:0:shuff:232,cs:larsson-muzi:0:shuff:234,find,find,najít,najít,pf
en:larsson-muzi:0:shuff:234,cs:larsson-muzi:0:shuff:236,gone,go,šla,jít,impf
en:larsson-muzi:0:shuff:234,cs:larsson-muzi:0:shuff:236,gone,go,začne,začít,pf
en:larsson-muzi:0:shuff:238,cs:larsson-muzi:0:shuff:240,waited,wait,vyčkávala,vyčkávat,impf
en:larsson-muzi:0:shuff:239,cs:larsson-muzi:0:shuff:241,see,see,viděla,vidět,impf
en:larsson-muzi:0:shuff:239,cs:larsson-muzi:0:shuff:241,quivering,quiver,třese,třást,impf
en:larsson-muzi:0:shuff:240,cs:larsson-muzi:0:shuff:242,grabbed,grab,Popadla,popadnout,pf
en:larsson-muzi:0:shuff:242,cs:larsson-muzi:0:shuff:244,nodded,nod,přikývl,přikývnout,pf
en:larsson-muzi:0:shuff:245,cs:larsson-muzi:0:shuff:247,pulled,pull,přitáhla,přitáhnout,pf
en:larsson-muzi:0:shuff:246,cs:larsson-muzi:0:shuff:248,Go,go,Jeď,jet,impf
en:larsson-muzi:0:shuff:249,cs:larsson-muzi:0:shuff:251,Go,go,Odjeď,odjet,pf
en:larsson-muzi:0:shuff:249,cs:larsson-muzi:0:shuff:251,look,look,dívej,dívat,impf
en:larsson-muzi:0:shuff:253,cs:larsson-muzi:0:shuff:255,use,use,použít,použít,pf
en:larsson-muzi:0:shuff:254,cs:larsson-muzi:0:shuff:256,think,think,myslíš,myslet,impf
en:larsson-muzi:0:shuff:254,cs:larsson-muzi:0:shuff:256,find,find,najdeš,najít,pf
en:larsson-muzi:0:shuff:257,cs:larsson-muzi:0:shuff:259,did,do,provedl,provést,pf
en:larsson-muzi:0:shuff:257,cs:larsson-muzi:0:shuff:259,decided,decide,rozhodl,rozhodnout,pf
en:larsson-muzi:0:shuff:258,cs:larsson-muzi:0:shuff:261,arrived,arrive,dorazil,dorazit,pf
en:larsson-muzi:0:shuff:258,cs:larsson-muzi:0:shuff:261,told,tell,sděleno,sdělit,pf
en:larsson-muzi:0:shuff:261,cs:larsson-muzi:0:shuff:263,got,get,přišel,přijít,pf
en:larsson-muzi:0:shuff:261,cs:larsson-muzi:0:shuff:263,explained,explain,vysvětlil,vysvětlit,pf
en:larsson-muzi:0:shuff:261,cs:larsson-muzi:0:shuff:263,looking,look,hledá,hledat,impf
en:larsson-muzi:0:shuff:264,cs:larsson-muzi:0:shuff:268,planted,plant,umístila,umístit,pf
en:larsson-muzi:0:shuff:264,cs:larsson-muzi:0:shuff:268,set,set,umístila,umístit,pf
en:larsson-muzi:0:shuff:264,cs:larsson-muzi:0:shuff:268,explained,explain,vysvětlila,vysvětlit,pf
en:larsson-muzi:0:shuff:264,cs:larsson-muzi:0:shuff:268,trigger,trigger,spustí,spustit,pf
en:larsson-muzi:0:shuff:265,cs:larsson-muzi:0:shuff:269,put,put,umístila,umístit,pf
en:larsson-muzi:0:shuff:265,cs:larsson-muzi:0:shuff:269,send,send,umístila,umístit,pf
en:larsson-muzi:0:shuff:265,cs:larsson-muzi:0:shuff:269,set,set,umístila,umístit,pf
en:larsson-muzi:0:shuff:265,cs:larsson-muzi:0:shuff:269,send,send,vysílat,vysílat,impf
en:larsson-muzi:0:shuff:267,cs:larsson-muzi:0:shuff:271,put,put,dala,dát,pf
en:larsson-muzi:0:shuff:268,cs:larsson-muzi:0:shuff:272,spent,spend,strávil,strávit,pf
en:larsson-muzi:0:shuff:269,cs:larsson-muzi:0:shuff:273,remembered,remember,pamatuje,pamatovat,impf
en:larsson-muzi:0:shuff:270,cs:larsson-muzi:0:shuff:274,described,describe,popsal,popsat,pf
en:larsson-muzi:0:shuff:271,cs:larsson-muzi:0:shuff:275,forgotten,forget,zapomenout,zapomenout,pf
en:larsson-muzi:0:shuff:272,cs:larsson-muzi:0:shuff:276,talked,talk,mluvil,mluvit,impf
en:larsson-muzi:0:shuff:272,cs:larsson-muzi:0:shuff:276,say,say,mluvil,mluvit,impf
en:larsson-muzi:0:shuff:272,cs:larsson-muzi:0:shuff:276,seen,see,viděli,vidět,impf
en:larsson-muzi:0:shuff:272,cs:larsson-muzi:0:shuff:276,see,see,viděli,vidět,impf
en:larsson-muzi:0:shuff:272,cs:larsson-muzi:0:shuff:276,asked,ask,požádal,požádat,pf
en:larsson-muzi:0:shuff:272,cs:larsson-muzi:0:shuff:276,seen,see,přišla,přijít,pf
en:larsson-muzi:0:shuff:272,cs:larsson-muzi:0:shuff:276,come,come,přišla,přijít,pf
en:larsson-muzi:0:shuff:272,cs:larsson-muzi:0:shuff:276,see,see,přišla,přijít,pf
en:larsson-muzi:0:shuff:272,cs:larsson-muzi:0:shuff:276,seen,see,podívat,podívat,pf
en:larsson-muzi:0:shuff:272,cs:larsson-muzi:0:shuff:276,see,see,podívat,podívat,pf
en:larsson-muzi:0:shuff:273,cs:larsson-muzi:0:shuff:277,promised,promise,slíbil,slíbit,pf
en:larsson-muzi:0:shuff:275,cs:larsson-muzi:0:shuff:280,sat,sit,seděl,sedět,impf
en:larsson-muzi:0:shuff:275,cs:larsson-muzi:0:shuff:280,went,go,pokračovala,pokračovat,impf
en:larsson-muzi:0:shuff:276,cs:larsson-muzi:0:shuff:281,thinking,think,Máte,mít,impf
en:larsson-muzi:0:shuff:277,cs:larsson-muzi:0:shuff:282,copied,copy,kopírovala,kopírovat,impf
en:larsson-muzi:0:shuff:277,cs:larsson-muzi:0:shuff:282,see,see,vidím,vidět,impf
en:larsson-muzi:0:shuff:278,cs:larsson-muzi:0:shuff:283,talk,talk,promluvím,promluvit,pf
en:larsson-muzi:0:shuff:279,cs:larsson-muzi:0:shuff:284,hire,hire,Zaměstnáme,zaměstnat,pf
en:larsson-muzi:0:shuff:280,cs:larsson-muzi:0:shuff:285,pay,pay,zaplatit,zaplatit,pf
en:larsson-muzi:0:shuff:280,cs:larsson-muzi:0:shuff:285,pays,pay,zaplatit,zaplatit,pf
en:larsson-muzi:0:shuff:282,cs:larsson-muzi:0:shuff:287,wish,wish,nechtěla,chtít,impf
en:larsson-muzi:0:shuff:282,cs:larsson-muzi:0:shuff:287,done,do,dělala,dělat,impf
en:larsson-muzi:0:shuff:285,cs:larsson-muzi:0:shuff:290,shut,shut,zavřel,zavřít,pf
en:larsson-muzi:0:shuff:286,cs:larsson-muzi:0:shuff:291,felt,feel,ucítil,ucítit,pf
en:larsson-muzi:0:shuff:286,cs:larsson-muzi:0:shuff:291,swallowed,swallow,polykal,polykat,impf
en:larsson-muzi:0:shuff:288,cs:larsson-muzi:0:shuff:292,do,do,udělal,udělat,pf
en:larsson-muzi:0:shuff:288,cs:larsson-muzi:0:shuff:292,do,do,udělal,udělat,pf
en:larsson-muzi:0:shuff:291,cs:larsson-muzi:0:shuff:295,leave,leave,nenechávám,nechávat,impf
en:larsson-muzi:0:shuff:293,cs:larsson-muzi:0:shuff:297,staying,stay,bydlí,bydlet,impf
en:larsson-muzi:0:shuff:294,cs:larsson-muzi:0:shuff:298,staying,stay,Bydlí,bydlet,impf
en:larsson-muzi:0:shuff:299,cs:larsson-muzi:0:shuff:303,said,say,řekl,říci,pf
en:larsson-muzi:0:shuff:301,cs:larsson-muzi:0:shuff:305,do,do,učinil,učinit,pf
en:larsson-muzi:0:shuff:301,cs:larsson-muzi:0:shuff:305,do,do,učinil,učinit,pf
en:larsson-muzi:0:shuff:301,cs:larsson-muzi:0:shuff:305,make,make,učinil,učinit,pf
en:larsson-muzi:0:shuff:305,cs:larsson-muzi:0:shuff:309,paying,pay,zaplatíte,zaplatit,pf
en:larsson-muzi:0:shuff:306,cs:larsson-muzi:0:shuff:310,need,need,Nemusím,muset,impf
en:larsson-muzi:0:shuff:306,cs:larsson-muzi:0:shuff:310,do,do,dělat,dělat,impf
en:larsson-muzi:0:shuff:306,cs:larsson-muzi:0:shuff:310,sign,sign,podepsat,podepsat,pf
en:larsson-muzi:0:shuff:306,cs:larsson-muzi:0:shuff:310,twiddle,twiddle,točit,točit,impf
en:larsson-muzi:0:shuff:307,cs:larsson-muzi:0:shuff:311,do,do,neuděláte,udělat,pf
en:larsson-muzi:0:shuff:308,cs:larsson-muzi:0:shuff:312,work,work,pracovat,pracovat,impf
en:larsson-muzi:0:shuff:308,cs:larsson-muzi:0:shuff:312,worked,work,pracovat,pracovat,impf
en:larsson-muzi:0:shuff:314,cs:larsson-muzi:0:shuff:318,decide,decide,rozhoduje,rozhodovat,impf
en:larsson-muzi:0:shuff:317,cs:larsson-muzi:0:shuff:321,said,say,odpověděl,odpovědět,pf
en:larsson-muzi:0:shuff:318,cs:larsson-muzi:0:shuff:322,gone,go,pokračovala,pokračovat,impf
en:larsson-muzi:0:shuff:318,cs:larsson-muzi:0:shuff:322,went,go,pokračovala,pokračovat,impf
en:larsson-muzi:0:shuff:318,cs:larsson-muzi:0:shuff:322,gone,go,neodešla,odejít,pf
en:larsson-muzi:0:shuff:318,cs:larsson-muzi:0:shuff:322,went,go,neodešla,odejít,pf
en:larsson-muzi:0:shuff:318,cs:larsson-muzi:0:shuff:322,undressed,undress,nesvlékla,svléknout,pf
en:larsson-muzi:0:shuff:319,cs:larsson-muzi:0:shuff:323,pretended,pretend,předstírala,předstírat,impf
en:larsson-muzi:0:shuff:326,cs:larsson-muzi:0:shuff:331,think,think,myslím,myslet,impf
en:larsson-muzi:0:shuff:328,cs:larsson-muzi:0:shuff:333,trust,trust,Nevěřím,věřit,impf
en:larsson-muzi:0:shuff:330,cs:larsson-muzi:0:shuff:335,hopes,hope,doufá,doufat,impf
en:larsson-muzi:0:shuff:330,cs:larsson-muzi:0:shuff:335,take,take,převezme,převzít,pf
en:larsson-muzi:0:shuff:332,cs:larsson-muzi:0:shuff:337,went,go,pokračoval,pokračovat,impf
en:larsson-muzi:0:shuff:333,cs:larsson-muzi:0:shuff:338,means,mean,Znamená,znamenat,impf
en:larsson-muzi:0:shuff:335,cs:larsson-muzi:0:shuff:340,satisfy,satisfy,uspokojili,uspokojit,pf
en:larsson-muzi:0:shuff:337,cs:larsson-muzi:0:shuff:342,read,read,číst,číst,impf
en:larsson-muzi:0:shuff:338,cs:larsson-muzi:0:shuff:343,think,think,Myslím,myslet,impf
en:larsson-muzi:0:shuff:338,cs:larsson-muzi:0:shuff:343,said,say,prohlásil,prohlásit,pf
en:larsson-muzi:0:shuff:339,cs:larsson-muzi:0:shuff:344,trust,trust,důvěřovat,důvěřovat,impf
en:larsson-muzi:0:shuff:342,cs:larsson-muzi:0:shuff:347,nodded,nod,přikývla,přikývnout,pf
en:larsson-muzi:0:shuff:343,cs:larsson-muzi:0:shuff:348,Come,come,Pojď,jít,impf
en:larsson-muzi:0:shuff:343,cs:larsson-muzi:0:shuff:348,said,say,řekl,říci,pf
en:larsson-muzi:0:shuff:345,cs:larsson-muzi:0:shuff:350,found,find,zjistil,zjistit,pf
en:larsson-muzi:0:shuff:354,cs:larsson-muzi:0:shuff:360,seemed,seem,Zdálo,zdát,impf
en:larsson-muzi:0:shuff:354,cs:larsson-muzi:0:shuff:360,travelling,travel,jezdit,jezdit,impf
en:larsson-muzi:0:shuff:354,cs:larsson-muzi:0:shuff:360,resolve,resolve,řešit,řešit,impf
en:larsson-muzi:0:shuff:354,cs:larsson-muzi:0:shuff:360,spread,spread,šířit,šířit,impf
en:larsson-muzi:0:shuff:356,cs:larsson-muzi:0:shuff:362,DO,DO,Bereme,brát,impf
en:larsson-muzi:0:shuff:357,cs:larsson-muzi:0:shuff:363,found,find,našla,najít,pf
en:larsson-muzi:0:shuff:358,cs:larsson-muzi:0:shuff:364,built,build,postavil,postavit,pf
en:larsson-muzi:0:shuff:360,cs:larsson-muzi:0:shuff:366,sent,send,poslal,poslat,pf
