en:brown-andele_demoni:0:shuff:2,cs:brown-andele_demoni:0:shuff:2,descended,descend,sestupoval,sestupovat,impf
en:brown-andele_demoni:0:shuff:130,cs:brown-andele_demoni:0:shuff:127,holding,hold,držel,držet,impf
en:brown-andele_demoni:0:shuff:134,cs:brown-andele_demoni:0:shuff:131,extending,extend,rozšířili,rozšířit,pf
en:brown-andele_demoni:0:shuff:137,cs:brown-andele_demoni:0:shuff:134,poisoned,poison,otráven,otrávit,pf
en:brown-andele_demoni:0:shuff:138,cs:brown-andele_demoni:0:shuff:135,killed,kill,zavraždili,zavraždit,pf
en:brown-andele_demoni:0:shuff:141,cs:brown-andele_demoni:0:shuff:138,clamped,clamp,sevřela,sevřít,pf
en:brown-andele_demoni:0:shuff:142,cs:brown-andele_demoni:0:shuff:139,tried,try,pokoušel,pokoušet,impf
en:brown-andele_demoni:0:shuff:142,cs:brown-andele_demoni:0:shuff:139,found,find,zjistil,zjistit,pf
en:brown-andele_demoni:0:shuff:143,cs:brown-andele_demoni:0:shuff:140,came,come,vstoupil,vstoupit,pf
en:brown-andele_demoni:0:shuff:144,cs:brown-andele_demoni:0:shuff:141,said,say,odpověděl,odpovědět,pf
en:brown-andele_demoni:0:shuff:148,cs:brown-andele_demoni:0:shuff:145,thought,think,myslela,myslet,impf
en:brown-andele_demoni:0:shuff:152,cs:brown-andele_demoni:0:shuff:149,nodded,nod,přikývl,přikývnout,pf
en:brown-andele_demoni:0:shuff:153,cs:brown-andele_demoni:0:shuff:150,underestimated,underestimate,Podceňoval,podceňovat,impf
en:brown-andele_demoni:0:shuff:154,cs:brown-andele_demoni:0:shuff:151,hear,hear,neslyšel,slyšet,impf
en:brown-andele_demoni:0:shuff:156,cs:brown-andele_demoni:0:shuff:153,speak,speak,mluvit,mluvit,impf
en:brown-andele_demoni:0:shuff:159,cs:brown-andele_demoni:0:shuff:156,Let,let,Dovolte,dovolit,pf
en:brown-andele_demoni:0:shuff:159,cs:brown-andele_demoni:0:shuff:156,advise,advise,poradil,poradit,pf
en:brown-andele_demoni:0:shuff:161,cs:brown-andele_demoni:0:shuff:158,found,find,nenašel,najít,pf
en:brown-andele_demoni:0:shuff:165,cs:brown-andele_demoni:0:shuff:162,smiled,smile,usmál,usmát,pf
en:brown-andele_demoni:0:shuff:172,cs:brown-andele_demoni:0:shuff:170,pressed,press,stiskl,stisknout,pf
en:brown-andele_demoni:0:shuff:174,cs:brown-andele_demoni:0:shuff:173,look,look,nedívejte,dívat,impf
en:brown-andele_demoni:0:shuff:181,cs:brown-andele_demoni:0:shuff:180,thought,think,přemýšlel,přemýšlet,impf
en:brown-andele_demoni:0:shuff:185,cs:brown-andele_demoni:0:shuff:183,realized,realize,pochopila,pochopit,pf
en:brown-andele_demoni:0:shuff:190,cs:brown-andele_demoni:0:shuff:187,burned,burn,hořela,hořet,impf
en:brown-andele_demoni:0:shuff:190,cs:brown-andele_demoni:0:shuff:187,mixing,mix,mísil,mísit,impf
en:brown-andele_demoni:0:shuff:191,cs:brown-andele_demoni:0:shuff:188,surrounded,surround,Obklopovalo,obklopovat,impf
en:brown-andele_demoni:0:shuff:193,cs:brown-andele_demoni:0:shuff:190,waited,wait,čekal,čekat,impf
en:brown-andele_demoni:0:shuff:196,cs:brown-andele_demoni:0:shuff:193,leapt,leap,vyskočil,vyskočit,pf
en:brown-andele_demoni:0:shuff:199,cs:brown-andele_demoni:0:shuff:196,fell,fall,Padal,padat,impf
en:brown-andele_demoni:0:shuff:206,cs:brown-andele_demoni:0:shuff:203,saw,see,spatřil,spatřit,pf
en:brown-andele_demoni:0:shuff:223,cs:brown-andele_demoni:0:shuff:216,caught,catch,chytil,chytit,pf
en:brown-andele_demoni:0:shuff:226,cs:brown-andele_demoni:0:shuff:218,go,go,Půjdu,jít,impf
en:brown-andele_demoni:0:shuff:231,cs:brown-andele_demoni:0:shuff:221,checking,check,zkoumal,zkoumat,impf
en:brown-andele_demoni:0:shuff:232,cs:brown-andele_demoni:0:shuff:222,feared,fear,obávala,obávat,impf
en:brown-andele_demoni:0:shuff:238,cs:brown-andele_demoni:0:shuff:228,see,see,spatřil,spatřit,pf
en:brown-andele_demoni:0:shuff:239,cs:brown-andele_demoni:0:shuff:229,leaving,leave,opouštějí,opouštět,impf
en:brown-andele_demoni:0:shuff:244,cs:brown-andele_demoni:0:shuff:233,looked,look,hleděly,hledět,impf
en:brown-andele_demoni:0:shuff:245,cs:brown-andele_demoni:0:shuff:234,sensed,sense,cítila,cítit,impf
en:brown-andele_demoni:0:shuff:245,cs:brown-andele_demoni:0:shuff:234,imagining,imagine,představuje,představovat,impf
en:brown-andele_demoni:0:shuff:245,cs:brown-andele_demoni:0:shuff:234,perform,perform,udělá,udělat,pf
en:brown-andele_demoni:0:shuff:246,cs:brown-andele_demoni:0:shuff:235,dropped,drop,nechal,nechat,pf
en:brown-andele_demoni:0:shuff:246,cs:brown-andele_demoni:0:shuff:235,dropped,drop,spadnout,spadnout,pf
en:brown-andele_demoni:0:shuff:248,cs:brown-andele_demoni:0:shuff:237,closed,close,Zavřela,zavřít,pf
en:brown-andele_demoni:0:shuff:249,cs:brown-andele_demoni:0:shuff:238,opened,open,otevřela,otevřít,pf
en:brown-andele_demoni:0:shuff:251,cs:brown-andele_demoni:0:shuff:240,saw,see,spatřila,spatřit,pf
en:brown-andele_demoni:0:shuff:252,cs:brown-andele_demoni:0:shuff:241,used,use,použit,použít,pf
en:brown-andele_demoni:0:shuff:254,cs:brown-andele_demoni:0:shuff:243,pulled,pull,vytáhli,vytáhnout,pf
en:brown-andele_demoni:0:shuff:255,cs:brown-andele_demoni:0:shuff:244,thought,think,měl,mít,impf
en:brown-andele_demoni:0:shuff:256,cs:brown-andele_demoni:0:shuff:245,kept,keep,udrželo,udržet,pf
en:brown-andele_demoni:0:shuff:262,cs:brown-andele_demoni:0:shuff:251,coming,come,přijít,přijít,pf
en:brown-andele_demoni:0:shuff:263,cs:brown-andele_demoni:0:shuff:252,branding,brand,vypálil,vypálit,pf
en:brown-andele_demoni:0:shuff:264,cs:brown-andele_demoni:0:shuff:253,shot,shoot,vrhl,vrhnout,pf
en:brown-andele_demoni:0:shuff:268,cs:brown-andele_demoni:0:shuff:257,wrote,write,Napsal,napsat,pf
en:brown-andele_demoni:0:shuff:268,cs:brown-andele_demoni:0:shuff:257,looked,look,díval,dívat,impf
en:brown-andele_demoni:0:shuff:268,cs:brown-andele_demoni:0:shuff:257,hear,hear,uslyšel,uslyšet,pf
en:brown-andele_demoni:0:shuff:269,cs:brown-andele_demoni:0:shuff:258,held,hold,Měl,mít,impf
en:brown-andele_demoni:0:shuff:270,cs:brown-andele_demoni:0:shuff:259,rejoiced,rejoice,radovaly,radovat,impf
en:brown-andele_demoni:0:shuff:276,cs:brown-andele_demoni:0:shuff:265,looked,look,podíval,podívat,pf
en:brown-andele_demoni:0:shuff:278,cs:brown-andele_demoni:0:shuff:267,met,meet,setkaly,setkat,pf
en:brown-andele_demoni:0:shuff:278,cs:brown-andele_demoni:0:shuff:267,greeted,greet,uvítal,uvítat,pf
en:brown-andele_demoni:0:shuff:279,cs:brown-andele_demoni:0:shuff:268,rising,rise,vystupují,vystupovat,impf
en:brown-andele_demoni:0:shuff:280,cs:brown-andele_demoni:0:shuff:269,trying,try,snaží,snažit,impf
en:brown-andele_demoni:0:shuff:280,cs:brown-andele_demoni:0:shuff:269,move,move,pohnout,pohnout,pf
en:brown-andele_demoni:0:shuff:282,cs:brown-andele_demoni:0:shuff:272,keep,keep,měl,mít,impf
en:brown-andele_demoni:0:shuff:286,cs:brown-andele_demoni:0:shuff:276,awoke,awake,Probudil,probudit,pf
en:brown-andele_demoni:0:shuff:288,cs:brown-andele_demoni:0:shuff:278,lay,lie,ležet,ležet,impf
en:brown-andele_demoni:0:shuff:291,cs:brown-andele_demoni:0:shuff:281,thought,think,Uvažoval,uvažovat,impf
en:brown-andele_demoni:0:shuff:294,cs:brown-andele_demoni:0:shuff:284,come,come,dojít,dojít,pf
en:brown-andele_demoni:0:shuff:294,cs:brown-andele_demoni:0:shuff:284,fail,fail,ztroskotal,ztroskotat,pf
en:brown-andele_demoni:0:shuff:295,cs:brown-andele_demoni:0:shuff:285,pounding,pound,tlouklo,tlouci,impf
en:brown-andele_demoni:0:shuff:296,cs:brown-andele_demoni:0:shuff:286,starting,start,začal,začít,pf
en:brown-andele_demoni:0:shuff:297,cs:brown-andele_demoni:0:shuff:287,saw,see,spatřil,spatřit,pf
en:brown-andele_demoni:0:shuff:302,cs:brown-andele_demoni:0:shuff:291,WORKED,work,pracoval,pracovat,impf
en:brown-andele_demoni:0:shuff:304,cs:brown-andele_demoni:0:shuff:293,speaking,speak,hovořil,hovořit,impf
en:brown-andele_demoni:0:shuff:304,cs:brown-andele_demoni:0:shuff:293,saved,save,zachránil,zachránit,pf
en:brown-andele_demoni:0:shuff:305,cs:brown-andele_demoni:0:shuff:294,understood,understand,pochopila,pochopit,pf
en:brown-andele_demoni:0:shuff:306,cs:brown-andele_demoni:0:shuff:295,taken,take,vzal,vzít,pf
en:brown-andele_demoni:0:shuff:306,cs:brown-andele_demoni:0:shuff:295,taken,take,udělal,udělat,pf
en:brown-andele_demoni:0:shuff:308,cs:brown-andele_demoni:0:shuff:297,need,need,Musíme,muset,impf
en:brown-andele_demoni:0:shuff:308,cs:brown-andele_demoni:0:shuff:297,work,work,pracovat,pracovat,impf
en:brown-andele_demoni:0:shuff:309,cs:brown-andele_demoni:0:shuff:298,turn,turn,neotočila,otočit,pf
en:brown-andele_demoni:0:shuff:310,cs:brown-andele_demoni:0:shuff:299,want,want,Chci,chtít,impf
en:brown-andele_demoni:0:shuff:310,cs:brown-andele_demoni:0:shuff:299,find,find,najít,najít,pf
en:brown-andele_demoni:0:shuff:311,cs:brown-andele_demoni:0:shuff:300,want,want,chci,chtít,impf
en:brown-andele_demoni:0:shuff:311,cs:brown-andele_demoni:0:shuff:300,killed,kill,zabil,zabít,pf
en:brown-andele_demoni:0:shuff:312,cs:brown-andele_demoni:0:shuff:301,waited,wait,Čekala,čekat,impf
en:brown-andele_demoni:0:shuff:314,cs:brown-andele_demoni:0:shuff:303,killed,kill,zavraždil,zavraždit,pf
en:brown-andele_demoni:0:shuff:316,cs:brown-andele_demoni:0:shuff:305,turned,turn,otočila,otočit,pf
en:brown-andele_demoni:0:shuff:318,cs:brown-andele_demoni:0:shuff:307,tell,tell,říci,říci,pf
en:brown-andele_demoni:0:shuff:320,cs:brown-andele_demoni:0:shuff:309,killed,kill,zabil,zabít,pf
en:brown-andele_demoni:0:shuff:323,cs:brown-andele_demoni:0:shuff:312,suggesting,suggest,navrhujete,navrhovat,impf
en:brown-andele_demoni:0:shuff:325,cs:brown-andele_demoni:0:shuff:314,say,say,říct,říci,pf
en:brown-andele_demoni:0:shuff:328,cs:brown-andele_demoni:0:shuff:317,survived,survive,přežil,přežít,pf
en:brown-andele_demoni:0:shuff:333,cs:brown-andele_demoni:0:shuff:322,provided,provide,zajistili,zajistit,pf
en:brown-andele_demoni:0:shuff:336,cs:brown-andele_demoni:0:shuff:325,wanted,want,potřebovali,potřebovat,impf
en:brown-andele_demoni:0:shuff:340,cs:brown-andele_demoni:0:shuff:329,say,say,řekli,říci,pf
en:brown-andele_demoni:0:shuff:343,cs:brown-andele_demoni:0:shuff:332,heard,hear,slyšel,slyšet,impf
en:brown-andele_demoni:0:shuff:348,cs:brown-andele_demoni:0:shuff:336,changed,change,změnil,změnit,pf
en:brown-andele_demoni:0:shuff:349,cs:brown-andele_demoni:0:shuff:337,rest,rest,opřeli,opřít,pf
en:brown-andele_demoni:0:shuff:349,cs:brown-andele_demoni:0:shuff:337,rotated,rotate,otočilo,otočit,pf
en:brown-andele_demoni:0:shuff:352,cs:brown-andele_demoni:0:shuff:340,aimed,aim,Namířil,namířit,pf
en:brown-andele_demoni:0:shuff:355,cs:brown-andele_demoni:0:shuff:343,meeting,meet,sešli,sejít,pf
en:brown-andele_demoni:0:shuff:362,cs:brown-andele_demoni:0:shuff:351,replied,reply,odpověděla,odpovědět,pf
en:brown-andele_demoni:0:shuff:368,cs:brown-andele_demoni:0:shuff:357,asked,ask,žádal,žádat,impf
en:brown-andele_demoni:0:shuff:370,cs:brown-andele_demoni:0:shuff:359,repeated,repeat,opakoval,opakovat,impf
en:brown-andele_demoni:0:shuff:371,cs:brown-andele_demoni:0:shuff:360,shared,share,Sdílel,sdílet,impf
en:brown-andele_demoni:0:shuff:371,cs:brown-andele_demoni:0:shuff:360,defended,defend,bránil,bránit,impf
en:brown-andele_demoni:0:shuff:372,cs:brown-andele_demoni:0:shuff:361,die,die,zahynu,zahynout,pf
en:brown-andele_demoni:0:shuff:373,cs:brown-andele_demoni:0:shuff:362,singing,sing,zpívají,zpívat,impf
en:brown-andele_demoni:0:shuff:374,cs:brown-andele_demoni:0:shuff:363,felt,feel,cítil,cítit,impf
en:brown-andele_demoni:0:shuff:376,cs:brown-andele_demoni:0:shuff:365,looking,look,díval,dívat,impf
en:brown-andele_demoni:0:shuff:376,cs:brown-andele_demoni:0:shuff:365,killed,kill,zabil,zabít,pf
en:brown-andele_demoni:0:shuff:377,cs:brown-andele_demoni:0:shuff:366,facing,face,čelil,čelit,impf
en:brown-andele_demoni:0:shuff:378,cs:brown-andele_demoni:0:shuff:367,slowed,slow,zpomalili,zpomalit,pf
en:brown-andele_demoni:0:shuff:378,cs:brown-andele_demoni:0:shuff:367,buried,bury,pohřben,pohřbít,pf
en:brown-andele_demoni:0:shuff:379,cs:brown-andele_demoni:0:shuff:368,continued,continue,pokračoval,pokračovat,impf
en:brown-andele_demoni:0:shuff:379,cs:brown-andele_demoni:0:shuff:368,glisten,glisten,leskla,lesknout,impf
en:brown-andele_demoni:0:shuff:380,cs:brown-andele_demoni:0:shuff:369,Lying,lie,ležela,ležet,impf
en:brown-andele_demoni:0:shuff:383,cs:brown-andele_demoni:0:shuff:372,read,read,přečíst,přečíst,pf
en:brown-andele_demoni:0:shuff:384,cs:brown-andele_demoni:0:shuff:373,means,mean,znamená,znamenat,impf
en:brown-andele_demoni:0:shuff:386,cs:brown-andele_demoni:0:shuff:375,nodded,nod,přikývl,přikývnout,pf
en:brown-andele_demoni:0:shuff:387,cs:brown-andele_demoni:0:shuff:376,heard,hear,slyšel,slyšet,impf
en:brown-andele_demoni:0:shuff:393,cs:brown-andele_demoni:0:shuff:383,wondered,wonder,uvažoval,uvažovat,impf
en:brown-andele_demoni:0:shuff:393,cs:brown-andele_demoni:0:shuff:383,gain,gain,dostal,dostat,pf
en:brown-andele_demoni:0:shuff:396,cs:brown-andele_demoni:0:shuff:387,moved,move,pohybovala,pohybovat,impf
en:brown-andele_demoni:0:shuff:397,cs:brown-andele_demoni:0:shuff:388,rose,rise,vystupovaly,vystupovat,impf
en:brown-andele_demoni:0:shuff:399,cs:brown-andele_demoni:0:shuff:390,spoke,speak,promluvil,promluvit,pf
en:brown-andele_demoni:0:shuff:400,cs:brown-andele_demoni:0:shuff:391,sounded,sound,zněl,znít,impf
en:brown-andele_demoni:0:shuff:404,cs:brown-andele_demoni:0:shuff:395,scowled,scowl,zamračil,zamračit,pf
en:brown-andele_demoni:0:shuff:412,cs:brown-andele_demoni:0:shuff:402,Let,let,Dovolte,dovolit,pf
en:brown-andele_demoni:0:shuff:413,cs:brown-andele_demoni:0:shuff:403,smiled,smile,usmál,usmát,pf
en:brown-andele_demoni:0:shuff:414,cs:brown-andele_demoni:0:shuff:404,Thank,thank,Děkuji,děkovat,impf
en:brown-andele_demoni:0:shuff:415,cs:brown-andele_demoni:0:shuff:405,Thank,thank,děkuji,děkovat,impf
en:brown-andele_demoni:0:shuff:416,cs:brown-andele_demoni:0:shuff:406,left,leave,opouštěl,opouštět,impf
en:brown-andele_demoni:0:shuff:416,cs:brown-andele_demoni:0:shuff:406,left,leave,zanechal,zanechat,pf
en:brown-andele_demoni:0:shuff:417,cs:brown-andele_demoni:0:shuff:407,created,create,stvořil,stvořit,pf
en:brown-andele_demoni:0:shuff:417,cs:brown-andele_demoni:0:shuff:407,explained,explain,vysvětlovala,vysvětlovat,impf
en:brown-andele_demoni:0:shuff:418,cs:brown-andele_demoni:0:shuff:408,said,say,pravil,pravit,pf
en:brown-andele_demoni:0:shuff:418,cs:brown-andele_demoni:0:shuff:408,see,see,vidíme,vidět,impf
en:brown-andele_demoni:0:shuff:419,cs:brown-andele_demoni:0:shuff:409,created,create,vytvořit,vytvořit,pf
en:brown-andele_demoni:0:shuff:422,cs:brown-andele_demoni:0:shuff:413,gathered,gather,shromáždili,shromáždit,pf
en:brown-andele_demoni:0:shuff:423,cs:brown-andele_demoni:0:shuff:414,arrive,arrive,přijde,přijít,pf
en:brown-andele_demoni:0:shuff:423,cs:brown-andele_demoni:0:shuff:414,leave,leave,odejde,odejít,pf
en:brown-andele_demoni:0:shuff:425,cs:brown-andele_demoni:0:shuff:416,begin,begin,začne,začít,pf
en:brown-andele_demoni:0:shuff:426,cs:brown-andele_demoni:0:shuff:417,released,release,propuštěni,propustit,pf
en:brown-andele_demoni:0:shuff:426,cs:brown-andele_demoni:0:shuff:417,decided,decide,nerozhodnou,rozhodnout,pf
en:brown-andele_demoni:0:shuff:434,cs:brown-andele_demoni:0:shuff:424,infiltrated,infiltrate,pronikli,proniknout,pf
en:brown-andele_demoni:0:shuff:436,cs:brown-andele_demoni:0:shuff:426,realized,realize,uvědomil,uvědomit,pf
en:brown-andele_demoni:0:shuff:438,cs:brown-andele_demoni:0:shuff:428,grabbed,grab,Uchopil,uchopit,pf
en:brown-andele_demoni:0:shuff:440,cs:brown-andele_demoni:0:shuff:430,began,begin,přišel,přijít,pf
en:brown-andele_demoni:0:shuff:440,cs:brown-andele_demoni:0:shuff:430,come,come,přišel,přijít,pf
en:brown-andele_demoni:0:shuff:441,cs:brown-andele_demoni:0:shuff:431,caught,catch,zachytila,zachytit,pf
en:brown-andele_demoni:0:shuff:442,cs:brown-andele_demoni:0:shuff:432,going,go,jdete,jít,impf
en:brown-andele_demoni:0:shuff:444,cs:brown-andele_demoni:0:shuff:434,said,say,říkal,říkat,impf
en:brown-andele_demoni:0:shuff:445,cs:brown-andele_demoni:0:shuff:435,exclaimed,exclaim,vykřikl,vykřiknout,pf
en:brown-andele_demoni:0:shuff:445,cs:brown-andele_demoni:0:shuff:435,ran,run,běžel,běžet,impf
en:brown-andele_demoni:0:shuff:446,cs:brown-andele_demoni:0:shuff:436,glistening,glisten,zářily,zářit,impf
en:brown-andele_demoni:0:shuff:449,cs:brown-andele_demoni:0:shuff:439,need,need,Musíme,muset,impf
en:brown-andele_demoni:0:shuff:456,cs:brown-andele_demoni:0:shuff:444,considered,consider,Uvažoval,uvažovat,impf
en:brown-andele_demoni:0:shuff:456,cs:brown-andele_demoni:0:shuff:444,letting,let,nechat,nechat,pf
en:brown-andele_demoni:0:shuff:459,cs:brown-andele_demoni:0:shuff:447,remained,remain,zůstane,zůstat,pf
en:brown-andele_demoni:0:shuff:460,cs:brown-andele_demoni:0:shuff:448,escape,escape,uniknout,uniknout,pf
en:brown-andele_demoni:0:shuff:460,cs:brown-andele_demoni:0:shuff:448,want,want,nechtěl,chtít,impf
en:brown-andele_demoni:0:shuff:460,cs:brown-andele_demoni:0:shuff:448,find,find,najít,najít,pf
en:brown-andele_demoni:0:shuff:466,cs:brown-andele_demoni:0:shuff:453,come,come,Přišel,přijít,pf
en:brown-andele_demoni:0:shuff:467,cs:brown-andele_demoni:0:shuff:454,pretend,pretend,Nepředstírejte,předstírat,impf
